priority_score,issuer_cik,issuer_name,tickers,exchanges,sic,country,fpi_evidence,financing_filing_count,f1_f3_424_count,financing_forms,latest_financing_date,small_cap_proxy,record_type,weiss_gate_status,post_act_section16_count,weiss_post_act_count,weiss_gate_evidence
1,0001703141,"Despegar.com, Corp.",,,4700,"Virgin Islands, British",20-F; 6-K,1,0,EFFECT(1),2025-05-27,unscored,universe_never_filer,,0,,
1,0001829959,Docebo Inc.,DCBO,Nasdaq,7372,"Ontario, Canada",40-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001786286,Draganfly Inc.,DPRO,Nasdaq,3721,"Saskatchewan, Canada",20-F; 40-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001653606,"Ehave, Inc.",EHVVF,OTC,7371,"Ontario, Canada",20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001844450,Electrovaya Inc.,ELVA,Nasdaq,3690,"Ontario, Canada",40-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001277866,ENDEAVOUR SILVER CORP,EXK,NYSE,1040,"British Columbia, Canada",40-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001659939,Enel Chile S.A.,ENIC,NYSE,4911,Chile,20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001904856,Enerflex Ltd.,EFXT,NYSE,3560,Canada (Federal Level),40-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001002242,ENI SPA,E,NYSE,1311,Italy,20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001756607,Equinox Gold Corp.,EQX,NYSE,1040,"British Columbia, Canada",40-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0000717826,ERICSSON LM TELEPHONE CO,ERIC; ERIXF,Nasdaq; OTC,3663,Sweden,20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001853860,Ero Copper Corp.,ERO,NYSE,1000,"British Columbia, Canada",40-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001581178,EUPRAXIA PHARMACEUTICALS INC.,EPRX,Nasdaq,2834,"British Columbia, Canada",40-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001412558,Evotec SE,EVO; EVOTF,Nasdaq; OTC,2834,Germany,20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0000849997,FEC Resources Inc.,FECOF,OTC,1311,"British Columbia, Canada",20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001468522,Ferrovial N.V.,FER,Nasdaq,1600,Netherlands,20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001637810,FirstService Corp,FSV,Nasdaq,6500,"Ontario, Canada",40-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001903870,Forafric Global PLC,AFRI; AFRIW,Nasdaq,2040,Gibraltar,20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0002092967,Fort Technology Inc,FRTT,Nasdaq,2870,"British Columbia, Canada",6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001666175,Fortis Inc.,FTS,NYSE,4911,"Newfoundland, Canada",40-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001341335,FORTUNA MINING CORP.,FSM,NYSE,1040,"British Columbia, Canada",40-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001709819,Four Seasons Education (Cayman) Inc.,FEDU,NYSE,8200,China,20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001456346,FRANCO NEVADA Corp,FNV,NYSE,1040,"Ontario, Canada",40-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0000913290,Frontline plc,FRO,NYSE,4412,Cyprus,20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001514597,FURY GOLD MINES LTD,FURY,NYSE,1040,"Ontario, Canada",20-F; 40-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001261002,GENOIL INC,GNOLF,OTC,1389,NY,20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001780232,GFL Environmental Inc.,GFL,NYSE,4953,FL,40-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001061894,Gildan Activewear Inc.,GIL,NYSE,2300,Canada (Federal Level),40-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001029145,Golden Ocean Group Ltd,GOGL,CBOE,4400,Bermuda,20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001816723,Graphex Group Ltd,GRFXY,OTC,3620,Hong Kong,6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001570843,Greenbriar Sustainable Living Inc.,GEBRF,OTC,6500,"British Columbia, Canada",20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001966287,Greenfire Resources Ltd.,GFR,NYSE,1311,"Alberta, Canada",40-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001438569,Grifols SA,GRFS,Nasdaq,2834,NY,20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001163560,GRUPO TMM SAB,GTMAY,OTC,4412,Mexico,20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001900304,Haleon plc,HLN,NYSE,2844,United Kingdom,20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001023514,HARMONY GOLD MINING CO LTD,HMY,NYSE,1040,,20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0002013223,Highlander Silver Corp.,HSLV,NYSE,1040,"British Columbia, Canada",40-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001322422,Hudbay Minerals Inc.,HBM,NYSE,1000,,40-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001114445,HYDRO ONE INC,,,4911,"Ontario, Canada",40-F; 6-K,1,0,EFFECT(1),2025-08-26,unscored,universe_never_filer,,0,,
1,0001712356,Hydro One Ltd,HRNNF,OTC,4911,"Ontario, Canada",40-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001203464,IAMGOLD CORP,IAG,NYSE,1040,"Ontario, Canada",40-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001010134,ICTS INTERNATIONAL N V,ICTSF,OTC,7389,Netherlands,20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001598599,Innate Pharma SA,IPHA,Nasdaq,2836,France,20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001722387,Integra Resources Corp.,ITRG,NYSE,1040,"British Columbia, Canada",40-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0000858446,INTERCONTINENTAL HOTELS GROUP PLC /NEW/,IHG,NYSE,7011,DE,20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001285170,INTERMAP TECHNOLOGIES CORP,ITMSF,OTC,7374,"Alberta, Canada",40-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001997377,IsoEnergy Ltd.,ISOU,NYSE,1090,"Ontario, Canada",40-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001948436,J-Long Group Ltd,JL,Nasdaq,5600,Hong Kong,20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001720250,"Kandi Technologies Group, Inc.",KNDI,Nasdaq,3714,,20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001445930,KB Financial Group Inc.,KB,NYSE,6029,"Korea, Republic of",20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001161814,KELSO TECHNOLOGIES INC,KIQSF,OTC,3743,"British Columbia, Canada",20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001611005,Kenon Holdings Ltd.,KEN,NYSE,4911,Singapore,20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0000701818,KINROSS GOLD CORP,KGC,NYSE,1040,,40-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0000313216,KONINKLIJKE PHILIPS NV,PHG,NYSE,3844,Netherlands,20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0000887225,KOREA ELECTRIC POWER CORP,KEP,NYSE,4911,NJ,20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0000892450,KT CORP,KT,NYSE,4813,,20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001290109,"LG Display Co., Ltd.",LPL,NYSE,3679,"Korea, Republic of",20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001823306,Lightspeed Commerce Inc.,LSPD,NYSE,7372,Canada (Federal Level),40-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001855756,Lilium N.V.,LILMF,OTC,3721,Germany,6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001066130,Linear Minerals Corp,LINMF,OTC,1000,"British Columbia, Canada",20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001834974,Lion Electric Co,LEVGQ,OTC,3711,"Quebec, Canada",6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001440972,Lithium Argentina AG,LAR,NYSE,1000,Switzerland,20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001593549,"Livento Group, Inc.",LIVG,OTC,7372,NY,6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0000749098,MAGNA INTERNATIONAL INC,MGA,NYSE,3714,"Ontario, Canada",40-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001784930,Mako Mining Corp.,MAKO,Nasdaq,1040,"British Columbia, Canada",40-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001091223,MATERIALISE NV,MTLS,Nasdaq,7372,,20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001857047,MDA Space Ltd.,MDA,NYSE,3760,"Ontario, Canada",6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001133519,MEDICURE INC,MCUJF,OTC,2834,"Manitoba, Canada",20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001722606,Metalla Royalty & Streaming Ltd.,MTA,NYSE,1040,"British Columbia, Canada",40-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0000886977,METHANEX CORP,MEOH,Nasdaq,2860,"British Columbia, Canada",40-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001085921,MICROMEM TECHNOLOGIES INC,MMTIF,OTC,7371,"Ontario, Canada",20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001903995,Millennium Group International Holdings Ltd,MGIH,Nasdaq,2750,Hong Kong,20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0000900391,NATUZZI S P A,NTZ,NYSE,2510,,20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001840616,New Found Gold Corp.,NFGC,NYSE,1040,"British Columbia, Canada",40-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0000800166,New Gold Inc. /FI,NGD,NYSE,1000,"British Columbia, Canada",40-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001369085,NEW PACIFIC METALS CORP,NEWP,NYSE,1040,"British Columbia, Canada",40-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001698535,NexGen Energy Ltd.,NXE,NYSE,1090,"British Columbia, Canada",40-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001526475,NICOLA MINING INC.,HUSIF; NICM,Nasdaq; OTC,1000,"British Columbia, Canada",40-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001744781,Niu Technologies,NIU,Nasdaq,3711,Cayman Islands,20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0000924613,NOKIA CORP,NOK; NOKBF,NYSE; OTC,3663,Finland,20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001368519,North American Construction Group Ltd.,NOA,NYSE,1389,"Alberta, Canada",40-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001649752,Nouveau Monde Graphite Inc.,NMG,NYSE,1090,Canada (Federal Level),40-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0000353278,NOVO NORDISK A S,NONOF; NVO,NYSE; OTC,2834,Denmark,20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001680637,Nuran Wireless Inc.,NRRWF,OTC,3576,"Quebec, Canada",6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001725964,Nutrien Ltd.,NTR,NYSE,2870,"Saskatchewan, Canada",40-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001009922,NXT Energy Solutions Inc.,NSFDF,OTC,1382,"Alberta, Canada",20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001018735,NYMOX PHARMACEUTICAL CORP,NYMXF,OTC,2835,"Quebec, Canada",20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001334388,OBSIDIAN ENERGY LTD.,OBE,NYSE,1311,"Alberta, Canada",40-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001487326,OceanaGold Corp,OGC,NYSE,1000,"British Columbia, Canada",6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001620737,ORGANIGRAM GLOBAL INC.,OGI,Nasdaq,2834,Canada (Federal Level),40-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001602842,Orion Digital Corp.,ORIO,Nasdaq,6199,"British Columbia, Canada",20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001680056,Orla Mining Ltd.,ORLA,NYSE,1040,Canada (Federal Level),40-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001319150,Pacific Booker Minerals Inc.,PBMLF,OTC,1000,"British Columbia, Canada",20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0000771992,PAN AMERICAN SILVER CORP,PAAS,NYSE,1040,"British Columbia, Canada",40-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0000938323,PEARSON PLC,PSO,NYSE,2731,United Kingdom,20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001546066,PEMBINA PIPELINE CORP,PBA,NYSE,1382,"Alberta, Canada",40-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001899830,Perfect Corp.,PERF,NYSE,7372,Taiwan,20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001828316,Pharming Group N.V.,PHAR,Nasdaq,2834,Netherlands,20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001095052,PLATINUM GROUP METALS LTD,PLG,NYSE,1040,"British Columbia, Canada",40-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0000889132,POSCO HOLDINGS INC.,PKX,NYSE,3312,"Korea, Republic of",20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001013605,PRECISION DRILLING Corp,PDS,NYSE,1381,"Alberta, Canada",40-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001015820,QIAGEN N.V.,QGEN,NYSE,2836,Netherlands,20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0002106613,Quantum eMotion Corp,QNC,NYSE,7372,"Quebec, Canada",40-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0000811522,QUARTZ MOUNTAIN RESOURCES LTD,QZMRF,OTC,1040,"British Columbia, Canada",20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001862461,Real Brokerage Inc,REAX,Nasdaq,6531,FL,40-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001358654,"RED METAL RESOURCES, LTD.",RMESF,OTC,1000,"British Columbia, Canada",20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0000930157,RENTOKIL INITIAL PLC /FI,RTO,NYSE,8741,United Kingdom,20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001753368,Sangoma Technologies Corp,SANG,Nasdaq,7370,"Ontario, Canada",40-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001548536,Santacruz Silver Mining Ltd.,SCZM,Nasdaq,1040,Mexico,40-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001000184,SAP SE,SAP; SAPGF,NYSE; OTC,7372,Germany,20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001421642,Satellos Bioscience Inc.,MSLE,Nasdaq,2834,Canada (Federal Level),40-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001231346,SEABRIDGE GOLD INC,SA,NYSE,1040,"Ontario, Canada",40-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001990950,Semilux International Ltd.,SELX; SELXF,Nasdaq; OTC,3674,Taiwan,20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001263043,SHINHAN FINANCIAL GROUP CO LTD,SHG,NYSE,6021,,20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001848309,Sigma Lithium Corp,SGML,Nasdaq,1000,Brazil,40-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001409036,Silver North Resources Ltd.,TARSF,OTC,1040,"British Columbia, Canada",20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001340677,SILVERCORP METALS INC,SVM,NYSE,1040,"British Columbia, Canada",40-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001015650,SK TELECOM CO LTD,SKM,NYSE,4812,,20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001713748,Skeena Resources Ltd,SKE,NYSE,1040,"British Columbia, Canada",40-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0000845982,SMITH & NEPHEW PLC,SNN,NYSE,3842,,20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001766600,SNDL Inc.,SNDL,Nasdaq,2833,"Alberta, Canada",40-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0002019103,Solaris Resources Inc.,SLSR,NYSE,1040,,40-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001512920,SPROTT INC.,SII,NYSE,6199,"Ontario, Canada",40-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0002108383,Sprott Physical Copper Trust,SCOP; SPHCF,NYSE; OTC,1090,"Ontario, Canada",6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001726122,Sprott Physical Gold & Silver Trust,CEF,NYSE,6221,"Ontario, Canada",40-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001477049,Sprott Physical Gold Trust,PHYS,NYSE,6221,"Ontario, Canada",40-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001539190,SPROTT PHYSICAL PLATINUM & PALLADIUM TRUST,SPPP,NYSE,6221,"Ontario, Canada",40-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001494728,Sprott Physical Silver Trust,PSLV,NYSE,6221,"Ontario, Canada",40-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001973368,SRIVARU Holding Ltd,SVUHF,OTC,3711,Cayman Islands,20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001537137,STANDARD LITHIUM LTD.,SLI,NYSE,2800,TX,40-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001131383,STANTEC INC,STN,NYSE,8711,"Alberta, Canada",40-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001605484,Stellantis N.V.,STLA,NYSE,3711,Netherlands,20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0000932787,STMicroelectronics N.V.,STM,NYSE,3674,Netherlands,20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001227282,Strata Power Corp,SPOWF,OTC,1311,Canada (Federal Level),20-F,0,0,,,unscored,universe_never_filer,,0,,
1,0001713334,STUDIO CITY INTERNATIONAL HOLDINGS Ltd,MSC,NYSE,7011,Hong Kong,20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001097362,SUN LIFE FINANCIAL INC,SLF,NYSE,6311,Canada (Federal Level),40-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0000311337,SUNCOR ENERGY INC,SU,NYSE,2911,"Alberta, Canada",40-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001232384,TC ENERGY CORP,TRP,NYSE,4922,"Alberta, Canada",40-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0000886986,TECK RESOURCES LTD,TECK,NYSE,1400,"British Columbia, Canada",40-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001845840,Telesat Corp,TSAT,Nasdaq,4899,"Ontario, Canada",20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0000868675,TELUS CORP,TU,NYSE,4812,"British Columbia, Canada",40-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001190723,TENARIS SA,TS,NYSE,3312,Luxembourg,20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001342874,Ternium S.A.,TX,NYSE,3312,Luxembourg,20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001588823,TFI International Inc.,TFII,NYSE,4210,"Quebec, Canada",40-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001512717,Theratechnologies Inc.,,,2834,"Quebec, Canada",20-F; 6-K,1,0,EFFECT(1),2025-11-28,unscored,universe_never_filer,,0,,
1,0001791703,Titan Mining Corp,TII,NYSE,1040,NY,40-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001144800,TRANSALTA CORP,TAC,NYSE,4911,"Alberta, Canada",40-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0000099070,TRANSCANADA PIPELINES LTD,TCPA,NYSE,4922,"Alberta, Canada",40-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0000878518,Trekor Metals Ltd,TGB,NYSE,1040,"British Columbia, Canada",40-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001648636,Trillion Energy International Inc.,TRLEF,OTC,1311,Turkey,20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001829726,Triple Flag Precious Metals Corp.,TFPM,NYSE,6795,"Ontario, Canada",40-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001412095,"Troops, Inc. /Cayman Islands/",TROO,Nasdaq,6159,Cayman Islands,20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001821424,Ucommune International Ltd,UK,Nasdaq,7389,Cayman Islands,20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0000217410,UNILEVER PLC,UL,NYSE,2840,,20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0000888746,UNITED BREWERIES CO INC,CCU,NYSE,2082,Chile,20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001293135,VERMILION ENERGY INC.,VET,NYSE,1311,"Alberta, Canada",40-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001690639,VersaBank,VBNK,Nasdaq,6029,"Ontario, Canada",40-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0002080073,Versamet Royalties Corp,VMET,Nasdaq,6795,"British Columbia, Canada",20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001879001,Verses AI Inc.,VRSSF,OTC,7370,"British Columbia, Canada",6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0002124403,Vicore Pharma Holding AB,VCRE,Nasdaq,2834,Sweden,6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001892274,Visionary Holdings Inc.,GV,Nasdaq,8200,"Ontario, Canada",20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001796073,Vizsla Silver Corp.,VZLA,NYSE,1040,"British Columbia, Canada",40-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001402388,"WEST FRASER TIMBER CO., LTD",WFG,NYSE,2421,"British Columbia, Canada",40-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001364125,Western Copper & Gold Corp,WRN,NYSE,1000,"British Columbia, Canada",40-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001323404,Wheaton Precious Metals Corp.,WPM,NYSE,1040,"British Columbia, Canada",40-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001264136,WOORI FINANCIAL GROUP INC.,WF,NYSE,6029,"Korea, Republic of",20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001398453,"Xinyuan Real Estate Co., Ltd.",XINRY,OTC,1520,,20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001288770,XTRA-GOLD RESOURCES CORP,XTGRF,OTC,1000,Bahamas,20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001510593,Xunlei Ltd,XNET,Nasdaq,7372,,20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001618500,XYLO TECHNOLOGIES LTD,,,7374,Israel,20-F; 6-K,1,0,EFFECT(1),2025-08-25,unscored,universe_never_filer,,0,,
1,0001836934,Zenvia Inc.,,,7372,Brazil,20-F; 6-K,1,0,EFFECT(1),2026-03-11,unscored,universe_never_filer,,0,,
0,0001815436,Advanced Health Intelligence Ltd,,,7372,Australia,6-K,0,0,,,unscored,universe_never_filer,,0,,
0,0001639142,Aether Global Innovations Corp.,,,1040,"British Columbia, Canada",6-K,0,0,,,unscored,universe_never_filer,,0,,
0,0001608390,Affimed N.V.,,,2834,Germany,6-K,0,0,,,unscored,universe_never_filer,,0,,
0,0001874474,Allego N.V.,,,7500,Netherlands,20-F,0,0,,,unscored,universe_never_filer,,0,,
0,0001957146,Almacenes Exito S.A.,,,5331,Colombia,20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
0,0001903709,ANGKASA-X HOLDINGS CORP.,,,4899,Malaysia,20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
0,0001004156,ARAUCO & CONSTITUTION PULP INC,,,2611,United States,20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
0,0001794846,Atlas Corp.,,,4412,"British Columbia, Canada",20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
0,0001709505,BEST Inc.,,,4210,China,6-K,0,0,,,unscored,universe_never_filer,,0,,
0,0001768946,Biophytis SA,,,2834,France,6-K,0,0,,,unscored,universe_never_filer,,0,,
0,0001038572,BRAZILIAN DISTRIBUTION CO COMPANHIA BRASILEIRA DE DISTR CBD,,,5411,Brazil,6-K,0,0,,,unscored,universe_never_filer,,0,,
0,0001122491,BRF S.A.,,,2011,Brazil,20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
0,0001696355,Bright Scholar Education Holdings Ltd,,,8200,Cayman Islands,6-K,0,0,,,unscored,universe_never_filer,,0,,
0,0001774983,Brooge Energy Ltd,,,2911,United Arab Emirates,20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
0,0001871130,Brookfield Business Holdings Corp,,,1700,NY,20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
0,0001913210,Bruush Oral Care Inc.,,,3843,"British Columbia, Canada",6-K,0,0,,,unscored,universe_never_filer,,0,,
0,0001757097,Centogene N.V.,,,8071,Germany,6-K,0,0,,,unscored,universe_never_filer,,0,,
0,0001775085,China Liberal Education Holdings Ltd,,,8200,China,6-K,0,0,,,unscored,universe_never_filer,,0,,
0,0001944057,Cool Co Ltd.,,,4400,Bermuda,20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
0,0001885680,"Cordyceps Sunshine Biotech Holdings Co., Ltd.",,,2833,Taiwan,20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
0,0000770320,CROW TECHNOLOGIES 1977 LTD,,,7385,Israel,6-K,0,0,,,unscored,universe_never_filer,,0,,
