transaction_key,party_order,entity_key,ohio_entity_number,legal_name,party_role,survivor_entity_key,party_specific_document_id,party_document_id_state,effective_date,property_search_rule,primary_evidence_page,primary_evidence_ref,edge_verification_state,notes
OH-MERGER-1989-12-22-713548,17,OH:720361,720361,"PALM PROPERTIES, INC.",predecessor,OH:713548,G774_0164,primary_image_confirmed,1989-12-22,Search Palm Properties through 1989-12-22; search Architonics from that date forward; also search both names for confirmatory deeds and explicit successor-by-merger language.,3-8,OH-SOS:713548:G774_0107,primary_agreement_confirmed,"The formerly sequence-derived ID is now confirmed by visual review of all three pages. The stub states MEX only; it does not independently name Architonics, another constituent, an owner, or a parcel."
OH-MERGER-1989-12-22-713548,18,OH:713925,713925,"SNOWBERRY HILLS, INC.",predecessor,OH:713548,G774_0167,primary_image_confirmed,1989-12-22,Search Snowberry through 1989-12-22; search Architonics from that date forward; also search both names for confirmatory deeds and explicit successor-by-merger language.,3-8,OH-SOS:713548:G774_0107,primary_agreement_confirmed,"The formerly sequence-derived ID is now confirmed by visual review of all three pages. The stub states MEX only; it does not independently name Architonics, another constituent, an owner, or a parcel."
OH-MERGER-1989-12-22-713548,19,OH:714675,714675,"SPRING HARBOR PROPERTIES, INC.",predecessor,OH:713548,G774_0170,primary_image_confirmed,1989-12-22,Search Spring Harbor Properties through 1989-12-22; search Architonics from that date forward; also search both names for confirmatory deeds and explicit successor-by-merger language.,3-8,OH-SOS:713548:G774_0107,primary_agreement_confirmed,"The formerly sequence-derived ID is now confirmed by visual review of all three pages. The exact legal name includes PROPERTIES. The stub states MEX only; it does not independently name Architonics, another constituent, an owner, or a parcel."
OH-MERGER-1989-12-22-713548,20,OH:724620,724620,"SUMMIT HOLDING, INC.",predecessor,OH:713548,G774_0173,primary_image_confirmed,1989-12-22,"Search Summit Holding, Inc. through 1989-12-22; search Architonics from that date forward; also search both names for confirmatory deeds and explicit successor-by-merger language.",3-8,OH-SOS:713548:G774_0107,primary_agreement_confirmed,"All three pages of the exact party stub were visually reviewed. The stub confirms MEX status and entity identity but does not name the survivor, another constituent, an owner, or a parcel; G774_0107 supplies the Architonics edge and asset-vesting rule."
OH-MERGER-1989-12-22-713548,21,OH:704657,704657,"THOMPSON ROAD INVESTMENTS, INC.",predecessor,OH:713548,G774_0176,inferred_contiguous_sequence_not_opened,1989-12-22,Search this predecessor through 1989-12-22; search Architonics from that date forward.,3-8,OH-SOS:713548:G774_0107,primary_agreement_confirmed,Outside the Dorothy Snow agent export; exact Ohio number confirmed by official exact-name search.
OH-MERGER-1989-12-22-713548,22,OH:720489,720489,"TIMBRE PROPERTIES, INC.",predecessor,OH:713548,G774_0179,primary_image_confirmed,1989-12-22,Search Timbre Properties through 1989-12-22; search Architonics from that date forward; also search both names for confirmatory deeds and explicit successor-by-merger language.,3-8,OH-SOS:713548:G774_0107,primary_agreement_confirmed,"The formerly sequence-derived ID is now confirmed by visual review of all three pages. The stub states MEX only; it does not independently name Architonics, another constituent, an owner, or a parcel."
OH-MERGER-1989-12-22-713548,23,OH:720364,720364,VILLA DEVELOPMENT CORP.,predecessor,OH:713548,G774_0182,primary_image_confirmed,1989-12-22,Search Villa Development Corp. through 1989-12-22; search Architonics from that date forward; also search both names for confirmatory deeds and explicit successor-by-merger language.,3-8,OH-SOS:713548:G774_0107,primary_agreement_confirmed,"All three pages of the exact party stub were visually reviewed. The stub confirms MEX status and entity identity but does not name the survivor, another constituent, an owner, or a parcel; G774_0107 supplies the Architonics edge and asset-vesting rule."
OH-MERGER-1990-08-31-719719,0,OH:719719,719719,"CHERRY BOTTOM PROPERTIES, INC.",survivor,OH:719719,G946_1531,primary_image_confirmed,1990-08-31,Search this name from 1990-08-31 through its 1998 dissolution; then inspect asset-distribution and conveyance records.,3-7,OH-SOS:719719:G946_1531,primary_agreement_confirmed,Epstein was vice president at the merger; the filing does not name the shareholder or director.
OH-MERGER-1990-08-31-719719,1,OH:719718,719718,"CHERRY BOTTOM INVESTORS, INC.",predecessor,OH:719719,G946_1533;G946_1539,primary_image_confirmed,1990-08-31,Search this predecessor through 1990-08-31; search Cherry Bottom Properties from that date through 1998.,3-7,OH-SOS:719718:G946_1533;OH-SOS:719718:G946_1539,primary_agreement_confirmed,Epstein was president. The short MEX stub does not name the survivor; the companion agreement does.
OH-MERGER-1995-12-29-855092,0,OH:855092,855092,"EASTERN OHIO HOLDING COMPANY, INC.",survivor,OH:855092,5422_1190,primary_image_confirmed,1995-12-29,"Search Eastern Ohio from 1995-12-29 forward; distinguish later entity-history filings from asset-specific New Albany conveyances and title assertions.",8,OH-SOS:855092:5422_1190:p8,primary_certificate_confirmed,"The certificate expressly labels Eastern Ohio the surviving domestic Ohio corporation. The name-change field is blank."
OH-MERGER-1995-12-29-855092,1,OH:724612,724612,"BLUFFTON HOLDING CORPORATION",predecessor,OH:855092,5422_1200,primary_image_confirmed,1995-12-29,"Search Bluffton through 1995-12-29 and Eastern Ohio after that date; search deeds under both names for asset-specific successor recitals.","1; status packet 1-3","OH-SOS:855092:5422_1190:p1;OH-SOS:724612:5422_1200",primary_certificate_confirmed,"The substantive certificate lists Bluffton among entities other than the survivor; its separate MEX packet confirms terminal status."
OH-MERGER-1995-12-29-855092,2,OH:749169,749169,"NEW ALBANY CARDINAL ASSOCIATES, INC.",predecessor,OH:855092,5422_1201,primary_image_confirmed,1995-12-29,"Search New Albany Cardinal through 1995-12-29 and Eastern Ohio after that date; do not confuse the predecessor with the processing-return recipient New Albany Company.","1; status packet 1-3","OH-SOS:855092:5422_1190:p1;OH-SOS:749169:5422_1201",primary_certificate_confirmed,"The substantive certificate lists New Albany Cardinal among entities other than the survivor; its separate MEX packet confirms terminal status."
OH-MERGER-1995-12-29-855092,3,OH:724621,724621,"UNION HOLDING CORPORATION",predecessor,OH:855092,5422_1206,primary_image_confirmed,1995-12-29,"Search Union through 1995-12-29 and Eastern Ohio after that date; search deeds under both names for asset-specific successor recitals.","1; status packet 1-3","OH-SOS:855092:5422_1190:p1;OH-SOS:724621:5422_1206",primary_certificate_confirmed,"The substantive certificate lists Union among entities other than the survivor; its separate MEX packet confirms terminal status."
OH-MERGER-1995-12-29-855092,4,OH:714670,714670,"BLUEBERRY RIDGE PROPERTIES, INC.",predecessor,OH:855092,5422_1209,primary_image_confirmed,1995-12-29,"Search Blueberry Ridge through 1995-12-29 and Eastern Ohio after that date; search deeds under both names for asset-specific successor recitals.","1; status packet 1-3","OH-SOS:855092:5422_1190:p1;OH-SOS:714670:5422_1209",primary_certificate_confirmed,"The substantive certificate lists Blueberry Ridge among entities other than the survivor; its separate MEX packet confirms terminal status."
OH-MERGER-1995-12-29-855092,5,OH:719945,719945,"TUDOR PROPERTIES, INC.",predecessor,OH:855092,5422_1212,primary_image_confirmed,1995-12-29,"Search Tudor through 1995-12-29 and Eastern Ohio after that date; search deeds under both names for asset-specific successor recitals.","1; status packet 1-3","OH-SOS:855092:5422_1190:p1;OH-SOS:719945:5422_1212",primary_certificate_confirmed,"The substantive certificate lists Tudor among entities other than the survivor; its separate MEX packet confirms terminal status."
OH-MERGER-1995-12-29-855092,6,OH:714673,714673,"CEDAR CANYON PROPERTIES, INC.",predecessor,OH:855092,5422_1215,primary_image_confirmed,1995-12-29,"Search Cedar Canyon through 1995-12-29 and Eastern Ohio after that date; search deeds under both names for asset-specific successor recitals.","2; status packet 1-3","OH-SOS:855092:5422_1190:p2;OH-SOS:714673:5422_1215",primary_certificate_confirmed,"The substantive certificate lists Cedar Canyon among entities other than the survivor; its separate MEX packet confirms terminal status."
OH-MERGER-1995-12-29-855092,7,OH:712296,712296,"MORSHAM LAND CORPORATION",predecessor,OH:855092,5422_1216,primary_image_confirmed,1995-12-29,"Search Morsham through 1995-12-29 and Eastern Ohio after that date; preserve later New Albany LLC assertions as title/asset succession unless a separate statutory filing proves more.","2; status packet 1-3","OH-SOS:855092:5422_1190:p2;OH-SOS:712296:5422_1216",primary_certificate_confirmed,"The substantive certificate supplies the survivor missing from the Morsham MEX packet. Franklin deeds later corroborate Eastern Ohio as successor by merger."
OH-MERGER-1995-12-29-855092,8,OH:713613,713613,"BLACKSHEEP FARMS, INC.",predecessor,OH:855092,5422_1221,primary_image_confirmed,1995-12-29,"Search Blacksheep through 1995-12-29 and Eastern Ohio after that date; also inspect later Black Sheep spelling variants in property instruments.","2; status packet 1-3","OH-SOS:855092:5422_1190:p2;OH-SOS:713613:5422_1221",primary_certificate_confirmed,"Exact certificate spelling is Blacksheep. The substantive certificate lists it among entities other than the survivor; its separate MEX packet confirms terminal status."
OH-MERGER-1990-12-28-706250,0,OH:706250,706250,"AUTUMN ACRES, INC.",survivor,OH:706250,H052_1482,primary_image_confirmed,1990-12-28,Search Autumn Acres from 1990-12-28 through its separate 1990-12-29 dissolution; obtain that unavailable dissolution image or other asset-disposition evidence before extending the chain.,3-6,OH-SOS:706250:H052_1482,primary_agreement_confirmed,"Snow signed as secretary and Rubenstein as vice president. The merger packet names no parcel, shareholder, Epstein, or Wexner."
OH-MERGER-1990-12-28-706250,1,OH:714676,714676,"DEERFIELD MEADOWS, INC.",predecessor,OH:706250,H052_1489,primary_image_confirmed,1990-12-28,Search this predecessor through 1990-12-28; search Autumn Acres from that date through its next-day dissolution.,3-6,OH-SOS:706250:H052_1482;OH-SOS:714676:H052_1489,primary_agreement_confirmed,The exact-charter MEX packet omits the survivor; the substantive agreement names Autumn. The sole shareholder is unnamed.
OH-MERGER-1990-12-28-706250,2,OH:724617,724617,LANDES MANAGEMENT CORPORATION,predecessor,OH:706250,H052_1492,primary_image_confirmed,1990-12-28,Search this predecessor through 1990-12-28; search Autumn Acres from that date through its next-day dissolution.,3-6,OH-SOS:706250:H052_1482;OH-SOS:724617:H052_1492,primary_agreement_confirmed,The exact-charter MEX packet omits the survivor; the substantive agreement names Autumn. The sole shareholder is unnamed.
OH-MERGER-1990-12-28-706250,3,OH:724618,724618,MAYCOR INCORPORATED,predecessor,OH:706250,H052_1495,primary_image_confirmed,1990-12-28,Search this predecessor through 1990-12-28; search Autumn Acres from that date through its next-day dissolution.,3-6,OH-SOS:706250:H052_1482;OH-SOS:724618:H052_1495,primary_agreement_confirmed,The exact-charter MEX packet omits the survivor; the substantive agreement names Autumn. The sole shareholder is unnamed.
OH-MERGER-1990-12-28-706250,4,OH:698295,698295,"NEW ALBANY 74, INC.",predecessor,OH:706250,H052_1498,primary_image_confirmed,1990-12-28,"Search former name New Albany 84 before 1987-04-16, New Albany 74 through 1990-12-28, and Autumn Acres after the merger.",3-6,OH-SOS:706250:H052_1482;OH-SOS:698295:H052_1498,primary_agreement_confirmed,New Albany 84 and New Albany 74 are one charter. The exact-charter MEX packet omits the survivor; the sole shareholder is unnamed.
OH-MERGER-1990-12-28-706250,5,OH:698296,698296,"129 ASSOCIATES, INC.",predecessor,OH:706250,H052_1501,primary_image_confirmed,1990-12-28,Search this predecessor through 1990-12-28; search Autumn Acres from that date through its next-day dissolution.,3-6,OH-SOS:706250:H052_1482;OH-SOS:698296:H052_1501,primary_agreement_confirmed,The exact-charter MEX packet omits the survivor; the substantive agreement names Autumn. The sole shareholder is unnamed.
OH-MERGER-1990-12-28-706250,6,OH:714669,714669,ROCKYRIDGE DEVELOPMENT CORP.,predecessor,OH:706250,H052_1504,primary_image_confirmed,1990-12-28,Search this predecessor through 1990-12-28; search Autumn Acres from that date through its next-day dissolution.,3-6,OH-SOS:706250:H052_1482;OH-SOS:714669:H052_1504,primary_agreement_confirmed,The exact-charter MEX packet omits the survivor; the substantive agreement names Autumn. The sole shareholder is unnamed.
OH-MERGER-1990-12-28-706250,7,OH:714671,714671,"TUMBLEWEED ESTATES, INC.",predecessor,OH:706250,H052_1507,primary_image_confirmed,1990-12-28,Search this predecessor through 1990-12-28; search Autumn Acres from that date through its next-day dissolution.,3-6,OH-SOS:706250:H052_1482;OH-SOS:714671:H052_1507,primary_agreement_confirmed,The exact-charter MEX packet omits the survivor; the substantive agreement names Autumn. The sole shareholder is unnamed.
OH-MERGER-1987-12-31-706978,0,OH:706978,706978,ROCKY FORK DEVELOPMENT CORPORATION,survivor,OH:706978,G313_0688,primary_image_confirmed,1987-12-31,Search Rocky Fork from 1987-12-31 through its 1992 dissolution; then inspect asset-distribution and conveyance records.,3-6,OH-SOS:706978:G313_0688,primary_agreement_confirmed,Harold L. Levin signed as president and Richard W. Rubenstein as secretary; Epstein and Wexner do not appear in this 1987 packet but do appear in Rocky Fork's 1992 dissolution.
OH-MERGER-1987-12-31-706978,1,OH:689665,689665,"BEARCE HOLLOW, INC.",predecessor,OH:706978,G313_0695,primary_image_confirmed,1987-12-31,Search Bearce Hollow through 1987-12-31; search Rocky Fork from that date through its 1992 dissolution.,3-6,OH-SOS:706978:G313_0688;OH-SOS:689665:G313_0695,primary_agreement_confirmed,"All 21 pages of the exact formation, agent, MEX, and reciprocal merger packets were visually reviewed. Bearce's sole shareholder is unnamed; no parcel is identified."
OH-MERGER-1989-12-22-689908,0,OH:689908,689908,"EASTSIDE INDUSTRIAL, INC.",survivor,OH:689908,G769_0688,primary_image_confirmed,1989-12-22,Search Eastside from 1989-12-22 through its 1989-12-29 dissolution and during statutory wind-up; inspect deeds by officers or any later-identified shareholder.,4-7,OH-SOS:689908:G769_0688,primary_agreement_confirmed,Harold L. Levin signed as president and Stanley Schwartz Jr. as secretary. Eastside's separate dissolution one week later names an unnamed sole shareholder and no asset recipient.
OH-MERGER-1989-12-22-689908,1,OH:689907,689907,GREAT EASTERN FASTENING CORP.,predecessor,OH:689908,G769_0695,primary_image_confirmed,1989-12-22,"Search Great Eastern through 1989-12-22 and Eastside after the effective time, including the survivor's dissolution wind-up period.",4-7; MEX 1-3,OH-SOS:689908:G769_0688;OH-SOS:689907:G769_0695,primary_agreement_confirmed,The exact-charter MEX packet confirms Great Eastern merged out but omits the survivor; the reciprocal agreement expressly names Eastside. The sole shareholder is unnamed.
OH-MEX-1987-12-31-689664,1,OH:689664,689664,"BREWER FARMS, INC.",predecessor_survivor_unknown,,G313_0675,primary_mex_status_confirmed,1987-12-31,Search Brewer Farms through 1987-12-31; search recorder instruments afterward for successor-by-merger language; do not switch to any candidate survivor without explicit primary evidence.,1-3,OH-SOS:689664:G313_0675,terminal_status_confirmed_survivor_unresolved,"The packet confirms MEX status but identifies no survivor, other constituent, parcel, or asset recipient."
OH-MEX-1987-12-31-689666,1,OH:689666,689666,"CENTRAL FALLS, INC.",predecessor_survivor_unknown,,G313_0685,primary_mex_status_confirmed,1987-12-31,Search Central Falls through 1987-12-31; search recorder instruments afterward for successor-by-merger language; do not switch to any candidate survivor without explicit primary evidence.,1-3,OH-SOS:689666:G313_0685,terminal_status_confirmed_survivor_unresolved,"The packet confirms MEX status but identifies no survivor, other constituent, parcel, or asset recipient."
