event_id,source_id,source_sha256,source_url,license_num,license_number,date,archive_date,document_vote_date,page_start,page_end,item_number,event_type,action_subtype,event_subtype,outcome,outcome_text,decision_bearing,board_granted_application,completed_sale_verified,actions,address,alcohol_license_explicit,ambiguity_notes,ancillary_stock_pledge_recipient,candidate_id,canonical_source_id,dba_after,dba_before,disposition,entity_after,entity_before,entity_change_source_quote,entity_conversion_explicit,entity_dba,entity_name,equity_change_completion_verified,equity_percentage_stated,from_address,heading,item,item_text,item_text_sha256,license_category_scope,license_id_raw,license_num_as_supplied,license_number_raw,license_numbers,license_scope,licensee,licensee_dba,licensee_heading,new_equity_holders,normalized_license_num,original_year_artifact,ownership_actions,ownership_scope,ownership_subject_entity,ownership_subject_scope,page,parties,parties_after,parties_before,prior_equity_holders,private_equity_control_inferred,review_status,share_count,source_hash,source_quote,source_urls,source_window,stock_action_wording,stock_pledge_recipient,to_address,transferee,transferee_dba,transferor,transferor_dba
BLB-2021-01-28-c010-ownership,BLB-2021-01-28,49f97a49dae4e6f1cf8d07fc685ee120f5627707b6486e398e903aa2471518ec,https://www.boston.gov/sites/default/files/file/2021/02/Board%27s%20Voting%20Agenda%201.28.21.pdf,LB101622,LB-101622,2021-01-28,2021-01-28,2021-01-28,3,3,4,ownership_interest,ownership_application_disposition,ownership_application_disposition,granted,GRANTED,True,True,False,"[""ownership_interest_change""]",,,"[""Board approval alone does not establish a completed equity transaction, current ownership/control, or private-equity sponsorship."", ""No shareholder/beneficial-owner names or ownership percentages are stated for this action; manager names are not substituted.""]",,BLB-2021-01-28-c010,BLB-2021-01-28,,,granted,,,,False,LENOX HOTEL,"THE LENOX HOTEL, L.L.C.",False,,,,4,"4. THE LENOX HOTEL, L.L.C.
D/B/A: LENOX HOTEL
   61-69 EXETER ST
   BOSTON, MA 02116
   License #: LB-101622
   Holder of an Innholder All Alcoholic Beverages License has petitioned to change the
manager of the licensed business – From: Jeffrey G. Saunders To: Gary L. Saunders.
Secondly, has petitioned for a change in Officer/Director. Lastly, has petitioned for a
change in Ownership Interest.
GRANTED",5f7691dd720208b25e435f49bee93ecac9bf5c7fbe1b2cd249cb1c9591167c47,,,LB101622,,,explicit_alcohol,,,,,LB101622,2021/ownership-interest-events.json,,,"THE LENOX HOTEL, L.L.C.",licensee_entity,3,"{""licensee"": ""THE LENOX HOTEL, L.L.C.""}",[],[],,,reviewed_against_full_candidate_and_source_context,,49f97a49dae4e6f1cf8d07fc685ee120f5627707b6486e398e903aa2471518ec,"4. THE LENOX HOTEL, L.L.C.
D/B/A: LENOX HOTEL
   61-69 EXETER ST
   BOSTON, MA 02116
   License #: LB-101622
   Holder of an Innholder All Alcoholic Beverages License has petitioned to change the
manager of the licensed business – From: Jeffrey G. Saunders To: Gary L. Saunders.
Secondly, has petitioned for a change in Officer/Director. Lastly, has petitioned for a
change in Ownership Interest.
GRANTED","[""https://www.boston.gov/sites/default/files/file/2021/02/Board%27s%20Voting%20Agenda%201.28.21.pdf""]",2020-2023,,,,,,,
BLB-2021-01-28-c012-ownership,BLB-2021-01-28,49f97a49dae4e6f1cf8d07fc685ee120f5627707b6486e398e903aa2471518ec,https://www.boston.gov/sites/default/files/file/2021/02/Board%27s%20Voting%20Agenda%201.28.21.pdf,LB409585,LB-409585,2021-01-28,2021-01-28,2021-01-28,3,3,6,ownership_interest,ownership_application_disposition,ownership_application_disposition,granted,GRANTED,True,True,False,"[""stock_interest_change""]",,,"[""Board approval alone does not establish a completed equity transaction, current ownership/control, or private-equity sponsorship."", ""No shareholder/beneficial-owner names or ownership percentages are stated for this action; manager names are not substituted.""]",,BLB-2021-01-28-c012,BLB-2021-01-28,,,granted,,,,False,The Pearl,"The Pearl, Seafood Grill and Raw Bar, Inc.",False,,,,6,"6. The Pearl, Seafood Grill and Raw Bar, Inc.
D/B/A: The Pearl
   20B DISTRICT AVE
   DORCHESTER, MA 02125
   License #: LB-409585
   Holder of a (South Bay Restricted) Common Victualler 7 Day All Alcoholic Beverages
License has petitioned for a Change in Stock Interest.
   Attorney: Stephen V. Miller
GRANTED",51a5fd1414e3e1f7f77c4b511b84b3ca3592380006d3c696bc382cd9380769a8,,,LB409585,,,explicit_alcohol,,,,,LB409585,2021/ownership-interest-events.json,,,"The Pearl, Seafood Grill and Raw Bar, Inc.",licensee_entity,3,"{""licensee"": ""The Pearl, Seafood Grill and Raw Bar, Inc.""}",[],[],,,reviewed_against_full_candidate_and_source_context,,49f97a49dae4e6f1cf8d07fc685ee120f5627707b6486e398e903aa2471518ec,"6. The Pearl, Seafood Grill and Raw Bar, Inc.
D/B/A: The Pearl
   20B DISTRICT AVE
   DORCHESTER, MA 02125
   License #: LB-409585
   Holder of a (South Bay Restricted) Common Victualler 7 Day All Alcoholic Beverages
License has petitioned for a Change in Stock Interest.
   Attorney: Stephen V. Miller
GRANTED","[""https://www.boston.gov/sites/default/files/file/2021/02/Board%27s%20Voting%20Agenda%201.28.21.pdf""]",2020-2023,,,,,,,
BLB-2021-02-04-c008-ownership,BLB-2021-02-04,f2c5775f180290a11fa4bbac4155c9e4e595e85cac06dbfa114e1283103348c6,https://www.boston.gov/sites/default/files/file/2021/02/Board%27s%20Voting%20Agenda%202.4.21.pdf,LB99575,LB-99575,2021-02-04,2021-02-04,2021-02-04,3,3,6,ownership_interest,ownership_application_disposition,ownership_application_disposition,granted,GRANTED,True,True,False,"[""ownership_interest_change"", ""stock_interest_change"", ""new_stockholders""]",,,"[""Board approval alone does not establish a completed equity transaction, current ownership/control, or private-equity sponsorship."", ""No shareholder/beneficial-owner names or ownership percentages are stated for this action; manager names are not substituted.""]",,BLB-2021-02-04-c008,BLB-2021-02-04,,,granted,,,,False,HOUSE OF SIAM,THAILAND INTERNATIONAL CORPORATION,False,,,,6,"6. THAILAND INTERNATIONAL CORPORATION
D/B/A: HOUSE OF SIAM
   542 COLUMBUS AVE
   ROXBURY, MA 02118
   License #: LB-99575
   Holder of a Common Victualler 7 Day All-Alcoholic Beverages License has petitioned
for a change of Officers/Directors and New Stockholders. Secondly, has petitioned for a
change of Stock/Ownership Interest. Lastly, has petitioned to change the manager of the
licensed business – From: James Rodgers To: Patchara Srisuk.
   Attorney: Khuong Nguyen
GRANTED",316b56daa7067a2b3e2d7b624e8ed3b129eadbbd715051bf3a7dfdb181d4c27c,,,LB99575,,,explicit_alcohol,,,,,LB99575,2021/ownership-interest-events.json,,,THAILAND INTERNATIONAL CORPORATION,licensee_entity,3,"{""licensee"": ""THAILAND INTERNATIONAL CORPORATION""}",[],[],,,reviewed_against_full_candidate_and_source_context,,f2c5775f180290a11fa4bbac4155c9e4e595e85cac06dbfa114e1283103348c6,"6. THAILAND INTERNATIONAL CORPORATION
D/B/A: HOUSE OF SIAM
   542 COLUMBUS AVE
   ROXBURY, MA 02118
   License #: LB-99575
   Holder of a Common Victualler 7 Day All-Alcoholic Beverages License has petitioned
for a change of Officers/Directors and New Stockholders. Secondly, has petitioned for a
change of Stock/Ownership Interest. Lastly, has petitioned to change the manager of the
licensed business – From: James Rodgers To: Patchara Srisuk.
   Attorney: Khuong Nguyen
GRANTED","[""https://www.boston.gov/sites/default/files/file/2021/02/Board%27s%20Voting%20Agenda%202.4.21.pdf""]",2020-2023,,,,,,,
BLB-2021-02-25-c015-ownership,BLB-2021-02-25,976218dee1acb19687b9d0e7752e7bb30b2616d22c70211b7954c1801d4f7950,https://www.boston.gov/sites/default/files/file/2021/03/Board%20Voting%20Agenda%202.25.21.pdf,LB101976,LB-101976,2021-02-25,2021-02-25,2021-02-25,5,5,8,ownership_interest,ownership_application_disposition,ownership_application_disposition,granted,GRANTED,True,True,False,"[""stock_interest_change""]",,,"[""Board approval alone does not establish a completed equity transaction, current ownership/control, or private-equity sponsorship."", ""No shareholder/beneficial-owner names or ownership percentages are stated for this action; manager names are not substituted.""]",,BLB-2021-02-25-c015,BLB-2021-02-25,,,granted,,,,False,RUGGIERO'S MARKET,"NEW JAMAICA PLAIN MARKET, INC.",False,,,,8,"8. NEW JAMAICA PLAIN MARKET, INC.
D/B/A: RUGGIERO'S MARKET
   3345 WASHINGTON ST
   JAMAICA PLAIN, MA 02130
   License #: LB-101976
   Holder of a Retail Package Store All Alcoholic Beverages License has petitioned for a
Change in Stock Interest. Attorney: John M. Mooradian

GRANTED",56b6d635343215f5839d70822f2999c0e599216293eba1f54a97ad957d8550f7,,,LB101976,,,explicit_alcohol,,,,,LB101976,2021/ownership-interest-events.json,,,"NEW JAMAICA PLAIN MARKET, INC.",licensee_entity,5,"{""licensee"": ""NEW JAMAICA PLAIN MARKET, INC.""}",[],[],,,reviewed_against_full_candidate_and_source_context,,976218dee1acb19687b9d0e7752e7bb30b2616d22c70211b7954c1801d4f7950,"8. NEW JAMAICA PLAIN MARKET, INC.
D/B/A: RUGGIERO'S MARKET
   3345 WASHINGTON ST
   JAMAICA PLAIN, MA 02130
   License #: LB-101976
   Holder of a Retail Package Store All Alcoholic Beverages License has petitioned for a
Change in Stock Interest. Attorney: John M. Mooradian

GRANTED","[""https://www.boston.gov/sites/default/files/file/2021/03/Board%20Voting%20Agenda%202.25.21.pdf""]",2020-2023,,,,,,,
BLB-2021-02-25-c016-ownership,BLB-2021-02-25,976218dee1acb19687b9d0e7752e7bb30b2616d22c70211b7954c1801d4f7950,https://www.boston.gov/sites/default/files/file/2021/03/Board%20Voting%20Agenda%202.25.21.pdf,LB101982,LB-101982,2021-02-25,2021-02-25,2021-02-25,5,5,9,ownership_interest,ownership_application_disposition,ownership_application_disposition,granted,GRANTED,True,True,False,"[""ownership_interest_change"", ""stock_interest_change""]",,,"[""Board approval alone does not establish a completed equity transaction, current ownership/control, or private-equity sponsorship."", ""No shareholder/beneficial-owner names or ownership percentages are stated for this action; manager names are not substituted.""]",,BLB-2021-02-25-c016,BLB-2021-02-25,,,granted,,,,False,NORTH STATION LIQUORS,"S&H NORTH STATION, INC.",False,,,,9,"9. S&H NORTH STATION, INC.
D/B/A: NORTH STATION LIQUORS
   103 CAUSEWAY ST
   BOSTON, MA 02114
   License #: LB-101982
   Holder of a Retail Package Store All Alcoholic Beverages License has petitioned for a
change of Officer/Director. Lastly, has petitioned for a transfer of Stock/Ownership
Interest.
   Attorney: John M. Mooradian

GRANTED",daadef22b19c94e28442acfbd36df07a03919656a16cf625e05382c09454c1b3,,,LB101982,,,explicit_alcohol,,,,,LB101982,2021/ownership-interest-events.json,,,"S&H NORTH STATION, INC.",licensee_entity,5,"{""licensee"": ""S&H NORTH STATION, INC.""}",[],[],,,reviewed_against_full_candidate_and_source_context,,976218dee1acb19687b9d0e7752e7bb30b2616d22c70211b7954c1801d4f7950,"9. S&H NORTH STATION, INC.
D/B/A: NORTH STATION LIQUORS
   103 CAUSEWAY ST
   BOSTON, MA 02114
   License #: LB-101982
   Holder of a Retail Package Store All Alcoholic Beverages License has petitioned for a
change of Officer/Director. Lastly, has petitioned for a transfer of Stock/Ownership
Interest.
   Attorney: John M. Mooradian

GRANTED","[""https://www.boston.gov/sites/default/files/file/2021/03/Board%20Voting%20Agenda%202.25.21.pdf""]",2020-2023,,,,,,,
BLB-2021-03-04-c010-ownership,BLB-2021-03-04,8f5a7869c160824a34d811c3261a4be2ccd1b994be0e526890bbccf19dde0fd6,https://www.boston.gov/sites/default/files/file/2021/03/Board%20Voting%20Agenda%203.4.21.pdf,LB99769,LB-99769,2021-03-04,2021-03-04,2021-03-04,3,3,8,ownership_interest,ownership_application_disposition,ownership_application_disposition,granted,GRANTED,True,True,False,"[""ownership_interest_change"", ""stock_interest_change""]",,,"[""Board approval alone does not establish a completed equity transaction, current ownership/control, or private-equity sponsorship."", ""No shareholder/beneficial-owner names or ownership percentages are stated for this action; manager names are not substituted.""]",,BLB-2021-03-04-c010,BLB-2021-03-04,,,granted,,,,False,PETIT ROBERT BISTRO,"PETIT ROBERT, INC.",False,,,,8,"8. PETIT ROBERT, INC.
   D/B/A: PETIT ROBERT BISTRO
   480 COLUMBUS AVE
   ROXBURY, MA 02118
   License #: LB-99769
   Holder of a Common Victualler 7-Day Wines and Malt Beverages w/ Liqueurs License
   has petitioned for a change in Officers/Directors of the corporation. Lastly, has petitioned
   for a change of Stock Ownership/Interest.
   Attorney: Andrew F. Upton
   GRANTED",5de4a37f7777c86073c16a2f53991da9f4c6b35c43da9c71d152104b3fd9fc22,,,LB99769,,,explicit_alcohol,,,,,LB99769,2021/ownership-interest-events.json,,,"PETIT ROBERT, INC.",licensee_entity,3,"{""licensee"": ""PETIT ROBERT, INC.""}",[],[],,,reviewed_against_full_candidate_and_source_context,,8f5a7869c160824a34d811c3261a4be2ccd1b994be0e526890bbccf19dde0fd6,"8. PETIT ROBERT, INC.
   D/B/A: PETIT ROBERT BISTRO
   480 COLUMBUS AVE
   ROXBURY, MA 02118
   License #: LB-99769
   Holder of a Common Victualler 7-Day Wines and Malt Beverages w/ Liqueurs License
   has petitioned for a change in Officers/Directors of the corporation. Lastly, has petitioned
   for a change of Stock Ownership/Interest.
   Attorney: Andrew F. Upton
   GRANTED","[""https://www.boston.gov/sites/default/files/file/2021/03/Board%20Voting%20Agenda%203.4.21.pdf""]",2020-2023,,,,,,,
BLB-2021-03-04-c011-ownership,BLB-2021-03-04,8f5a7869c160824a34d811c3261a4be2ccd1b994be0e526890bbccf19dde0fd6,https://www.boston.gov/sites/default/files/file/2021/03/Board%20Voting%20Agenda%203.4.21.pdf,LB99579,LB-99579,2021-03-04,2021-03-04,2021-03-04,3,3,9,ownership_interest,ownership_application_disposition,ownership_application_disposition,granted,GRANTED,True,True,False,"[""ownership_interest_change"", ""stock_interest_change""]",,,"[""Board approval alone does not establish a completed equity transaction, current ownership/control, or private-equity sponsorship."", ""No shareholder/beneficial-owner names or ownership percentages are stated for this action; manager names are not substituted.""]",,BLB-2021-03-04-c011,BLB-2021-03-04,,,granted,,,,False,HOUSE OF SIAM ON TREMONT,HOUSE OF SIAM INC.,False,,,,9,"9. HOUSE OF SIAM INC.
   D/B/A: HOUSE OF SIAM ON TREMONT
   592A - 592 TREMONT ST
   ROXBURY, MA 02118
   License #: LB-99579
   Holder of a Common Victualler 7 Day Wines and Malt Beverages License has petitioned
   for a change of Officers/Directors of the Corporation. Secondly, has petitioned for a
   change of Stock/Ownership Interest. Lastly, has petitioned to change the manager of the
   licensed business – From: James Rodgers To: Patchara Srisuk.
   Attorney: Khuong Nguyen
   GRANTED",00c53ca3c3109a622fe69257c7ee8f2afda257a99dbd31a63a864936f2e522e4,,,LB99579,,,explicit_alcohol,,,,,LB99579,2021/ownership-interest-events.json,,,HOUSE OF SIAM INC.,licensee_entity,3,"{""licensee"": ""HOUSE OF SIAM INC.""}",[],[],,,reviewed_against_full_candidate_and_source_context,,8f5a7869c160824a34d811c3261a4be2ccd1b994be0e526890bbccf19dde0fd6,"9. HOUSE OF SIAM INC.
   D/B/A: HOUSE OF SIAM ON TREMONT
   592A - 592 TREMONT ST
   ROXBURY, MA 02118
   License #: LB-99579
   Holder of a Common Victualler 7 Day Wines and Malt Beverages License has petitioned
   for a change of Officers/Directors of the Corporation. Secondly, has petitioned for a
   change of Stock/Ownership Interest. Lastly, has petitioned to change the manager of the
   licensed business – From: James Rodgers To: Patchara Srisuk.
   Attorney: Khuong Nguyen
   GRANTED","[""https://www.boston.gov/sites/default/files/file/2021/03/Board%20Voting%20Agenda%203.4.21.pdf""]",2020-2023,,,,,,,
BLB-2021-04-01-c020-ownership,BLB-2021-04-01,ae72f5790d5f45c77a4bb1b615c159e98fc344b9f8c0c7ed99c1408c8228c353,https://www.boston.gov/sites/default/files/file/2021/04/Board%20Voting%20Agenda%204.1.21.pdf,LB99057,LB-99057,2021-04-01,2021-04-01,2021-04-01,6,6,14,ownership_interest,ownership_application_disposition,ownership_application_disposition,granted,GRANTED,True,True,False,"[""stock_interest_change""]",,,"[""Board approval alone does not establish a completed equity transaction, current ownership/control, or private-equity sponsorship."", ""No shareholder/beneficial-owner names or ownership percentages are stated for this action; manager names are not substituted.""]",,BLB-2021-04-01-c020,BLB-2021-04-01,,,granted,,,,False,,JABC CORP.,False,,,,14,"14. JABC CORP.
D/B/A:
  658-660 E BROADWAY
  SOUTH BOSTON, MA 02127
  License #: LB-99057
  Holder of a Common Victualler 7 Day All Alcoholic Beverages License has petitioned for a
Change in Stock Interest.
  Attorney: Steffani Boudreau
GRANTED",671ed5cd5ac62d0f68b9a66609162f9a895ef875042a04c36ce124c31384d32a,,,LB99057,,,explicit_alcohol,,,,,LB99057,2021/ownership-interest-events.json,,,JABC CORP.,licensee_entity,6,"{""licensee"": ""JABC CORP.""}",[],[],,,reviewed_against_full_candidate_and_source_context,,ae72f5790d5f45c77a4bb1b615c159e98fc344b9f8c0c7ed99c1408c8228c353,"14. JABC CORP.
D/B/A:
  658-660 E BROADWAY
  SOUTH BOSTON, MA 02127
  License #: LB-99057
  Holder of a Common Victualler 7 Day All Alcoholic Beverages License has petitioned for a
Change in Stock Interest.
  Attorney: Steffani Boudreau
GRANTED","[""https://www.boston.gov/sites/default/files/file/2021/04/Board%20Voting%20Agenda%204.1.21.pdf""]",2020-2023,,,,,,,
BLB-2021-04-08-v1-c009-ownership,BLB-2021-04-08-v1,133830192dfae30ffbcd6c81c98275f63ec1bbe24e6995c177104f3f0863a5cf,https://www.boston.gov/sites/default/files/file/2021/04/Board%20Voting%20Agenda%204.8.21_0.pdf,LB138888,LB-138888,2021-04-08,2021-04-08,2021-04-08,2,3,8,ownership_interest,ownership_application_disposition,ownership_application_disposition,granted,GRANTED,True,True,False,"[""ownership_interest_change""]",,,"[""Board approval alone does not establish a completed equity transaction, current ownership/control, or private-equity sponsorship."", ""No shareholder/beneficial-owner names or ownership percentages are stated for this action; manager names are not substituted.""]",,BLB-2021-04-08-v1-c009,BLB-2021-04-08-v1,,,granted,,,,False,ROZA LYONS,JIMOTHY LLC,False,,,,8,"8. JIMOTHY LLC
D/B/A: ROZA LYONS

  709 E BROADWAY
  SOUTH BOSTON, MA 02127
  License #: LB-138888
  Holder of a Common Victualler 7 Day Wines & Malt Beverages w/ Liqueurs License
has petitioned for a change of
  Ownership Interest.
  Attorney: Kristen L. Scanlon
GRANTED",64f83a6974f1bc0246c1bad446f637928c7bf77a7fa69ac62e74865c8ee2786d,,,LB138888,,,explicit_alcohol,,,,,LB138888,2021/ownership-interest-events.json,,,JIMOTHY LLC,licensee_entity,2,"{""licensee"": ""JIMOTHY LLC""}",[],[],,,reviewed_against_full_candidate_and_source_context,,133830192dfae30ffbcd6c81c98275f63ec1bbe24e6995c177104f3f0863a5cf,"8. JIMOTHY LLC
D/B/A: ROZA LYONS

  709 E BROADWAY
  SOUTH BOSTON, MA 02127
  License #: LB-138888
  Holder of a Common Victualler 7 Day Wines & Malt Beverages w/ Liqueurs License
has petitioned for a change of
  Ownership Interest.
  Attorney: Kristen L. Scanlon
GRANTED","[""https://www.boston.gov/sites/default/files/file/2021/04/Board%20Voting%20Agenda%204.8.21_0.pdf"", ""https://www.boston.gov/sites/default/files/file/2021/04/Board%20Voting%20Agenda%204.8.21.pdf""]",2020-2023,,,,,,,
BLB-2021-04-08-v1-c010-ownership,BLB-2021-04-08-v1,133830192dfae30ffbcd6c81c98275f63ec1bbe24e6995c177104f3f0863a5cf,https://www.boston.gov/sites/default/files/file/2021/04/Board%20Voting%20Agenda%204.8.21_0.pdf,LB99636,LB-99636,2021-04-08,2021-04-08,2021-04-08,3,3,9,ownership_interest,ownership_application_disposition,ownership_application_disposition,granted,GRANTED,True,True,False,"[""ownership_interest_change"", ""stock_interest_change""]",,,"[""Board approval alone does not establish a completed equity transaction, current ownership/control, or private-equity sponsorship."", ""No shareholder/beneficial-owner names or ownership percentages are stated for this action; manager names are not substituted.""]",,BLB-2021-04-08-v1-c010,BLB-2021-04-08-v1,,,granted,,,,False,SOUTH BOSTON CANDLEPINS,"SOUTH BOSTON CANDLEPINS, INC.",False,,,,9,"9. SOUTH BOSTON CANDLEPINS, INC.
D/B/A: SOUTH BOSTON CANDLEPINS
   543 E BROADWAY
   SOUTH BOSTON, MA 02127
   License #: LB- 99636
   Holder of a Common Victualler 7 Day Wines & Malt Beverages License has petitioned
for a change of Officers/Directors of
   the Corporation. Secondly, has petitioned for a change of Stock Interest. Lastly, has
petitioned for a change in Ownership Interest.
GRANTED",79ef8c1c30e3042a89946aad6ba1e83763b8e6010dd93a7123b6499937c57b7e,,,LB99636,,,explicit_alcohol,,,,,LB99636,2021/ownership-interest-events.json,,,"SOUTH BOSTON CANDLEPINS, INC.",licensee_entity,3,"{""licensee"": ""SOUTH BOSTON CANDLEPINS, INC.""}",[],[],,,reviewed_against_full_candidate_and_source_context,,133830192dfae30ffbcd6c81c98275f63ec1bbe24e6995c177104f3f0863a5cf,"9. SOUTH BOSTON CANDLEPINS, INC.
D/B/A: SOUTH BOSTON CANDLEPINS
   543 E BROADWAY
   SOUTH BOSTON, MA 02127
   License #: LB- 99636
   Holder of a Common Victualler 7 Day Wines & Malt Beverages License has petitioned
for a change of Officers/Directors of
   the Corporation. Secondly, has petitioned for a change of Stock Interest. Lastly, has
petitioned for a change in Ownership Interest.
GRANTED","[""https://www.boston.gov/sites/default/files/file/2021/04/Board%20Voting%20Agenda%204.8.21_0.pdf"", ""https://www.boston.gov/sites/default/files/file/2021/04/Board%20Voting%20Agenda%204.8.21.pdf""]",2020-2023,,,,,,,
BLB-2021-04-08-v1-c011-ownership,BLB-2021-04-08-v1,133830192dfae30ffbcd6c81c98275f63ec1bbe24e6995c177104f3f0863a5cf,https://www.boston.gov/sites/default/files/file/2021/04/Board%20Voting%20Agenda%204.8.21_0.pdf,LB99537,LB-99537,2021-04-08,2021-04-08,2021-04-08,3,3,10,ownership_interest,ownership_application_disposition,ownership_application_disposition,granted,GRANTED,True,True,False,"[""stock_interest_change""]",,,"[""Board approval alone does not establish a completed equity transaction, current ownership/control, or private-equity sponsorship."", ""No shareholder/beneficial-owner names or ownership percentages are stated for this action; manager names are not substituted.""]",,BLB-2021-04-08-v1-c011,BLB-2021-04-08-v1,,,granted,,,,False,L STREET DINER & PIZZERIA,AOB CORP.,False,,,,10,"10. AOB CORP.
D/B/A: L STREET DINER & PIZZERIA
   108 L ST
   SOUTH BOSTON, MA 02127
   License #: LB-99537
   Holder of a Common Victualler 7 Day Wines & Malt Beverages License has petitioned
for a change of Officers/Directors of
   the Corporation. Secondly, has petitioned for a change of Stock Interest. Lastly, has
petitioned to change the manager of
   the licensed business – From: Arjan Hysenaj To: Hani Yousef.
   Attorney: Thomas T. Truax
GRANTED",bfdf08791c4d3adfdd4d0f9cd104f35077986adb529c9437191e53ad47e5c584,,,LB99537,,,explicit_alcohol,,,,,LB99537,2021/ownership-interest-events.json,,,AOB CORP.,licensee_entity,3,"{""licensee"": ""AOB CORP.""}",[],[],,,reviewed_against_full_candidate_and_source_context,,133830192dfae30ffbcd6c81c98275f63ec1bbe24e6995c177104f3f0863a5cf,"10. AOB CORP.
D/B/A: L STREET DINER & PIZZERIA
   108 L ST
   SOUTH BOSTON, MA 02127
   License #: LB-99537
   Holder of a Common Victualler 7 Day Wines & Malt Beverages License has petitioned
for a change of Officers/Directors of
   the Corporation. Secondly, has petitioned for a change of Stock Interest. Lastly, has
petitioned to change the manager of
   the licensed business – From: Arjan Hysenaj To: Hani Yousef.
   Attorney: Thomas T. Truax
GRANTED","[""https://www.boston.gov/sites/default/files/file/2021/04/Board%20Voting%20Agenda%204.8.21_0.pdf"", ""https://www.boston.gov/sites/default/files/file/2021/04/Board%20Voting%20Agenda%204.8.21.pdf""]",2020-2023,,,,,,,
BLB-2021-04-08-v1-c012-ownership,BLB-2021-04-08-v1,133830192dfae30ffbcd6c81c98275f63ec1bbe24e6995c177104f3f0863a5cf,https://www.boston.gov/sites/default/files/file/2021/04/Board%20Voting%20Agenda%204.8.21_0.pdf,LB99575,LB-99575,2021-04-08,2021-04-08,2021-04-08,3,3,11,ownership_interest,ownership_application_disposition,ownership_application_disposition,granted,GRANTED,True,True,False,"[""ownership_interest_change"", ""stock_interest_change""]",,,"[""Board approval alone does not establish a completed equity transaction, current ownership/control, or private-equity sponsorship."", ""No shareholder/beneficial-owner names or ownership percentages are stated for this action; manager names are not substituted.""]",,BLB-2021-04-08-v1-c012,BLB-2021-04-08-v1,,,granted,,,,False,HOUSE OF SIAM,THAILAND INTERNATIONAL CORPORATION,False,,,,11,"11. THAILAND INTERNATIONAL CORPORATION
D/B/A: HOUSE OF SIAM
   542 COLUMBUS AVE
   ROXBURY, MA 02118
   License #: LB-99575
   Holder of a Common Victualler 7 Day All Alcoholic Beverages License has petitioned
for a change of Officers/Directors of
   the Corporation. Secondly, has petitioned for a change of Stock/Ownership Interest.
Lastly, has petitioned to change the
   manager of the licensed business – From: James Rodgers To: Patchara Srisuk.
   Attorney: Khuong Nguyen
GRANTED",f37df4a3e6fb0371be299522ccfc962213676628997c7ed34652032fed242106,,,LB99575,,,explicit_alcohol,,,,,LB99575,2021/ownership-interest-events.json,,,THAILAND INTERNATIONAL CORPORATION,licensee_entity,3,"{""licensee"": ""THAILAND INTERNATIONAL CORPORATION""}",[],[],,,reviewed_against_full_candidate_and_source_context,,133830192dfae30ffbcd6c81c98275f63ec1bbe24e6995c177104f3f0863a5cf,"11. THAILAND INTERNATIONAL CORPORATION
D/B/A: HOUSE OF SIAM
   542 COLUMBUS AVE
   ROXBURY, MA 02118
   License #: LB-99575
   Holder of a Common Victualler 7 Day All Alcoholic Beverages License has petitioned
for a change of Officers/Directors of
   the Corporation. Secondly, has petitioned for a change of Stock/Ownership Interest.
Lastly, has petitioned to change the
   manager of the licensed business – From: James Rodgers To: Patchara Srisuk.
   Attorney: Khuong Nguyen
GRANTED","[""https://www.boston.gov/sites/default/files/file/2021/04/Board%20Voting%20Agenda%204.8.21_0.pdf"", ""https://www.boston.gov/sites/default/files/file/2021/04/Board%20Voting%20Agenda%204.8.21.pdf""]",2020-2023,,,,,,,
