event_id,source_id,source_sha256,source_url,license_num,license_number,date,archive_date,document_vote_date,page_start,page_end,item_number,event_type,action_subtype,event_subtype,outcome,outcome_text,decision_bearing,board_granted_application,completed_sale_verified,actions,ambiguity_notes,candidate_id,canonical_source_id,classification,collateral_as_stated,current_lien_verified,disposition,from_address,heading,item,item_text,item_text_sha256,license_id_raw,license_num_as_supplied,license_number_raw,license_numbers,license_scope,licensee,licensee_dba,licensee_heading,normalized_license_num,original_year_artifact,outcome_text_raw,page,parties,pledge_recipient,pledge_recipient_raw,pledge_recipients,pledging_entity,review_status,source_hash,source_quote,source_urls,source_window,to_address,transferee,transferee_dba,transferor,transferor_dba
BLB-2021-06-24-c015-transfer,BLB-2021-06-24,2d32475c915b749e151decd4dc1d9c8e8c84eccb1b42b57826e24bb3ffb99383,https://www.boston.gov/sites/default/files/file/2021/06/Board%20Voting%20Agenda%206.24.21.pdf,LB99008,LB-99008,2021-06-24,2021-06-24,2021-06-24,4,4,15,license_transfer,transfer_application_disposition,,granted,GRANTED,True,True,False,,[],BLB-2021-06-24-c015,BLB-2021-06-24,,,,granted,"132 - 134 Canal St., Boston, MA 02114",,15,"15. Social 132, LLC
    Doing business as: SPORTS GRILLE BOSTON
    132 - 134 Canal St., Boston, MA 02114
    License #: LB-99008
    Holder of a Common Victualler 7 Day All-Alcoholic Beverages License has petitioned to
    transfer the license and the location from the above – To: T and T ICUISINE, Inc. d/b/a
    Saigon Seafood Restaurant 270 Adams Street Dorchester, MA 02122. The premises
    consist of a one story building approx. 2,400 square feet. There is one floor of dining, a
    closed kitchen, storage rooms, and two entrances and two exits. Approved occupancy of
    70. Truc To Thanh Huynh, Manager. 12:00AM Closing Hour.
    Attorney: Andrew Upton
    GRANTED",ed560ba5cfa92ef5d2605567fc1ae9a60951eee0fa30f03134ab453d19cbad39,,LB99008,,,,,,,LB99008,2021/events.json,,4,"{""transferor"": ""Social 132, LLC"", ""transferee"": ""T and T ICUISINE, Inc.""}",,,,,reviewed_against_full_candidate_and_source_context,2d32475c915b749e151decd4dc1d9c8e8c84eccb1b42b57826e24bb3ffb99383,"15. Social 132, LLC
    Doing business as: SPORTS GRILLE BOSTON
    132 - 134 Canal St., Boston, MA 02114
    License #: LB-99008
    Holder of a Common Victualler 7 Day All-Alcoholic Beverages License has petitioned to
    transfer the license and the location from the above – To: T and T ICUISINE, Inc. d/b/a
    Saigon Seafood Restaurant 270 Adams Street Dorchester, MA 02122. The premises
    consist of a one story building approx. 2,400 square feet. There is one floor of dining, a
    closed kitchen, storage rooms, and two entrances and two exits. Approved occupancy of
    70. Truc To Thanh Huynh, Manager. 12:00AM Closing Hour.
    Attorney: Andrew Upton
    GRANTED","[""https://www.boston.gov/sites/default/files/file/2021/06/Board%20Voting%20Agenda%206.24.21.pdf""]",2020-2023,"270 Adams Street Dorchester, MA 02122","T and T ICUISINE, Inc.",Saigon Seafood Restaurant,"Social 132, LLC",SPORTS GRILLE BOSTON
BLB-2021-06-24-c034-transfer,BLB-2021-06-24,2d32475c915b749e151decd4dc1d9c8e8c84eccb1b42b57826e24bb3ffb99383,https://www.boston.gov/sites/default/files/file/2021/06/Board%20Voting%20Agenda%206.24.21.pdf,LB99592,LB-99592,2021-06-24,2021-06-24,2021-06-24,8,8,1,license_transfer,transfer_application_disposition,,granted,GRANTED,True,True,False,,[],BLB-2021-06-24-c034,BLB-2021-06-24,,,,granted,"5 - 9 HUDSON ST BOSTON, MA 02111",,1,"1. ST ORIENTAL CORPORATION D/B/A: NEW JUMBO SEAFOOD RESTAURANT 5 -
      9 HUDSON ST BOSTON, MA 02111 License #: LB-99592 Holder of a Common
      Victualler 7 Day Wines and Malt Beverages License has petitioned to transfer the license
      from the above – To: Panda Hot Pot Chinatown, Inc. D/B/A Wei Shu Wu Hot Pot (at the
      same location). Feng Chen, Manager. 3:00 A.M. Closing Hour. Attorney: PETER LIM

      GRANTED",b82344e72fe83057b29b8c469a4fc580b2244c485a8f340b16b844d5062c55fb,,LB99592,,,,,,,LB99592,2021/events.json,,8,"{""transferor"": ""ST ORIENTAL CORPORATION"", ""transferee"": ""Panda Hot Pot Chinatown, Inc.""}",,,,,reviewed_against_full_candidate_and_source_context,2d32475c915b749e151decd4dc1d9c8e8c84eccb1b42b57826e24bb3ffb99383,"1. ST ORIENTAL CORPORATION D/B/A: NEW JUMBO SEAFOOD RESTAURANT 5 -
      9 HUDSON ST BOSTON, MA 02111 License #: LB-99592 Holder of a Common
      Victualler 7 Day Wines and Malt Beverages License has petitioned to transfer the license
      from the above – To: Panda Hot Pot Chinatown, Inc. D/B/A Wei Shu Wu Hot Pot (at the
      same location). Feng Chen, Manager. 3:00 A.M. Closing Hour. Attorney: PETER LIM

      GRANTED","[""https://www.boston.gov/sites/default/files/file/2021/06/Board%20Voting%20Agenda%206.24.21.pdf""]",2020-2023,"5 - 9 HUDSON ST BOSTON, MA 02111","Panda Hot Pot Chinatown, Inc.",Wei Shu Wu Hot Pot,ST ORIENTAL CORPORATION,NEW JUMBO SEAFOOD RESTAURANT
BLB-2021-06-24-c035-pledge,BLB-2021-06-24,2d32475c915b749e151decd4dc1d9c8e8c84eccb1b42b57826e24bb3ffb99383,https://www.boston.gov/sites/default/files/file/2021/06/Board%20Voting%20Agenda%206.24.21.pdf,LB145840,LB-145840,2021-06-24,2021-06-24,2021-06-24,8,8,2,license_pledge,pledge_application_disposition,,granted,GRANTED - CONDITION OF NO NIPS; NO SINGLES,True,True,False,,[],BLB-2021-06-24-c035,BLB-2021-06-24,,"[""license"", ""stock"", ""inventory""]",,granted,"98 VAN NESS ST BOSTON, MA 02215",,2,"2. Pivo Ne Vino LLC D/B/A: Fenway Beer Shop 98 VAN NESS ST BOSTON, MA 02215
      License #: LB-145840 Holder of a Retail Package Store All Alcoholic Beverages License
      has petitioned to transfer the license from the above - To: Fenway Beer & Wine
      Corporation d/b/a Fenway Beer Shop (at the same location). Kevin Leng, Manager.
      Closing hour at 11:00 PM. Lastly, has petitioned to pledge the license, inventory, and
      stock to Newburyport Bank. Attorney: Nelson C. Chang

      GRANTED - CONDITION OF NO NIPS; NO SINGLES",5af09d9c25593e99a0b8e2bebd01e7b610af48793cbe609bbc3c5c8984d15515,,LB145840,,,,Fenway Beer & Wine Corporation,Fenway Beer Shop,,LB145840,2021/events.json,,8,"{""licensee"": ""Fenway Beer & Wine Corporation"", ""pledge_recipient"": ""Newburyport Bank""}",Newburyport Bank,,,,reviewed_against_full_candidate_and_source_context,2d32475c915b749e151decd4dc1d9c8e8c84eccb1b42b57826e24bb3ffb99383,"2. Pivo Ne Vino LLC D/B/A: Fenway Beer Shop 98 VAN NESS ST BOSTON, MA 02215
      License #: LB-145840 Holder of a Retail Package Store All Alcoholic Beverages License
      has petitioned to transfer the license from the above - To: Fenway Beer & Wine
      Corporation d/b/a Fenway Beer Shop (at the same location). Kevin Leng, Manager.
      Closing hour at 11:00 PM. Lastly, has petitioned to pledge the license, inventory, and
      stock to Newburyport Bank. Attorney: Nelson C. Chang

      GRANTED - CONDITION OF NO NIPS; NO SINGLES","[""https://www.boston.gov/sites/default/files/file/2021/06/Board%20Voting%20Agenda%206.24.21.pdf""]",2020-2023,,,,,
BLB-2021-06-24-c035-transfer,BLB-2021-06-24,2d32475c915b749e151decd4dc1d9c8e8c84eccb1b42b57826e24bb3ffb99383,https://www.boston.gov/sites/default/files/file/2021/06/Board%20Voting%20Agenda%206.24.21.pdf,LB145840,LB-145840,2021-06-24,2021-06-24,2021-06-24,8,8,2,license_transfer,transfer_application_disposition,,granted,GRANTED - CONDITION OF NO NIPS; NO SINGLES,True,True,False,,[],BLB-2021-06-24-c035,BLB-2021-06-24,,,,granted,"98 VAN NESS ST BOSTON, MA 02215",,2,"2. Pivo Ne Vino LLC D/B/A: Fenway Beer Shop 98 VAN NESS ST BOSTON, MA 02215
      License #: LB-145840 Holder of a Retail Package Store All Alcoholic Beverages License
      has petitioned to transfer the license from the above - To: Fenway Beer & Wine
      Corporation d/b/a Fenway Beer Shop (at the same location). Kevin Leng, Manager.
      Closing hour at 11:00 PM. Lastly, has petitioned to pledge the license, inventory, and
      stock to Newburyport Bank. Attorney: Nelson C. Chang

      GRANTED - CONDITION OF NO NIPS; NO SINGLES",5af09d9c25593e99a0b8e2bebd01e7b610af48793cbe609bbc3c5c8984d15515,,LB145840,,,,,,,LB145840,2021/events.json,,8,"{""transferor"": ""Pivo Ne Vino LLC"", ""transferee"": ""Fenway Beer & Wine Corporation""}",,,,,reviewed_against_full_candidate_and_source_context,2d32475c915b749e151decd4dc1d9c8e8c84eccb1b42b57826e24bb3ffb99383,"2. Pivo Ne Vino LLC D/B/A: Fenway Beer Shop 98 VAN NESS ST BOSTON, MA 02215
      License #: LB-145840 Holder of a Retail Package Store All Alcoholic Beverages License
      has petitioned to transfer the license from the above - To: Fenway Beer & Wine
      Corporation d/b/a Fenway Beer Shop (at the same location). Kevin Leng, Manager.
      Closing hour at 11:00 PM. Lastly, has petitioned to pledge the license, inventory, and
      stock to Newburyport Bank. Attorney: Nelson C. Chang

      GRANTED - CONDITION OF NO NIPS; NO SINGLES","[""https://www.boston.gov/sites/default/files/file/2021/06/Board%20Voting%20Agenda%206.24.21.pdf""]",2020-2023,"98 VAN NESS ST BOSTON, MA 02215",Fenway Beer & Wine Corporation,Fenway Beer Shop,Pivo Ne Vino LLC,Fenway Beer Shop
BLB-2021-07-01-c015-pledge,BLB-2021-07-01,defca947e89e320c7bd80858d24a5cf9c19cfa7bd30de18910ad80eea21abcfb,https://www.boston.gov/sites/default/files/file/2021/07/Board%20Voting%20Agenda%207.1.21.pdf,LB101924,LB-101924,2021-07-01,2021-07-01,2021-07-01,4,4,7,license_pledge,pledge_application_disposition,,granted,Granted,True,True,False,,[],BLB-2021-07-01-c015,BLB-2021-07-01,,"[""license"", ""stock"", ""inventory""]",,granted,"607 Tremont St., Roxbury, MA 02118",,7,"7. Tremont Street Liquor Group, Inc.
    Doing business as: WINE EMPORIUM
    607 Tremont St., Roxbury, MA 02118
    License #: LB-101924
    Holder of a Retail Package Store All-Alcoholic Beverages License has petitioned to
    pledge the License/Stock/Inventory to
    East Cambridge Savings Bank.
    Attorney: Nelson C. Chang

   Granted",87e77d0ac62f333285ceda92705bb83a748e3334c881f1316e3dc4e1b3ab5507,,LB101924,,,,"Tremont Street Liquor Group, Inc.",WINE EMPORIUM,,LB101924,2021/events.json,,4,"{""licensee"": ""Tremont Street Liquor Group, Inc."", ""pledge_recipient"": ""East Cambridge Savings Bank""}",East Cambridge Savings Bank,,,,reviewed_against_full_candidate_and_source_context,defca947e89e320c7bd80858d24a5cf9c19cfa7bd30de18910ad80eea21abcfb,"7. Tremont Street Liquor Group, Inc.
    Doing business as: WINE EMPORIUM
    607 Tremont St., Roxbury, MA 02118
    License #: LB-101924
    Holder of a Retail Package Store All-Alcoholic Beverages License has petitioned to
    pledge the License/Stock/Inventory to
    East Cambridge Savings Bank.
    Attorney: Nelson C. Chang

   Granted","[""https://www.boston.gov/sites/default/files/file/2021/07/Board%20Voting%20Agenda%207.1.21.pdf""]",2020-2023,,,,,
BLB-2021-07-01-c019-transfer,BLB-2021-07-01,defca947e89e320c7bd80858d24a5cf9c19cfa7bd30de18910ad80eea21abcfb,https://www.boston.gov/sites/default/files/file/2021/07/Board%20Voting%20Agenda%207.1.21.pdf,LB98904,LB-98904,2021-07-01,2021-07-01,2021-07-01,5,5,11,license_transfer,transfer_application_disposition,,granted,Granted,True,True,False,,[],BLB-2021-07-01-c019,BLB-2021-07-01,,,,granted,"495 Beacon St., Boston, MA 02115",,11,"11. Svre, LLC
    Doing business as: Beacon St. Locale
    495 Beacon St., Boston, MA 02115
    License #: LB-98904
    Holder of a Common Victualler 7 Day All-Alcoholic Beverages License has petitioned to
    transfer the license and the location from the above – To: Yard House USA, Inc. d/b/a
    Yard House, 110 Huntington Avenue Boston, MA 02116. The premises consist of the
    former location space known as “Champions” at the Boston Marriott Hotel Copley, on
    the second floor, containing approx. 12,535 sq. ft. ; and 297 sq. ft. in basement of hotel.
    Seating capacity 289. Stephen Arakelian, Manager.
    2:00 AM Closing Hour.
    Attorney: Joseph H. Devlin

   Granted",11b69aa723fc6021b6b2aa0204c995c74e683c2707bafba7ee75a2b4eb9cd263,,LB98904,,,,,,,LB98904,2021/events.json,,5,"{""transferor"": ""Svre, LLC"", ""transferee"": ""Yard House USA, Inc.""}",,,,,reviewed_against_full_candidate_and_source_context,defca947e89e320c7bd80858d24a5cf9c19cfa7bd30de18910ad80eea21abcfb,"11. Svre, LLC
    Doing business as: Beacon St. Locale
    495 Beacon St., Boston, MA 02115
    License #: LB-98904
    Holder of a Common Victualler 7 Day All-Alcoholic Beverages License has petitioned to
    transfer the license and the location from the above – To: Yard House USA, Inc. d/b/a
    Yard House, 110 Huntington Avenue Boston, MA 02116. The premises consist of the
    former location space known as “Champions” at the Boston Marriott Hotel Copley, on
    the second floor, containing approx. 12,535 sq. ft. ; and 297 sq. ft. in basement of hotel.
    Seating capacity 289. Stephen Arakelian, Manager.
    2:00 AM Closing Hour.
    Attorney: Joseph H. Devlin

   Granted","[""https://www.boston.gov/sites/default/files/file/2021/07/Board%20Voting%20Agenda%207.1.21.pdf""]",2020-2023,"110 Huntington Avenue Boston, MA 02116","Yard House USA, Inc.",Yard House,"Svre, LLC",Beacon St. Locale
BLB-2021-07-01-c021-transfer,BLB-2021-07-01,defca947e89e320c7bd80858d24a5cf9c19cfa7bd30de18910ad80eea21abcfb,https://www.boston.gov/sites/default/files/file/2021/07/Board%20Voting%20Agenda%207.1.21.pdf,LB98913,LB-98913,2021-07-01,2021-07-01,2021-07-01,5,6,13,license_transfer,transfer_application_disposition,,granted,Granted,True,True,False,,[],BLB-2021-07-01-c021,BLB-2021-07-01,,,,granted,"148 STATE ST BOSTON, MA 02109",,13,"13. BOSTON PUBS, LLC
    Doing Business As: THE GINGER MAN
    148 STATE ST
    BOSTON, MA 02109

    License #: LB-98913
    Holder of a Common Victualler 7 Day All-Alcoholic Beverages License has petitioned to
    transfer the license and the location from the above – To: BarVolpe, LLC d/b/a Bar Volpe
    170 West Broadway, Boston, MA 02127. The premises consist of a one level with booths
    and dining tables along the South wall and a central bar area with combined seating
    capacity of 142. There will be no outdoor seating. Total Square footage of the space is
    approx. 5,200 sqft. Karen Akunowicz, Manager. 2:00 AM Closing Hour.
    Attorney: Nicholas J. Zozula

   Granted",44dd3727bc940c3df798f768a56b22b5c5c987f3d218f1970c5a748cadb81c26,,LB98913,,,,,,,LB98913,2021/events.json,,5,"{""transferor"": ""BOSTON PUBS, LLC"", ""transferee"": ""BarVolpe, LLC""}",,,,,reviewed_against_full_candidate_and_source_context,defca947e89e320c7bd80858d24a5cf9c19cfa7bd30de18910ad80eea21abcfb,"13. BOSTON PUBS, LLC
    Doing Business As: THE GINGER MAN
    148 STATE ST
    BOSTON, MA 02109

    License #: LB-98913
    Holder of a Common Victualler 7 Day All-Alcoholic Beverages License has petitioned to
    transfer the license and the location from the above – To: BarVolpe, LLC d/b/a Bar Volpe
    170 West Broadway, Boston, MA 02127. The premises consist of a one level with booths
    and dining tables along the South wall and a central bar area with combined seating
    capacity of 142. There will be no outdoor seating. Total Square footage of the space is
    approx. 5,200 sqft. Karen Akunowicz, Manager. 2:00 AM Closing Hour.
    Attorney: Nicholas J. Zozula

   Granted","[""https://www.boston.gov/sites/default/files/file/2021/07/Board%20Voting%20Agenda%207.1.21.pdf""]",2020-2023,"170 West Broadway, Boston, MA 02127","BarVolpe, LLC",Bar Volpe,"BOSTON PUBS, LLC",THE GINGER MAN
BLB-2021-07-01-c023-transfer,BLB-2021-07-01,defca947e89e320c7bd80858d24a5cf9c19cfa7bd30de18910ad80eea21abcfb,https://www.boston.gov/sites/default/files/file/2021/07/Board%20Voting%20Agenda%207.1.21.pdf,LB99671,LB-99671,2021-07-01,2021-07-01,2021-07-01,6,6,15,license_transfer,transfer_application_disposition,,granted,Granted,True,True,False,,[],BLB-2021-07-01-c023,BLB-2021-07-01,,,,granted,"256 Marginal St., East Boston, MA 02128",,15,"15. Ko Catering and Pies, LLC
    Doing business as: KO CATERING AND PIES
    256 Marginal St., East Boston, MA 02128
    License #: LB-99671
    Holder of a Common Victualler 7 Day Wines and Malt Beverages License has petitioned
    to transfer the license from the above – To: Gogle Mogle LLC d/b/a SeaBiscuit (at the
    same location). Andrew Platt, Manager. 11:00PM Closing Hour.
    Attorney: Joseph Hanley

   Granted",a9548b69187b8feb69cb41e3c4020a159f4f1df801a0847c44e32e5ff3cb61d2,,LB99671,,,,,,,LB99671,2021/events.json,,6,"{""transferor"": ""Ko Catering and Pies, LLC"", ""transferee"": ""Gogle Mogle LLC""}",,,,,reviewed_against_full_candidate_and_source_context,defca947e89e320c7bd80858d24a5cf9c19cfa7bd30de18910ad80eea21abcfb,"15. Ko Catering and Pies, LLC
    Doing business as: KO CATERING AND PIES
    256 Marginal St., East Boston, MA 02128
    License #: LB-99671
    Holder of a Common Victualler 7 Day Wines and Malt Beverages License has petitioned
    to transfer the license from the above – To: Gogle Mogle LLC d/b/a SeaBiscuit (at the
    same location). Andrew Platt, Manager. 11:00PM Closing Hour.
    Attorney: Joseph Hanley

   Granted","[""https://www.boston.gov/sites/default/files/file/2021/07/Board%20Voting%20Agenda%207.1.21.pdf""]",2020-2023,"256 Marginal St., East Boston, MA 02128",Gogle Mogle LLC,SeaBiscuit,"Ko Catering and Pies, LLC",KO CATERING AND PIES
BLB-2021-07-29-c031-transfer,BLB-2021-07-29,24bae092aef1e8c6ed329d661ded082460e594b5d88ad480908a668063565ad3,https://www.boston.gov/sites/default/files/file/2021/08/Board%20Voting%20Agenda%207.29.21.pdf,LB99292,LB-99292,2021-07-29,2021-07-29,2021-07-29,8,8,16,license_transfer,transfer_application_disposition,,granted,Granted,True,True,False,,[],BLB-2021-07-29-c031,BLB-2021-07-29,,,,granted,"11 Fan Pier Blvd., Boston, MA 02210",,16,"16. Babbo Enoteca Fp, LLC
    Doing business as: BABBO PIZZERIA E ENOTECA
    11 Fan Pier Blvd., Boston, MA 02210
    License #: LB-99292
    Holder of a Common Victualler 7 Day All-Alcoholic Beverages License has petitioned to
    transfer the license from the above - To: 11 Fan Pier Restaurant, LLC d/b/a Serafina (at
    the same location). Seth Greenberg, Manager. 2:00 AM Closing Hour.
    Attorney: William G. Ferullo
   Granted",8d7c5b03bf9d6c6da200b20d8289699025b2ffa7ed92006601f8ccef8d1f64e2,,LB99292,,,,,,,LB99292,2021/events.json,,8,"{""transferor"": ""Babbo Enoteca Fp, LLC"", ""transferee"": ""11 Fan Pier Restaurant, LLC""}",,,,,reviewed_against_full_candidate_and_source_context,24bae092aef1e8c6ed329d661ded082460e594b5d88ad480908a668063565ad3,"16. Babbo Enoteca Fp, LLC
    Doing business as: BABBO PIZZERIA E ENOTECA
    11 Fan Pier Blvd., Boston, MA 02210
    License #: LB-99292
    Holder of a Common Victualler 7 Day All-Alcoholic Beverages License has petitioned to
    transfer the license from the above - To: 11 Fan Pier Restaurant, LLC d/b/a Serafina (at
    the same location). Seth Greenberg, Manager. 2:00 AM Closing Hour.
    Attorney: William G. Ferullo
   Granted","[""https://www.boston.gov/sites/default/files/file/2021/08/Board%20Voting%20Agenda%207.29.21.pdf""]",2020-2023,"11 Fan Pier Blvd., Boston, MA 02210","11 Fan Pier Restaurant, LLC",Serafina,"Babbo Enoteca Fp, LLC",BABBO PIZZERIA E ENOTECA
BLB-2021-07-29-c032-transfer,BLB-2021-07-29,24bae092aef1e8c6ed329d661ded082460e594b5d88ad480908a668063565ad3,https://www.boston.gov/sites/default/files/file/2021/08/Board%20Voting%20Agenda%207.29.21.pdf,LB99131,LB-99131,2021-07-29,2021-07-29,2021-07-29,8,8,17,license_transfer,transfer_application_disposition,,granted,Granted,True,True,False,,[],BLB-2021-07-29-c032,BLB-2021-07-29,,,,granted,"85 - 87 Main St., Charlestown, MA 02129",,17,"17. Sullivan's Pub Of Charlestown, Inc.
    Doing business as: SULLIVAN'S PUB
    85 - 87 Main St., Charlestown, MA 02129
    License #: LB-99131
    Holder of a Common Victualler 7 Day All-Alcoholic Beverages License has petitioned to
    transfer the license from the above - To: Eighty Five Main Street LLC d/b/a Sullivan’s
    Public House (at the same location). Michael K. Lantagne, Manager. 1:00 AM Closing
    Hour.
    Attorney: Michael W. Ford
   Granted",9c0b8b55db48fa24a804711044c0c60b39a06249a5e06b4c7a7a44fe547871c1,,LB99131,,,,,,,LB99131,2021/events.json,,8,"{""transferor"": ""Sullivan's Pub Of Charlestown, Inc."", ""transferee"": ""Eighty Five Main Street LLC""}",,,,,reviewed_against_full_candidate_and_source_context,24bae092aef1e8c6ed329d661ded082460e594b5d88ad480908a668063565ad3,"17. Sullivan's Pub Of Charlestown, Inc.
    Doing business as: SULLIVAN'S PUB
    85 - 87 Main St., Charlestown, MA 02129
    License #: LB-99131
    Holder of a Common Victualler 7 Day All-Alcoholic Beverages License has petitioned to
    transfer the license from the above - To: Eighty Five Main Street LLC d/b/a Sullivan’s
    Public House (at the same location). Michael K. Lantagne, Manager. 1:00 AM Closing
    Hour.
    Attorney: Michael W. Ford
   Granted","[""https://www.boston.gov/sites/default/files/file/2021/08/Board%20Voting%20Agenda%207.29.21.pdf""]",2020-2023,"85 - 87 Main St., Charlestown, MA 02129",Eighty Five Main Street LLC,Sullivan’s Public House,"Sullivan's Pub Of Charlestown, Inc.",SULLIVAN'S PUB
BLB-2021-07-29-c033-transfer,BLB-2021-07-29,24bae092aef1e8c6ed329d661ded082460e594b5d88ad480908a668063565ad3,https://www.boston.gov/sites/default/files/file/2021/08/Board%20Voting%20Agenda%207.29.21.pdf,LB98972,LB-98972,2021-07-29,2021-07-29,2021-07-29,8,8,18,license_transfer,transfer_application_disposition,,granted,Granted,True,True,False,,[],BLB-2021-07-29-c033,BLB-2021-07-29,,,,granted,"166 Canal St., Boston, MA 02114",,18,"18. Canal Street Realty LLC
    166 Canal St., Boston, MA 02114
    License #: LB-98972
    Holder of a Common Victualler 7 Day All-Alcoholic Beverages License has petitioned to
    transfer the license from the above - To: Boston Garden Fours LLC d/b/a Scores (at the
    same location). Fred Starikov, Manager. 2:00 AM Closing Hour.
    Attorney: Michael W. Ford
   Granted",d61843debf408b76e9e2fad41178e63add32993f1f5154ee70222523eed95bc6,,LB98972,,,,,,,LB98972,2021/events.json,,8,"{""transferor"": ""Canal Street Realty LLC"", ""transferee"": ""Boston Garden Fours LLC""}",,,,,reviewed_against_full_candidate_and_source_context,24bae092aef1e8c6ed329d661ded082460e594b5d88ad480908a668063565ad3,"18. Canal Street Realty LLC
    166 Canal St., Boston, MA 02114
    License #: LB-98972
    Holder of a Common Victualler 7 Day All-Alcoholic Beverages License has petitioned to
    transfer the license from the above - To: Boston Garden Fours LLC d/b/a Scores (at the
    same location). Fred Starikov, Manager. 2:00 AM Closing Hour.
    Attorney: Michael W. Ford
   Granted","[""https://www.boston.gov/sites/default/files/file/2021/08/Board%20Voting%20Agenda%207.29.21.pdf""]",2020-2023,"166 Canal St., Boston, MA 02114",Boston Garden Fours LLC,Scores,Canal Street Realty LLC,
BLB-2021-07-29-c034-transfer,BLB-2021-07-29,24bae092aef1e8c6ed329d661ded082460e594b5d88ad480908a668063565ad3,https://www.boston.gov/sites/default/files/file/2021/08/Board%20Voting%20Agenda%207.29.21.pdf,LB99592,LB-99592,2021-07-29,2021-07-29,2021-07-29,8,9,19,license_transfer,transfer_application_disposition,,granted,Granted - 2:00am closing; all alcohol sales cease at 1:00am,True,True,False,,[],BLB-2021-07-29-c034,BLB-2021-07-29,,,,granted,"5 - 9 Hudson St., Boston, MA 02111",,19,"19. St Oriental Corporation
    Doing business as: NEW JUMBO SEAFOOD RESTAURANT
    5 - 9 Hudson St., Boston, MA 02111
    License #: LB-99592
    Holder of a Common Victualler 7 Day Wines and Malt Beverages License has petitioned
    to transfer the license and location from the above – To: Panda Hot Pot Chinatown, Inc.
    D/B/A Wei Shu Wu Hot Pot 19-19A, 21 and 23 Hudson Street Boston MA 02111. The
    premise consists of 3425 Sq. Ft. on the first floor with a dining room (seating capacity of

100) and kitchen. Feng Chen, Manager. 3:00 A.M. Closing Hour.
Attorney: Peter Lim
Granted - 2:00am closing; all alcohol sales cease at 1:00am",d9223ac79525fa29ec4817f28fa0e6345694e808cde24a6e58deea6411ee37e6,,LB99592,,,,,,,LB99592,2021/events.json,,8,"{""transferor"": ""St Oriental Corporation"", ""transferee"": ""Panda Hot Pot Chinatown, Inc.""}",,,,,reviewed_against_full_candidate_and_source_context,24bae092aef1e8c6ed329d661ded082460e594b5d88ad480908a668063565ad3,"19. St Oriental Corporation
    Doing business as: NEW JUMBO SEAFOOD RESTAURANT
    5 - 9 Hudson St., Boston, MA 02111
    License #: LB-99592
    Holder of a Common Victualler 7 Day Wines and Malt Beverages License has petitioned
    to transfer the license and location from the above – To: Panda Hot Pot Chinatown, Inc.
    D/B/A Wei Shu Wu Hot Pot 19-19A, 21 and 23 Hudson Street Boston MA 02111. The
    premise consists of 3425 Sq. Ft. on the first floor with a dining room (seating capacity of

100) and kitchen. Feng Chen, Manager. 3:00 A.M. Closing Hour.
Attorney: Peter Lim
Granted - 2:00am closing; all alcohol sales cease at 1:00am","[""https://www.boston.gov/sites/default/files/file/2021/08/Board%20Voting%20Agenda%207.29.21.pdf""]",2020-2023,"19-19A, 21 and 23 Hudson Street Boston MA 02111","Panda Hot Pot Chinatown, Inc.",Wei Shu Wu Hot Pot,St Oriental Corporation,NEW JUMBO SEAFOOD RESTAURANT
BLB-2021-07-29-c035-pledge,BLB-2021-07-29,24bae092aef1e8c6ed329d661ded082460e594b5d88ad480908a668063565ad3,https://www.boston.gov/sites/default/files/file/2021/08/Board%20Voting%20Agenda%207.29.21.pdf,LB101971,LB-101971,2021-07-29,2021-07-29,2021-07-29,9,9,20,license_pledge,pledge_application_disposition,,granted,Granted,True,True,False,,[],BLB-2021-07-29-c035,BLB-2021-07-29,,"[""license"", ""stock"", ""inventory""]",,granted,"259 Dorchester St., South Boston, MA 02127",,20,"20. Trinh Enterprises, Inc.
Doing business as: OLD COLONY WINE & SPIRITS
259 Dorchester St., South Boston, MA 02127
License #: LB-101971
Holder of a Retail Package Store All-Alcoholic Beverages License has petitioned to
transfer the license from the above - To: Sobo Wine Inc. dba Sobo Wine & Spirits (at the
same location). Arian Liton, Manager. Closing hour at 11:00 PM. Lastly, has petitioned to
pledge the license, inventory, and stock to East Cambridge Savings Bank.
Attorney: Nelson C. Chang
Granted",f33823f76ac82140cbb159772f70dc9729bb6dafa001b13f99bab92251730516,,LB101971,,,,Sobo Wine Inc.,Sobo Wine & Spirits,,LB101971,2021/events.json,,9,"{""licensee"": ""Sobo Wine Inc."", ""pledge_recipient"": ""East Cambridge Savings Bank""}",East Cambridge Savings Bank,,,,reviewed_against_full_candidate_and_source_context,24bae092aef1e8c6ed329d661ded082460e594b5d88ad480908a668063565ad3,"20. Trinh Enterprises, Inc.
Doing business as: OLD COLONY WINE & SPIRITS
259 Dorchester St., South Boston, MA 02127
License #: LB-101971
Holder of a Retail Package Store All-Alcoholic Beverages License has petitioned to
transfer the license from the above - To: Sobo Wine Inc. dba Sobo Wine & Spirits (at the
same location). Arian Liton, Manager. Closing hour at 11:00 PM. Lastly, has petitioned to
pledge the license, inventory, and stock to East Cambridge Savings Bank.
Attorney: Nelson C. Chang
Granted","[""https://www.boston.gov/sites/default/files/file/2021/08/Board%20Voting%20Agenda%207.29.21.pdf""]",2020-2023,,,,,
