canonical_award_id,piid,parent_idv_piid,recipient_legal_name,recipient_uei,recipient_cage,instrument_type,facility_or_service,awarding_office,period_start,current_end,potential_end,latest_action_date,obligations_highergov,award_amount_usaspending,usa_action_row_count,usa_action_net,current_total_value,potential_total_value,psc_code,psc_description,naics_code,naics_description,extent_competed,offers_received,solicitation_procedures,solicitation_identifier,subcontracting_plan,reported_subaward_count,reported_subaward_amount,coverage_class,description,highergov_url,usaspending_url
HSCEDM15D00011-HSCEDM16J00047,HSCEDM16J00047,HSCEDM15D00011,"GEO CARE SERVICES, LLC",G6XJKMJUNB91,7D4M5,Delivery Order,Other ICE service — unresolved from description,DETENTION COMPLIANCE AND REMOVALS,2016-09-16,2021-03-20,2021-03-20,2023-04-03,2190859.07,2190859.07,4,350976.36,2190859.07,2190859.07,G099,Other Social Services,624190,Other Individual and Family Services ,Full And Open Competition,,Negotiated Proposal/Quote,,,0,,USAspending + HigherGov,IGF::CT::IGF,https://www.highergov.com/contract/HSCEDM15D00011-HSCEDM16J00047/,https://www.usaspending.gov/award/CONT_AWD_HSCEDM16J00047_7012_HSCEDM15D00011_7012
HSCEDM15D00012-HSCEDM16J00048,HSCEDM16J00048,HSCEDM15D00012,"GEO CARE SERVICES, LLC",G6XJKMJUNB91,7D4M5,Delivery Order,Other ICE service — unresolved from description,DETENTION COMPLIANCE AND REMOVALS,2016-09-16,2021-03-20,2021-03-20,2017-12-08,1908606.19,1908606.19,3,296463.62,1908606.19,1908606.19,G099,Other Social Services,624190,Other Individual and Family Services ,Full And Open Competition,,Negotiated Proposal/Quote,,Plan Not Required,0,,USAspending + HigherGov,IGF::CT::IGF,https://www.highergov.com/contract/HSCEDM15D00012-HSCEDM16J00048/,https://www.usaspending.gov/award/CONT_AWD_HSCEDM16J00048_7012_HSCEDM15D00012_7012
HSCEDM15D00013-HSCEDM16J00049,HSCEDM16J00049,HSCEDM15D00013,"GEO CARE SERVICES, LLC",G6XJKMJUNB91,7D4M5,Delivery Order,Other ICE service — unresolved from description,DETENTION COMPLIANCE AND REMOVALS,2016-09-16,2021-03-20,2021-03-20,2017-12-08,1956129.3,1956129.3,3,297019.63,1956129.3,1956129.3,G099,Other Social Services,624190,Other Individual and Family Services ,Full And Open Competition,,Negotiated Proposal/Quote,,Plan Not Required,0,,USAspending + HigherGov,IGF::CT::IGF,https://www.highergov.com/contract/HSCEDM15D00013-HSCEDM16J00049/,https://www.usaspending.gov/award/CONT_AWD_HSCEDM16J00049_7012_HSCEDM15D00013_7012
70CDCR21C00000005,70CDCR21C00000005,,"GEO TRANSPORT, INC.",DFEKRCYPZD84,6PV86,Definitive Contract,Other ICE service — unresolved from description,DETENTION COMPLIANCE AND REMOVALS,2021-09-22,2021-10-05,2021-10-05,2022-08-10,4773531.7,4773531.7,2,4773531.7,4773531.7,4773531.7,V211,Air Passenger Service,481211,Nonscheduled Chartered Passenger Air Transportation ,Not Competed,1,Sole Source,JandA210378,Plan Not Required,0,,USAspending + HigherGov,EMERGENCY HAITIAN MIGRANTS FLIGHT SERVICES,https://www.highergov.com/contract/70CDCR21C00000005/,https://www.usaspending.gov/award/CONT_AWD_70CDCR21C00000005_7012_-NONE-_-NONE-
70CDCR25D00000002-70CDCR26FR0000002,70CDCR26FR0000002,70CDCR25D00000002,"GEO TRANSPORT, INC.",DFEKRCYPZD84,6PV86,Delivery Order,Transportation/removal services,DETENTION COMPLIANCE AND REMOVALS,2026-01-09,2027-01-08,2031-01-08,2026-01-09,10384455.59,10384455.59,1,10384455.59,10384455.59,49744439.59,S206,Guard Services,561612,Security Guards and Patrol Services ,Full And Open Competition,2,Subject To Multiple Award Fair Opportunity,,Plan Not Required,0,,USAspending + HigherGov,THE PURPOSE OF THIS AWARD IS TO PROVIDE GROUND TRANSPORTATION SERVICES IN SUPPORT OF ENFORCEMENT AND REMOVAL OPERATIONS (ERO) IN THE SALT LAKE CITY (SLC) AREA OF RESPONSIBILITY (AOR).,https://www.highergov.com/contract/70CDCR25D00000002-70CDCR26FR0000002/,https://www.usaspending.gov/award/CONT_AWD_70CDCR26FR0000002_7012_70CDCR25D00000002_7012
ACB6C0004-ERBUR199809CNYC9G01ACB6C0004,ACB6C0004-ERBUR199809CNYC9G01ACB6C0004,,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,3JMR1,Delivery Order,Other ICE service — unresolved from description,Immigration and Customs Enforcement,1999-01-15,1999-03-15,1999-03-15,1999-07-15,4985000.0,,,,0.0,0.0,S206,Guard Services,,,Full And Open Competition,1,,,Plan Required,,,HigherGov legacy supplement only,,https://www.highergov.com/contract/ACB6C0004-ERBUR199809CNYC9G01ACB6C0004/,
ACB6C0004-ERBUR199903CNYC9G02ACB6C0004,ACB6C0004-ERBUR199903CNYC9G02ACB6C0004,,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,3JMR1,Delivery Order,Other ICE service — unresolved from description,Immigration and Customs Enforcement,1999-03-15,1999-09-15,1999-09-15,1999-09-15,5385000.0,,,,0.0,0.0,S206,Guard Services,,,Full And Open Competition,1,,,Plan Required,,,HigherGov legacy supplement only,,https://www.highergov.com/contract/ACB6C0004-ERBUR199903CNYC9G02ACB6C0004/,
ACB6C0004-ERBUR199910CACB0D0002ACB6C0004,ACB6C0004-ERBUR199910CACB0D0002ACB6C0004,,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,3JMR1,Delivery Order,Other ICE service — unresolved from description,Immigration and Customs Enforcement,1999-10-15,2000-09-15,2000-09-15,2000-06-15,11167000.0,,,,0.0,0.0,S206,Guard Services,,,Full And Open Competition,1,,,Plan Required,,,HigherGov legacy supplement only,,https://www.highergov.com/contract/ACB6C0004-ERBUR199910CACB0D0002ACB6C0004/,
ACD8C0006-CRACD199910CACD0D0001ACD8C0006,CRACD199910CACD0D0001ACD8C0006,ACD8C0006,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,3JMR1,Delivery Order,Other ICE service — unresolved from description,Immigration and Customs Enforcement,1999-10-15,1999-11-15,1999-11-15,1999-11-15,41000.0,,,,0.0,0.0,S216,Facilities Operations Support Services,,,Full And Open Competition,1,,,Plan Required,,,HigherGov legacy supplement only,,https://www.highergov.com/contract/ACD8C0006-CRACD199910CACD0D0001ACD8C0006/,
ACB6C0004-ERBUR199710CNYC8G01ACB6C0004,ACB6C0004-ERBUR199710CNYC8G01ACB6C0004,,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,3JMR1,Delivery Order,Other ICE service — unresolved from description,Immigration and Customs Enforcement,2000-03-15,2001-03-15,2001-03-15,2000-03-15,10415000.0,,,,0.0,0.0,S206,Guard Services,,,Full And Open Competition,1,,,Plan Required,,,HigherGov legacy supplement only,,https://www.highergov.com/contract/ACB6C0004-ERBUR199710CNYC8G01ACB6C0004/,
ERBUR199605DACB6C0004,ERBUR199605DACB6C0004,,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,3JMR1,Definitive Contract,Other ICE service — unresolved from description,Immigration and Customs Enforcement,2000-03-15,2002-04-15,2002-04-15,2002-03-15,25681000.0,,,,0.0,0.0,S206,Guard Services,561612,Security Guards and Patrol Services ,Full And Open Competition,1,,,Plan Required,,,HigherGov legacy supplement only,,https://www.highergov.com/contract/ERBUR199605DACB6C0004/,
ACB6C0004-ERBUR200012CACB1D0002ACB6C0004,ACB6C0004-ERBUR200012CACB1D0002ACB6C0004,,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,3JMR1,Delivery Order,Other ICE service — unresolved from description,Immigration and Customs Enforcement,2000-12-15,2002-03-15,2002-03-15,2001-09-15,1368000.0,,,,0.0,0.0,S206,Guard Services,561612,Security Guards and Patrol Services ,Full And Open Competition,1,,,Plan Required,,,HigherGov legacy supplement only,,https://www.highergov.com/contract/ACB6C0004-ERBUR200012CACB1D0002ACB6C0004/,
ACB6C0004-ERBUR200110CACB2D0002ACB6C0004,ACB6C0004-ERBUR200110CACB2D0002ACB6C0004,,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,3JMR1,Delivery Order,Other ICE service — unresolved from description,Immigration and Customs Enforcement,2001-10-15,2002-03-15,2002-03-15,2001-12-15,804000.0,,,,0.0,0.0,S206,Guard Services,561612,Security Guards and Patrol Services ,Full And Open Competition,1,,,Plan Required,,,HigherGov legacy supplement only,,https://www.highergov.com/contract/ACB6C0004-ERBUR200110CACB2D0002ACB6C0004/,
ACB2C0005-ERBUR200204CACB2D0025ACB2C0005,ERBUR200204CACB2D0025ACB2C0005,ACB2C0005,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,3JMR1,Delivery Order,Other ICE service — unresolved from description,Immigration and Customs Enforcement,2002-04-15,2003-03-15,2003-03-15,2002-08-15,261000.0,,,,0.0,0.0,S206,Guard Services,561612,Security Guards and Patrol Services ,Full And Open Competition,1,,,Plan Not Required,,,HigherGov legacy supplement only,,https://www.highergov.com/contract/ACB2C0005-ERBUR200204CACB2D0025ACB2C0005/,
ERBUR200204DACB2C0005,ERBUR200204DACB2C0005,,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,3JMR1,Definitive Contract,Other ICE service — unresolved from description,Immigration and Customs Enforcement,2002-04-15,2003-04-15,2003-04-15,2002-07-15,11305000.0,,,,0.0,0.0,S206,Guard Services,561612,Security Guards and Patrol Services ,Full And Open Competition,1,,,Plan Not Required,,,HigherGov legacy supplement only,,https://www.highergov.com/contract/ERBUR200204DACB2C0005/,
ACB2C0006-ERBUR200208CACB2D0055ACB2C0006,ERBUR200208CACB2D0055ACB2C0006,ACB2C0006,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,3JMR1,Delivery Order,Other ICE service — unresolved from description,Immigration and Customs Enforcement,2002-08-15,2003-09-15,2003-09-15,2003-01-15,3578000.0,,,,0.0,0.0,S206,Guard Services,561612,Security Guards and Patrol Services ,Not Competed,1,,,Plan Not Required,,,HigherGov legacy supplement only,,https://www.highergov.com/contract/ACB2C0006-ERBUR200208CACB2D0055ACB2C0006/,
CRACD200209BACD8C0006,CRACD200209BACD8C0006,,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,3JMR1,Purchase Order,Other ICE service — unresolved from description,Immigration and Customs Enforcement,2002-09-15,2003-03-15,2003-03-15,2002-09-15,4072563.0,,,,0.0,0.0,S206,Guard Services,922140,Correctional Institutions ,Full And Open Competition,2,,,Plan Not Required,,,HigherGov legacy supplement only,,https://www.highergov.com/contract/CRACD200209BACD8C0006/,
ACB2C0005-ERBUR200210CACB3D0002ACB2C0005,ERBUR200210CACB3D0002ACB2C0005,ACB2C0005,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,3JMR1,Delivery Order,Other ICE service — unresolved from description,Immigration and Customs Enforcement,2002-10-15,2004-03-15,2004-03-15,2003-03-15,950435.0,,,,0.0,0.0,S206,Guard Services,561612,Security Guards and Patrol Services ,Full And Open Competition,1,,,Plan Not Required,,,HigherGov legacy supplement only,,https://www.highergov.com/contract/ACB2C0005-ERBUR200210CACB3D0002ACB2C0005/,
ACB2C0006-ACB00200301CACB2D0055ACB2C0006,ACB00200301CACB2D0055ACB2C0006,ACB2C0006,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,3JMR1,Delivery Order,Other ICE service — unresolved from description,INVESTIGATIONS AND OPERATIONS SUPPORT DALLAS,2003-01-15,2003-09-15,2003-09-15,2017-05-31,950000.0,950000.0,1,0,0.0,0.0,S206,Guard Services,561612,Security Guards and Patrol Services ,Not Competed,1,,,Plan Not Required,0,,USAspending + HigherGov,,https://www.highergov.com/contract/ACB2C0006-ACB00200301CACB2D0055ACB2C0006/,https://www.usaspending.gov/award/CONT_AWD_ACB00200301CACB2D0055ACB2C0006_7012_ACB2C0006_1528
ACB2C0005-ACB00200303CACB3D0002ACB2C0005,ACB00200303CACB3D0002ACB2C0005,ACB2C0005,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,3JMR1,Delivery Order,Other ICE service — unresolved from description,Immigration and Customs Enforcement,2003-03-15,2004-03-15,2004-03-15,2003-03-15,329665.0,,,,0.0,0.0,S206,Guard Services,561612,Security Guards and Patrol Services ,Full And Open Competition,1,,,Plan Not Required,,,HigherGov legacy supplement only,,https://www.highergov.com/contract/ACB2C0005-ACB00200303CACB3D0002ACB2C0005/,
ACB00200304BACB2C0005,ACB00200304BACB2C0005,,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,3JMR1,Purchase Order,Other ICE service — unresolved from description,INVESTIGATIONS AND OPERATIONS SUPPORT DALLAS,2003-04-15,2004-03-15,2004-03-15,2017-05-31,11490930.0,11490930.0,1,0,0.0,0.0,S206,Guard Services,561612,Security Guards and Patrol Services ,Full And Open Competition,1,,,Plan Not Required,0,,USAspending + HigherGov,,https://www.highergov.com/contract/ACB00200304BACB2C0005/,https://www.usaspending.gov/award/CONT_AWD_ACB00200304BACB2C0005_7012_-NONE-_-NONE-
ACB2C0006-ACB00200305CACB2D0055ACB2C0006,ACB00200305CACB2D0055ACB2C0006,ACB2C0006,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,3JMR1,Delivery Order,Other ICE service — unresolved from description,INVESTIGATIONS AND OPERATIONS SUPPORT DALLAS,2003-05-15,2003-09-15,2003-09-15,2017-05-31,753954.0,753954.0,1,0,0.0,0.0,S206,Guard Services,561612,Security Guards and Patrol Services ,Not Competed,1,,,Plan Not Required,0,,USAspending + HigherGov,,https://www.highergov.com/contract/ACB2C0006-ACB00200305CACB2D0055ACB2C0006/,https://www.usaspending.gov/award/CONT_AWD_ACB00200305CACB2D0055ACB2C0006_7012_ACB2C0006_1528
ACB2C0005-ACB00200306CACB3D0003ACB2C0005,ACB00200306CACB3D0003ACB2C0005,ACB2C0005,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,3JMR1,Delivery Order,Other ICE service — unresolved from description,Immigration and Customs Enforcement,2003-06-15,2004-03-15,2004-03-15,2003-06-15,-530000.0,,,,0.0,0.0,S206,Guard Services,561612,Security Guards and Patrol Services ,Full And Open Competition,1,,,Plan Not Required,,,HigherGov legacy supplement only,,https://www.highergov.com/contract/ACB2C0005-ACB00200306CACB3D0003ACB2C0005/,
HSCEAB03C0008,HSCEAB03C0008,,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,3JMR1,Definitive Contract,Detention services — facility unresolved from description,INVESTIGATIONS AND OPERATIONS SUPPORT DALLAS,2003-10-01,2004-09-30,2004-09-30,2017-05-31,1787229.95,1787229.95,1,0,1787229.95,1787229.95,S206,Guard Services,561612,Security Guards and Patrol Services ,Not Available For Competition,1,,,Plan Not Required,0,,USAspending + HigherGov,DETENTION GUARD SERVICES GTMO CUBA,https://www.highergov.com/contract/HSCEAB03C0008/,https://www.usaspending.gov/award/CONT_AWD_HSCEAB03C0008_7012_-NONE-_-NONE-
HSCEAL02C0004-HSACL4D0226,HSACL4D0226,HSCEAL02C0004,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,3JMR1,Delivery Order,Detention services — facility unresolved from description,INVESTIGATIONS AND OPERATIONS SUPPORT DALLAS,2004-04-24,2009-04-23,2009-04-23,2017-05-31,18329974.89,18329974.89,2,-2052.72,34636531.47,245462491.93,S206,Guard Services,561612,Security Guards and Patrol Services ,Full And Open Competition After Exclusion Of Sources,1,Negotiated Proposal/Quote,,,0,,USAspending + HigherGov,DETENTION FACILITY AND GUARD SERVICES,https://www.highergov.com/contract/HSCEAL02C0004-HSACL4D0226/,https://www.usaspending.gov/award/CONT_AWD_HSACL4D0226_7012_HSCEAL02C0004_7012
HSCEAL02C0004-HSCEAL02C0004HSACL4D0226,HSCEAL02C0004HSACL4D0226,HSCEAL02C0004,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,3JMR1,Delivery Order,Detention services — facility unresolved from description,INVESTIGATIONS AND OPERATIONS SUPPORT DALLAS,2004-04-24,2005-04-23,2009-04-23,2017-05-31,11447233.36,11447233.36,1,0,11447233.36,11447233.36,S206,Guard Services,561612,Security Guards and Patrol Services ,Full And Open Competition,2,,ACL8R0076,,0,,USAspending + HigherGov,DETENTION FACILITY AND GUARD SERVICES,https://www.highergov.com/contract/HSCEAL02C0004-HSCEAL02C0004HSACL4D0226/,https://www.usaspending.gov/award/CONT_AWD_HSCEAL02C0004HSACL4D0226_7012_HSCEAL02C0004_7012
ACB2C0005-HSACB2C0005HSCSAL4D0208,HSACB2C0005HSCSAL4D0208,ACB2C0005,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,3JMR1,Delivery Order,Detention services — facility unresolved from description,INVESTIGATIONS AND OPERATIONS SUPPORT DALLAS,2004-07-01,2005-03-31,2009-03-31,2017-05-31,74984.82,74984.82,1,0,74984.82,74984.82,S206,Guard Services,,,Non-Competitive Delivery Order,1,,,,0,,USAspending + HigherGov,DETENTION FACILITY AND CUSTODY SERVICES,https://www.highergov.com/contract/ACB2C0005-HSACB2C0005HSCSAL4D0208/,https://www.usaspending.gov/award/CONT_AWD_HSACB2C0005HSCSAL4D0208_7012_ACB2C0005_1528
HSCEAB04C0001-HSACL5D0002,HSACL5D0002,HSCEAB04C0001,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,3JMR1,Delivery Order,Broward Transitional Center,INVESTIGATIONS AND OPERATIONS SUPPORT DALLAS,2004-10-01,2005-09-30,2008-09-30,2017-05-31,967141.1,967141.1,1,0,6673402.4,34913676.4,S206,Guard Services,,,Full And Open Competition,4,Negotiated Proposal/Quote,,,0,,USAspending + HigherGov,DETENTION SERVICES BROWARD TRANSITIONAL CENTER,https://www.highergov.com/contract/HSCEAB04C0001-HSACL5D0002/,https://www.usaspending.gov/award/CONT_AWD_HSACL5D0002_7012_HSCEAB04C0001_7012
ACB2C0005-HSACL4D0208,HSACL4D0208,ACB2C0005,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,3JMR1,Delivery Order,Detention services — facility unresolved from description,INVESTIGATIONS AND OPERATIONS SUPPORT DALLAS,2004-11-01,2005-07-18,2005-07-18,2017-05-31,684025.2,684025.2,1,0,684025.2,684025.2,S206,Guard Services,,,,5,Negotiated Proposal/Quote,,,0,,USAspending + HigherGov,DETENTION CENTER,https://www.highergov.com/contract/ACB2C0005-HSACL4D0208/,https://www.usaspending.gov/award/CONT_AWD_HSACL4D0208_7012_ACB2C0005_1528
HSACD3C0008-HSCEOP05J00009,HSCEOP05J00009,HSACD3C0008,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,3JMR1,Delivery Order,Detention services — facility unresolved from description,Immigration and Customs Enforcement,2004-11-19,2007-09-18,2007-09-18,2007-09-17,438553.21,,,,438553.21,438553.21,S216,Facilities Operations Support Services,922140,Correctional Institutions ,,1,Negotiated Proposal/Quote,,,,,HigherGov legacy supplement only,"MONTHLY FIXED COSTS FOR THE DETENTION OF DETAINEES AND GUARANTEED MINIMUM FOR 300 ADULTS FOR THE PERIOD OF OCTOBER 2004. OPTION TWO. CLIN 1: FIXED COSTS AND CLIN 2: GUARANTEED MINIMUM (9,100/MO) FOR OCTOBER 2004. FFMS-G514 SHOWS FUNDS ARE AVAILABLE AND APPROVED IN THE AMOUNT OF $893,347.64. FUNDS VERIFIED BY B. BURCH ON 11/17/04.",https://www.highergov.com/contract/HSACD3C0008-HSCEOP05J00009/,
HSCEAL02C0004-HSCEOP05J00090,HSCEOP05J00090,HSCEAL02C0004,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,3JMR1,Delivery Order,Detention services — facility unresolved from description,INVESTIGATIONS AND OPERATIONS SUPPORT DALLAS,2005-04-24,2009-04-23,2009-04-23,2017-05-31,36873782.06,36873782.06,2,-766253.96,45207168.56,475525703.37,S206,Guard Services,561612,Security Guards and Patrol Services ,Full And Open Competition After Exclusion Of Sources,1,Negotiated Proposal/Quote,,,0,,USAspending + HigherGov,DETENION FACILITY GUARD SERVICES,https://www.highergov.com/contract/HSCEAL02C0004-HSCEOP05J00090/,https://www.usaspending.gov/award/CONT_AWD_HSCEOP05J00090_7012_HSCEAL02C0004_7012
HSCEAB04C0001-HSCEOP06J00180,HSCEOP06J00180,HSCEAB04C0001,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,3JMR1,Delivery Order,Detention services — facility unresolved from description,INVESTIGATIONS AND OPERATIONS SUPPORT DALLAS,2005-10-01,2008-09-30,2008-09-30,2017-05-31,2969041.24,2969041.24,2,-180274.76,2969041.24,2969041.24,S206,Guard Services,,,,2,Negotiated Proposal/Quote,,,0,,USAspending + HigherGov,CONTRACTOR OWNED/CONTRACTOR OPERATED DETENTION FACILITY,https://www.highergov.com/contract/HSCEAB04C0001-HSCEOP06J00180/,https://www.usaspending.gov/award/CONT_AWD_HSCEOP06J00180_7012_HSCEAB04C0001_7012
HSACD4C0001-HSCEOP05J00133,HSCEOP05J00133,HSACD4C0001,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,3JMR1,Delivery Order,Detention services — facility unresolved from description,INVESTIGATIONS AND OPERATIONS SUPPORT DALLAS,2005-12-01,2006-06-26,2006-06-26,2017-05-31,687775.02,687775.02,2,-251152.58,687775.02,687775.02,S206,Guard Services,561612,Security Guards and Patrol Services ,Non-Competitive Delivery Order,1,Negotiated Proposal/Quote,,,0,,USAspending + HigherGov,DETENTION FACILITY SERVICES,https://www.highergov.com/contract/HSACD4C0001-HSCEOP05J00133/,https://www.usaspending.gov/award/CONT_AWD_HSCEOP05J00133_7012_HSACD4C0001_7012
HSCEAB04C0001-HSCEOP06J00405,HSCEOP06J00405,HSCEAB04C0001,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,3JMR1,Delivery Order,Broward Transitional Center,DETENTION COMPLIANCE AND REMOVALS,2005-12-01,2008-09-30,2008-09-30,2021-06-24,1901810.0,1901810.0,2,-1122990.0,1901810.0,1901810.0,S206,Guard Services,,,,1,Sole Source,,,0,,USAspending + HigherGov,DETENTION SERVICES FOR BROWARD,https://www.highergov.com/contract/HSCEAB04C0001-HSCEOP06J00405/,https://www.usaspending.gov/award/CONT_AWD_HSCEOP06J00405_7012_HSCEAB04C0001_7012
HSCEOD06C0002,HSCEOD06C0002,,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,3JMR1,Definitive Contract,Detention services — facility unresolved from description,INVESTIGATIONS AND OPERATIONS SUPPORT DALLAS,2006-01-06,2011-01-05,2016-01-05,2017-05-31,0.0,0.0,1,0,0.0,0.0,S206,Guard Services,922140,Correctional Institutions ,Full And Open Competition,1,Negotiated Proposal/Quote,,Plan Not Required,0,,USAspending + HigherGov,DETENTION SERVICES (OFFICE OF FEDERAL DETENTION TRUSTEE),https://www.highergov.com/contract/HSCEOD06C0002/,https://www.usaspending.gov/award/CONT_AWD_HSCEOD06C0002_7012_-NONE-_-NONE-
HSCEOPODT6C0002,HSCEOPODT6C0002,,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,3JMR1,Definitive Contract,Detention services — facility unresolved from description,INVESTIGATIONS AND OPERATIONS SUPPORT DALLAS,2006-01-06,2016-01-05,2016-01-05,2017-05-31,0.0,0.0,1,0,0.0,0.0,S206,Guard Services,561612,Security Guards and Patrol Services ,Full And Open Competition,1,Negotiated Proposal/Quote,,Plan Not Required,0,,USAspending + HigherGov,USMS WESTERN REGION DETENTION,https://www.highergov.com/contract/HSCEOPODT6C0002/,https://www.usaspending.gov/award/CONT_AWD_HSCEOPODT6C0002_7012_-NONE-_-NONE-
HSACD3C0008-HSCEOP06J00157,HSCEOP06J00157,HSACD3C0008,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,3JMR1,Delivery Order,Detention services — facility unresolved from description,Immigration and Customs Enforcement,2006-01-13,2006-03-31,2006-03-31,2007-09-19,207794.61,,,,207794.61,207794.61,S206,Guard Services,922140,Correctional Institutions ,,1,Sole Source,,,,,HigherGov legacy supplement only,"CURRENT CDF FACILITY NEEDS TO BE FUNDED FOR SERVICES PROVIDED UNDER CONTRACT # ACD-3-C-0008.

FUNDS AVAILABLE IN FFMS 10-26-05 (CLE)",https://www.highergov.com/contract/HSACD3C0008-HSCEOP06J00157/,
HSCEAL02C0004-HSCEOP06J00198,HSCEOP06J00198,HSCEAL02C0004,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,3JMR1,Delivery Order,Northwest ICE Processing Center (Tacoma),Immigration and Customs Enforcement,2006-04-24,2009-04-23,2009-04-23,2007-07-16,27586689.24,,,,47987788.99,48077788.99,S206,Guard Services,561612,Security Guards and Patrol Services ,,3,Negotiated Proposal/Quote,,,,,HigherGov legacy supplement only,DETENTION SERVICES TACOMA,https://www.highergov.com/contract/HSCEAL02C0004-HSCEOP06J00198/,
HSACD4C0001-HSCEOP06J00328,HSCEOP06J00328,HSACD4C0001,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,3JMR1,Delivery Order,Detention services — facility unresolved from description,Immigration and Customs Enforcement,2006-05-26,2006-09-30,2006-09-30,2006-05-26,0.0,,,,0.0,0.0,R799,Other Management Support Services,561612,Security Guards and Patrol Services ,,1,Sole Source,,,,,HigherGov legacy supplement only,"PROCURE SERVICES UNDER CONTRACT NO. ACD-4-C-0001 TO PROVIDE DETENTION FACILITY SERVICES FOR THE PERIOD OF JUNE 27, 2006 THROUGH SEPTEMBER 30, 2006.",https://www.highergov.com/contract/HSACD4C0001-HSCEOP06J00328/,
HSACD4C0001-HSCEOP06F01216,HSCEOP06F01216,HSACD4C0001,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,3JMR1,Delivery Order,Detention services — facility unresolved from description,Immigration and Customs Enforcement,2006-07-12,2006-09-30,2006-09-30,2006-07-12,319264.47,,,,319264.47,319264.47,R499,Other Professional Services,561612,Security Guards and Patrol Services ,,1,Sole Source,,,,,HigherGov legacy supplement only,DETENTION CENTER SERVICES,https://www.highergov.com/contract/HSACD4C0001-HSCEOP06F01216/,
HSACD4C0001-HSCEOP06J00469,HSCEOP06J00469,HSACD4C0001,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,3JMR1,Delivery Order,Other ICE service — unresolved from description,DETENTION COMPLIANCE AND REMOVALS,2006-09-23,2007-06-26,2008-10-04,2021-06-29,1941360.83,1941360.83,2,-58637.91,1941360.83,1941360.83,AD21,Services - Basic Research,561612,Security Guards and Patrol Services ,,2,Negotiated Proposal/Quote,,,0,,USAspending + HigherGov,TASK ORDER,https://www.highergov.com/contract/HSACD4C0001-HSCEOP06J00469/,https://www.usaspending.gov/award/CONT_AWD_HSCEOP06J00469_7012_HSACD4C0001_7012
HSCEAB04C0001-HSCEOP07J00215,HSCEOP07J00215,HSCEAB04C0001,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,3JMR1,Delivery Order,Detention services — facility unresolved from description,DETENTION MANAGEMENT - DC OFFICE,2006-10-01,2011-05-19,2011-05-19,2011-05-19,7793279.6,7793279.6,1,-1039231.4,7793279.6,7793279.6,S206,Guard Services,,,,1,Sole Source,,,0,,USAspending + HigherGov,DETENTION SERVICES,https://www.highergov.com/contract/HSCEAB04C0001-HSCEOP07J00215/,https://www.usaspending.gov/award/CONT_AWD_HSCEOP07J00215_7012_HSCEAB04C0001_7012
