acquisition_layer,competition_denominator,record_id,piid,parent_idv_piid,is_order_or_call,recipient_legal_name,recipient_uei,instrument_type,facility_or_service,award_obligations_usaspending,linked_order_obligations_highergov,potential_total_value,period_start,potential_end,extent_competed,solicitation_procedures,offers_received,solicitation_identifier,set_aside,fair_opportunity_limitation,other_than_full_and_open_reason,multiple_or_single_award,competition_bucket,reported_subaward_count,reported_subaward_amount,description,source_url,source_coverage,parent_vehicle_extent_competed,parent_vehicle_solicitation_procedures,parent_vehicle_offers_received,parent_vehicle_solicitation_identifier,parent_vehicle_competition_bucket,parent_vehicle_source_url
prime_award,yes,HSCEDM15D00011-HSCEDM16J00047,HSCEDM16J00047,HSCEDM15D00011,yes,"GEO CARE SERVICES, LLC",G6XJKMJUNB91,Delivery Order,Other ICE service — unresolved from description,2190859.07,,2190859.07,2016-09-16,2021-03-20,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,,,,,,SINGLE AWARD,full_open_offer_count_missing,0,,IGF::CT::IGF,https://www.usaspending.gov/award/CONT_AWD_HSCEDM16J00047_7012_HSCEDM15D00011_7012,USAspending + HigherGov,Full And Open Competition,Negotiated Proposal/Quote,4,HSCEDM15R00010,full_open_multiple_offers,https://www.highergov.com/idv/HSCEDM15D00011/
prime_award,yes,HSCEDM15D00012-HSCEDM16J00048,HSCEDM16J00048,HSCEDM15D00012,yes,"GEO CARE SERVICES, LLC",G6XJKMJUNB91,Delivery Order,Other ICE service — unresolved from description,1908606.19,,1908606.19,2016-09-16,2021-03-20,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,,,,,,SINGLE AWARD,full_open_offer_count_missing,0,,IGF::CT::IGF,https://www.usaspending.gov/award/CONT_AWD_HSCEDM16J00048_7012_HSCEDM15D00012_7012,USAspending + HigherGov,Full And Open Competition,Negotiated Proposal/Quote,4,HSCEDM15R00011,full_open_multiple_offers,https://www.highergov.com/idv/HSCEDM15D00012/
prime_award,yes,HSCEDM15D00013-HSCEDM16J00049,HSCEDM16J00049,HSCEDM15D00013,yes,"GEO CARE SERVICES, LLC",G6XJKMJUNB91,Delivery Order,Other ICE service — unresolved from description,1956129.30,,1956129.30,2016-09-16,2021-03-20,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,,,,,,SINGLE AWARD,full_open_offer_count_missing,0,,IGF::CT::IGF,https://www.usaspending.gov/award/CONT_AWD_HSCEDM16J00049_7012_HSCEDM15D00013_7012,USAspending + HigherGov,Full And Open Competition,Negotiated Proposal/Quote,4,HSCEDM15R00012,full_open_multiple_offers,https://www.highergov.com/idv/HSCEDM15D00013/
prime_award,yes,70CDCR21C00000005,70CDCR21C00000005,,no,"GEO TRANSPORT, INC.",DFEKRCYPZD84,Definitive Contract,Other ICE service — unresolved from description,4773531.70,,4773531.70,2021-09-22,2021-10-05,NOT COMPETED,ONLY ONE SOURCE,1,JandA210378,NO SET ASIDE USED.,,URGENCY (FAR 6.302-2),,sole_source_or_not_competed,0,,EMERGENCY HAITIAN MIGRANTS FLIGHT SERVICES,https://www.usaspending.gov/award/CONT_AWD_70CDCR21C00000005_7012_-NONE-_-NONE-,USAspending + HigherGov,,,,,,
prime_award,yes,70CDCR25D00000002-70CDCR26FR0000002,70CDCR26FR0000002,70CDCR25D00000002,yes,"GEO TRANSPORT, INC.",DFEKRCYPZD84,Delivery Order,Transportation/removal services,10384455.59,,49744439.59,2026-01-09,2031-01-08,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,2,,,FAIR OPPORTUNITY GIVEN,,MULTIPLE AWARD,full_open_multiple_offers,0,,THE PURPOSE OF THIS AWARD IS TO PROVIDE GROUND TRANSPORTATION SERVICES IN SUPPORT OF ENFORCEMENT AND REMOVAL OPERATIONS (ERO) IN THE SALT LAKE CITY (SLC) AREA OF RESPONSIBILITY (AOR).,https://www.usaspending.gov/award/CONT_AWD_70CDCR26FR0000002_7012_70CDCR25D00000002_7012,USAspending + HigherGov,Full And Open Competition,Negotiated Proposal/Quote,8,70CDCR24R00000007,full_open_multiple_offers,https://www.highergov.com/idv/70CDCR25D00000002/
prime_award,yes,ACB2C0006-ACB00200301CACB2D0055ACB2C0006,ACB00200301CACB2D0055ACB2C0006,ACB2C0006,yes,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,Delivery Order,Other ICE service — unresolved from description,950000.00,,0.00,2003-01-15,2003-09-15,NOT COMPETED,,1,,,URGENCY,URGENCY,SINGLE AWARD,sole_source_or_not_competed,0,,,https://www.usaspending.gov/award/CONT_AWD_ACB00200301CACB2D0055ACB2C0006_7012_ACB2C0006_1528,USAspending + HigherGov,Not Competed,,1,,sole_source_or_not_competed,https://www.highergov.com/idv/ACB2C0006/
prime_award,yes,ACB00200304BACB2C0005,ACB00200304BACB2C0005,,no,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,Purchase Order,Other ICE service — unresolved from description,11490930.00,,0.00,2003-04-15,2004-03-15,FULL AND OPEN COMPETITION,,1,,,,,,full_open_one_offer,0,,,https://www.usaspending.gov/award/CONT_AWD_ACB00200304BACB2C0005_7012_-NONE-_-NONE-,USAspending + HigherGov,,,,,,
prime_award,yes,ACB2C0006-ACB00200305CACB2D0055ACB2C0006,ACB00200305CACB2D0055ACB2C0006,ACB2C0006,yes,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,Delivery Order,Other ICE service — unresolved from description,753954.00,,0.00,2003-05-15,2003-09-15,NOT COMPETED,,1,,,URGENCY,URGENCY,SINGLE AWARD,sole_source_or_not_competed,0,,,https://www.usaspending.gov/award/CONT_AWD_ACB00200305CACB2D0055ACB2C0006_7012_ACB2C0006_1528,USAspending + HigherGov,Not Competed,,1,,sole_source_or_not_competed,https://www.highergov.com/idv/ACB2C0006/
prime_award,yes,HSCEAB03C0008,HSCEAB03C0008,,no,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,Definitive Contract,Detention services — facility unresolved from description,1787229.95,,1787229.95,2003-10-01,2004-09-30,NOT AVAILABLE FOR COMPETITION,,1,,,,AUTHORIZED BY STATUTE,,other_or_ambiguous,0,,DETENTION GUARD SERVICES GTMO CUBA,https://www.usaspending.gov/award/CONT_AWD_HSCEAB03C0008_7012_-NONE-_-NONE-,USAspending + HigherGov,,,,,,
prime_award,yes,HSCEAL02C0004-HSACL4D0226,HSACL4D0226,HSCEAL02C0004,yes,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,Delivery Order,Detention services — facility unresolved from description,18329974.89,,245462491.93,2004-04-24,2009-04-23,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,1,,NO SET ASIDE USED.,,,SINGLE AWARD,full_open_one_offer,0,,DETENTION FACILITY AND GUARD SERVICES,https://www.usaspending.gov/award/CONT_AWD_HSACL4D0226_7012_HSCEAL02C0004_7012,USAspending + HigherGov,Full And Open Competition,Negotiated Proposal/Quote,2,ACL8R0076,full_open_multiple_offers,https://www.highergov.com/idv/HSCEAL02C0004/
prime_award,yes,HSCEAL02C0004-HSCEAL02C0004HSACL4D0226,HSCEAL02C0004HSACL4D0226,HSCEAL02C0004,yes,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,Delivery Order,Detention services — facility unresolved from description,11447233.36,,11447233.36,2004-04-24,2009-04-23,FULL AND OPEN COMPETITION,,2,ACL8R0076,,,,SINGLE AWARD,full_open_multiple_offers,0,,DETENTION FACILITY AND GUARD SERVICES,https://www.usaspending.gov/award/CONT_AWD_HSCEAL02C0004HSACL4D0226_7012_HSCEAL02C0004_7012,USAspending + HigherGov,Full And Open Competition,Negotiated Proposal/Quote,2,ACL8R0076,full_open_multiple_offers,https://www.highergov.com/idv/HSCEAL02C0004/
prime_award,yes,ACB2C0005-HSACB2C0005HSCSAL4D0208,HSACB2C0005HSCSAL4D0208,ACB2C0005,yes,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,Delivery Order,Detention services — facility unresolved from description,74984.82,,74984.82,2004-07-01,2009-03-31,NON-COMPETITIVE DELIVERY ORDER,,1,,,,,,sole_source_or_not_competed,0,,DETENTION FACILITY AND CUSTODY SERVICES,https://www.usaspending.gov/award/CONT_AWD_HSACB2C0005HSCSAL4D0208_7012_ACB2C0005_1528,USAspending + HigherGov,Full And Open Competition,,1,,full_open_one_offer,https://www.highergov.com/idv/ACB2C0005/
prime_award,yes,HSCEAB04C0001-HSACL5D0002,HSACL5D0002,HSCEAB04C0001,yes,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,Delivery Order,Broward Transitional Center,967141.10,,34913676.40,2004-10-01,2008-09-30,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,4,,NO SET ASIDE USED.,,,SINGLE AWARD,full_open_multiple_offers,0,,DETENTION SERVICES BROWARD TRANSITIONAL CENTER,https://www.usaspending.gov/award/CONT_AWD_HSACL5D0002_7012_HSCEAB04C0001_7012,USAspending + HigherGov,Full And Open Competition,Negotiated Proposal/Quote,2,,full_open_multiple_offers,https://www.highergov.com/idv/HSCEAB04C0001/
prime_award,yes,ACB2C0005-HSACL4D0208,HSACL4D0208,ACB2C0005,yes,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,Delivery Order,Detention services — facility unresolved from description,684025.20,,684025.20,2004-11-01,2005-07-18,,NEGOTIATED PROPOSAL/QUOTE,5,,NO SET ASIDE USED.,,,,other_or_ambiguous,0,,DETENTION CENTER,https://www.usaspending.gov/award/CONT_AWD_HSACL4D0208_7012_ACB2C0005_1528,USAspending + HigherGov,Full And Open Competition,,1,,full_open_one_offer,https://www.highergov.com/idv/ACB2C0005/
prime_award,yes,HSCEAL02C0004-HSCEOP05J00090,HSCEOP05J00090,HSCEAL02C0004,yes,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,Delivery Order,Detention services — facility unresolved from description,36873782.06,,475525703.37,2005-04-24,2009-04-23,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,1,,NO SET ASIDE USED.,,,SINGLE AWARD,full_open_one_offer,0,,DETENION FACILITY GUARD SERVICES,https://www.usaspending.gov/award/CONT_AWD_HSCEOP05J00090_7012_HSCEAL02C0004_7012,USAspending + HigherGov,Full And Open Competition,Negotiated Proposal/Quote,2,ACL8R0076,full_open_multiple_offers,https://www.highergov.com/idv/HSCEAL02C0004/
prime_award,yes,HSCEAB04C0001-HSCEOP06J00180,HSCEOP06J00180,HSCEAB04C0001,yes,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,Delivery Order,Detention services — facility unresolved from description,2969041.24,,2969041.24,2005-10-01,2008-09-30,,NEGOTIATED PROPOSAL/QUOTE,2,,NO SET ASIDE USED.,,,SINGLE AWARD,other_or_ambiguous,0,,CONTRACTOR OWNED/CONTRACTOR OPERATED DETENTION FACILITY,https://www.usaspending.gov/award/CONT_AWD_HSCEOP06J00180_7012_HSCEAB04C0001_7012,USAspending + HigherGov,Full And Open Competition,Negotiated Proposal/Quote,2,,full_open_multiple_offers,https://www.highergov.com/idv/HSCEAB04C0001/
prime_award,yes,HSACD4C0001-HSCEOP05J00133,HSCEOP05J00133,HSACD4C0001,yes,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,Delivery Order,Detention services — facility unresolved from description,687775.02,,687775.02,2005-12-01,2006-06-26,NON-COMPETITIVE DELIVERY ORDER,NEGOTIATED PROPOSAL/QUOTE,1,,NO SET ASIDE USED.,FOLLOW-ON ACTION FOLLOWING COMPETITIVE INITIAL ACTION,,MULTIPLE AWARD,sole_source_or_not_competed,0,,DETENTION FACILITY SERVICES,https://www.usaspending.gov/award/CONT_AWD_HSCEOP05J00133_7012_HSACD4C0001_7012,USAspending + HigherGov,Full And Open Competition,Negotiated Proposal/Quote,1,,full_open_one_offer,https://www.highergov.com/idv/HSACD4C0001/
prime_award,yes,HSCEAB04C0001-HSCEOP06J00405,HSCEOP06J00405,HSCEAB04C0001,yes,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,Delivery Order,Broward Transitional Center,1901810.00,,1901810.00,2005-12-01,2008-09-30,,ONLY ONE SOURCE,1,,NO SET ASIDE USED.,,,SINGLE AWARD,other_or_ambiguous,0,,DETENTION SERVICES FOR BROWARD,https://www.usaspending.gov/award/CONT_AWD_HSCEOP06J00405_7012_HSCEAB04C0001_7012,USAspending + HigherGov,Full And Open Competition,Negotiated Proposal/Quote,2,,full_open_multiple_offers,https://www.highergov.com/idv/HSCEAB04C0001/
prime_award,yes,HSCEOD06C0002,HSCEOD06C0002,,no,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,Definitive Contract,Detention services — facility unresolved from description,0.00,,0.00,2006-01-06,2016-01-05,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,1,,NO SET ASIDE USED.,,,,full_open_one_offer,0,,DETENTION SERVICES (OFFICE OF FEDERAL DETENTION TRUSTEE),https://www.usaspending.gov/award/CONT_AWD_HSCEOD06C0002_7012_-NONE-_-NONE-,USAspending + HigherGov,,,,,,
prime_award,yes,HSCEOPODT6C0002,HSCEOPODT6C0002,,no,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,Definitive Contract,Detention services — facility unresolved from description,0.00,,0.00,2006-01-06,2016-01-05,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,1,,NO SET ASIDE USED.,,,,full_open_one_offer,0,,USMS WESTERN REGION DETENTION,https://www.usaspending.gov/award/CONT_AWD_HSCEOPODT6C0002_7012_-NONE-_-NONE-,USAspending + HigherGov,,,,,,
prime_award,yes,HSACD4C0001-HSCEOP06J00469,HSCEOP06J00469,HSACD4C0001,yes,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,Delivery Order,Other ICE service — unresolved from description,1941360.83,,1941360.83,2006-09-23,2008-10-04,,NEGOTIATED PROPOSAL/QUOTE,2,,NO SET ASIDE USED.,,,MULTIPLE AWARD,other_or_ambiguous,0,,TASK ORDER,https://www.usaspending.gov/award/CONT_AWD_HSCEOP06J00469_7012_HSACD4C0001_7012,USAspending + HigherGov,Full And Open Competition,Negotiated Proposal/Quote,1,,full_open_one_offer,https://www.highergov.com/idv/HSACD4C0001/
prime_award,yes,HSCEAB04C0001-HSCEOP07J00215,HSCEOP07J00215,HSCEAB04C0001,yes,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,Delivery Order,Detention services — facility unresolved from description,7793279.60,,7793279.60,2006-10-01,2011-05-19,,ONLY ONE SOURCE,1,,NO SET ASIDE USED.,NAN,,SINGLE AWARD,other_or_ambiguous,0,,DETENTION SERVICES,https://www.usaspending.gov/award/CONT_AWD_HSCEOP07J00215_7012_HSCEAB04C0001_7012,USAspending + HigherGov,Full And Open Competition,Negotiated Proposal/Quote,2,,full_open_multiple_offers,https://www.highergov.com/idv/HSCEAB04C0001/
prime_award,yes,HSCEOP06D00010-HSCEOP07J00271,HSCEOP07J00271,HSCEOP06D00010,yes,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,Delivery Order,Detention services — facility unresolved from description,14309342.28,,14309342.28,2006-10-01,2007-09-30,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,1,,NO SET ASIDE USED.,NAN,,SINGLE AWARD,full_open_one_offer,0,,FUNDING ASSOCIATED WITH THE MANAGEMENT&OPERATIONS OF A CONTRACTOR-OWNED/CONTRACTOR-OPERATED DETETION FACILITY FOR FEDERAL DETAINEES,https://www.usaspending.gov/award/CONT_AWD_HSCEOP07J00271_7012_HSCEOP06D00010_7012,USAspending + HigherGov,Full And Open Competition,Negotiated Proposal/Quote,1,,full_open_one_offer,https://www.highergov.com/idv/HSCEOP06D00010/
prime_award,yes,HSODT6C0002-HSCEOP07F00255,HSCEOP07F00255,HSODT6C0002,yes,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,Delivery Order,Detention services — facility unresolved from description,28019.25,,28019.25,2006-12-18,2008-01-05,FULL AND OPEN COMPETITION,SIMPLIFIED ACQUISITION,1,,NO SET ASIDE USED.,,,SINGLE AWARD,full_open_one_offer,0,,DETENTION SERVICES,https://www.usaspending.gov/award/CONT_AWD_HSCEOP07F00255_7012_HSODT6C0002_7012,USAspending + HigherGov,Full And Open Competition,Negotiated Proposal/Quote,3,,full_open_multiple_offers,https://www.highergov.com/idv/HSODT6C0002/
prime_award,yes,HSCEAL02C0004-HSCEOP07J00452,HSCEOP07J00452,HSCEAL02C0004,yes,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,Delivery Order,Detention services — facility unresolved from description,33403426.64,,33403426.64,2007-04-11,2008-04-23,,NEGOTIATED PROPOSAL/QUOTE,5,,NO SET ASIDE USED.,NAN,,SINGLE AWARD,other_or_ambiguous,0,,DETENTION FACILITY,https://www.usaspending.gov/award/CONT_AWD_HSCEOP07J00452_7012_HSCEAL02C0004_7012,USAspending + HigherGov,Full And Open Competition,Negotiated Proposal/Quote,2,ACL8R0076,full_open_multiple_offers,https://www.highergov.com/idv/HSCEAL02C0004/
prime_award,yes,HSCEAB04C0001-HSCEDM08J00019,HSCEDM08J00019,HSCEAB04C0001,yes,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,Delivery Order,Detention services — facility unresolved from description,15386529.31,,15386529.31,2007-09-15,2009-03-31,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,6,,NO SET ASIDE USED.,,,SINGLE AWARD,full_open_multiple_offers,0,,DETENTION SERVICES,https://www.usaspending.gov/award/CONT_AWD_HSCEDM08J00019_7012_HSCEAB04C0001_7012,USAspending + HigherGov,Full And Open Competition,Negotiated Proposal/Quote,2,,full_open_multiple_offers,https://www.highergov.com/idv/HSCEAB04C0001/
prime_award,yes,HSACD4C0001-HSCEDM08J00055,HSCEDM08J00055,HSACD4C0001,yes,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,Delivery Order,Detention services — facility unresolved from description,37855604.90,,37855604.90,2007-10-01,2009-06-25,COMPETITIVE DELIVERY ORDER,NEGOTIATED PROPOSAL/QUOTE,1,,NO SET ASIDE USED.,,,MULTIPLE AWARD,order_competition_one_offer,0,,"ESTIMATED COST OF CONTRACT DETENTION FACILITY FOR ADULT GUARANTEED HOUSING OF DETAINEES FOR THE PREIOD OF 10/01/07-11/16/07. REQUISITION INQURIES TO AFODM, MARCOS REYNA AT 210-967-7002",https://www.usaspending.gov/award/CONT_AWD_HSCEDM08J00055_7012_HSACD4C0001_7012,USAspending + HigherGov,Full And Open Competition,Negotiated Proposal/Quote,1,,full_open_one_offer,https://www.highergov.com/idv/HSACD4C0001/
prime_award,yes,HSCEOP06D00010-HSCEDM08J00046,HSCEDM08J00046,HSCEOP06D00010,yes,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,Delivery Order,Transportation/removal services,15456071.50,,15456071.51,2007-11-26,2009-09-30,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,1,,NO SET ASIDE USED.,NAN,,SINGLE AWARD,full_open_one_offer,0,,FY 08 GUARD AND TRANSPORTATION SERVICES,https://www.usaspending.gov/award/CONT_AWD_HSCEDM08J00046_7012_HSCEOP06D00010_7012,USAspending + HigherGov,Full And Open Competition,Negotiated Proposal/Quote,1,,full_open_one_offer,https://www.highergov.com/idv/HSCEOP06D00010/
prime_award,yes,HSODT6C0002-HSCEDM08F00007,HSCEDM08F00007,HSODT6C0002,yes,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,Delivery Order,Detention services — facility unresolved from description,21168.00,,21168.00,2008-01-06,2009-01-05,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,1,,NO SET ASIDE USED.,,,SINGLE AWARD,full_open_one_offer,0,,DETENTION SERVICE,https://www.usaspending.gov/award/CONT_AWD_HSCEDM08F00007_7012_HSODT6C0002_7012,USAspending + HigherGov,Full And Open Competition,Negotiated Proposal/Quote,3,,full_open_multiple_offers,https://www.highergov.com/idv/HSODT6C0002/
prime_award,yes,HSCEOP07C00001-HSCEDM08J00062,HSCEDM08J00062,HSCEOP07C00001,yes,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,Delivery Order,Other ICE service — unresolved from description,36961.22,,36961.22,2008-02-12,2008-02-28,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,1,,NO SET ASIDE USED.,NAN,,SINGLE AWARD,full_open_one_offer,0,,"PROVIDE FUNDING TO THE GEO GROUP, INC. FOR PARTICIPATION IN ""OPERATION BLUE ADVANCE"" AS PART OF MASS MIGRATION TRAINING ACTIVITIES REQUIRED FOR THE DHS NATIONAL INCIDENT RESPONSE UNIT AND OTHER FEDERAL PARTNERS.",https://www.usaspending.gov/award/CONT_AWD_HSCEDM08J00062_7012_HSCEOP07C00001_7012,USAspending + HigherGov,Full And Open Competition After Exclusion Of Sources,Negotiated Proposal/Quote,2,HSCEOP05R00008,full_open_multiple_offers,https://www.highergov.com/idv/HSCEOP07C00001/
prime_award,yes,HSCEOP07C00001-HSCEDM08J00052,HSCEDM08J00052,HSCEOP07C00001,yes,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,Delivery Order,Other ICE service — unresolved from description,3213672.00,,3213672.00,2008-03-18,2008-09-30,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,1,,NO SET ASIDE USED.,,,SINGLE AWARD,full_open_one_offer,0,,PROVIDE FULL FY 08 FUNDING FOR GITMO,https://www.usaspending.gov/award/CONT_AWD_HSCEDM08J00052_7012_HSCEOP07C00001_7012,USAspending + HigherGov,Full And Open Competition After Exclusion Of Sources,Negotiated Proposal/Quote,2,HSCEOP05R00008,full_open_multiple_offers,https://www.highergov.com/idv/HSCEOP07C00001/
prime_award,yes,HSCEAL02C0004-HSCEDM08J00073,HSCEDM08J00073,HSCEAL02C0004,yes,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,Delivery Order,Other ICE service — unresolved from description,35551629.52,,37426815.53,2008-04-24,2009-04-23,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,2,,NO SET ASIDE USED.,,,SINGLE AWARD,full_open_multiple_offers,0,,TASK ORDER FOR FOURTH OPTION YEAR ON CONTRACT ACL2C0004,https://www.usaspending.gov/award/CONT_AWD_HSCEDM08J00073_7012_HSCEAL02C0004_7012,USAspending + HigherGov,Full And Open Competition,Negotiated Proposal/Quote,2,ACL8R0076,full_open_multiple_offers,https://www.highergov.com/idv/HSCEAL02C0004/
prime_award,yes,HSACD4C0001-HSCEDM09F00001,HSCEDM09F00001,HSACD4C0001,yes,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,Delivery Order,Detention services — facility unresolved from description,46787683.88,,46787683.88,2008-06-19,2009-09-30,COMPETITIVE DELIVERY ORDER,NEGOTIATED PROPOSAL/QUOTE,1,,NO SET ASIDE USED.,,,MULTIPLE AWARD,order_competition_one_offer,0,,"ESTIMATED COST OF CONTRACT DETENTION FACILITY FOR ""GUARANTEED AND OVERAGES"" FOR DETAINEES FOR THE PERIOD OF 10/01/08-09/30/09. INQUIRIES TO AFOD MARCOS REYNA, 210-967-7002.",https://www.usaspending.gov/award/CONT_AWD_HSCEDM09F00001_7012_HSACD4C0001_7012,USAspending + HigherGov,Full And Open Competition,Negotiated Proposal/Quote,1,,full_open_one_offer,https://www.highergov.com/idv/HSACD4C0001/
prime_award,yes,HSCEOP07C00001-HSCEDM09F00004,HSCEDM09F00004,HSCEOP07C00001,yes,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,Delivery Order,Other ICE service — unresolved from description,0.00,,0.00,2008-09-16,2009-09-30,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,1,,NO SET ASIDE USED.,,,SINGLE AWARD,full_open_one_offer,0,,"PROVIDE FY 2009 SUBJECT TO THE AVAILABILITY OF FUNDS FOR THE GEO GROUP, INC. TO MANAGE/OPERATE THE MIGRANT OPERATIONS CENTER IN GUANTANAMO BAY, CUBA UNDER OPTION PERIOD II OF CONTRACT HSCEOP-07-C-00001 AND TASK ORDER HSCEDM-08-J-00052.",https://www.usaspending.gov/award/CONT_AWD_HSCEDM09F00004_7012_HSCEOP07C00001_7012,USAspending + HigherGov,Full And Open Competition After Exclusion Of Sources,Negotiated Proposal/Quote,2,HSCEOP05R00008,full_open_multiple_offers,https://www.highergov.com/idv/HSCEOP07C00001/
prime_award,yes,HSCEOP06D00010-HSCEDM09F00005,HSCEDM09F00005,HSCEOP06D00010,yes,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,Delivery Order,Transportation/removal services,17233377.70,,17233377.71,2008-09-17,2010-05-31,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,1,,NO SET ASIDE USED.,,,SINGLE AWARD,full_open_one_offer,0,,"FUNDING AS PRESCRIBED ON TERMS OF CDF CONTRACT #HSCEOP-06-D-00010.
EXISTING DETENTION SPACE IS NEEDED TO HOUSE KNOWN ALIEN FELONS FOR REMOVAL PROCEEDINGS.",https://www.usaspending.gov/award/CONT_AWD_HSCEDM09F00005_7012_HSCEOP06D00010_7012,USAspending + HigherGov,Full And Open Competition,Negotiated Proposal/Quote,1,,full_open_one_offer,https://www.highergov.com/idv/HSCEOP06D00010/
prime_award,yes,HSCEOP07C00001-HSCEDM09J00014,HSCEDM09J00014,HSCEOP07C00001,yes,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,Delivery Order,Other ICE service — unresolved from description,58035.19,,58035.19,2008-10-28,2009-11-23,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,1,,NO SET ASIDE USED.,NAN,,SINGLE AWARD,full_open_one_offer,0,,"PROVIDE FUNDING TO THE GEO GROUP INC FOR PARTICIPATION IN THE FY 2009 ""OPERATION BLUE ADVANCE"" AS PART OF MASS MIGRATION TRAINING ACTIVITIES FOR THE DHS NATIONAL INCIDENT RESPONSE UNIT AND OTHER FEDERAL PARTNERS.",https://www.usaspending.gov/award/CONT_AWD_HSCEDM09J00014_7012_HSCEOP07C00001_7012,USAspending + HigherGov,Full And Open Competition After Exclusion Of Sources,Negotiated Proposal/Quote,2,HSCEOP05R00008,full_open_multiple_offers,https://www.highergov.com/idv/HSCEOP07C00001/
prime_award,yes,HSODT6C0002-HSCEDM09F00012,HSCEDM09F00012,HSODT6C0002,yes,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,Delivery Order,Detention services — facility unresolved from description,14427.00,,14427.00,2008-12-04,2010-01-05,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,1,,NO SET ASIDE USED.,NAN,,SINGLE AWARD,full_open_one_offer,0,,DETENTION SERVICES,https://www.usaspending.gov/award/CONT_AWD_HSCEDM09F00012_7012_HSODT6C0002_7012,USAspending + HigherGov,Full And Open Competition,Negotiated Proposal/Quote,3,,full_open_multiple_offers,https://www.highergov.com/idv/HSODT6C0002/
