fiscal_year,action_date,piid,parent_idv,modification,facility,facility_class,legal_awardee,recipient_uei,cage_code,awarding_subagency,action_type,obligation_delta,award_total_obligations_snapshot,award_total_outlay_snapshot,base_and_exercised_options_value_snapshot,current_total_value_snapshot,potential_total_value_snapshot,pop_start,pop_current_end,pop_potential_end,pricing,number_of_offers,extent_competed,solicitation_procedures,other_than_full_and_open_basis,undefinitized_action,naics,psc,description,usa_contract_transaction_key
2026,2026-01-23,70CDCR24FR0000039,70CDCR20D00000013,P00010,T. Don Hutto Detention Center,legacy_direct,"CORECIVIC, INC.",HJGMJN1JKL46,3HAR6,U.S. Immigration and Customs Enforcement,CLOSE OUT,-4652.96,24394912.37,24394912.37,-4652.96,24394912.37,24394912.37,2024-08-01,2025-07-31,2025-07-31 00:00:00,FIRM FIXED PRICE,,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,,NO,561612,S206,THIS TASK ORDER PROVIDES DETENTION AND TRANSPORTATION SERVICES FOR DETAINEES HOUSED AT THE HUTTO DETENTION CENTER. THIS IS A MODIFICATION TO DEOBLIGATE EXCESS FUNDS AND CLOSEOUT THE TASK ORDER.,7012_7012_70CDCR24FR0000039_P00010_70CDCR20D00000013_0
2026,2026-01-23,70CDCR25FR0000011,70CDCR20D00000007,P00005,Otay Mesa Detention Center,legacy_direct,"CORECIVIC, INC.",HJGMJN1JKL46,3HAR6,U.S. Immigration and Customs Enforcement,FUNDING ONLY ACTION,9380508.67,114347553.96,114412050.47,9380508.67,114347553.96,114347553.96,2024-12-20,2025-12-19,2025-12-19 00:00:00,FIRM FIXED PRICE,,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,,NO,561612,S206,"FUNDING FOR DETENTION AND TRANSPORTATION SERVICES AT THE OTAY MESA DETENTION CENTER IN SUPPORT TO SAN DIEGO AREA OF RESPONSIBILITY, CALIFORNIA.",7012_7012_70CDCR25FR0000011_P00005_70CDCR20D00000007_0
2026,2026-01-23,70CDCR26FR0000030,70CDCR20D00000007,0,Otay Mesa Detention Center,legacy_direct,"CORECIVIC, INC.",HJGMJN1JKL46,3HAR6,U.S. Immigration and Customs Enforcement,,22222206.95,22222206.95,30808072.72,22222206.95,22222206.95,22222206.95,2025-12-20,2026-12-19,2026-12-19 00:00:00,FIRM FIXED PRICE,,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,,NO,561612,S206,"DETENTION AND TRANSPORTATION SERVICES FOR CDF AT OTAY MESA IN SUPPORT SAN DIEGO AREA OF RESPONSIBILITY, CA",7012_7012_70CDCR26FR0000030_0_70CDCR20D00000007_0
2026,2026-02-06,70CDCR25FR0000039,70CDCR25D00000010,P00003,California City Immigration Processing Center,new_direct_activation,"CORECIVIC, INC.",HJGMJN1JKL46,3HAR6,U.S. Immigration and Customs Enforcement,FUNDING ONLY ACTION,158622.28,13658622.28,13660052.71,158622.28,13658622.28,13658622.28,2025-04-01,2025-08-31,2026-03-08 00:00:00,FIRM FIXED PRICE,,NOT COMPETED,ONLY ONE SOURCE,URGENCY (FAR 6.302-2),LETTER CONTRACT,561612,S206,THE PURPOSE OF THIS MODIFICATION IS TO FULLY FUND A DETENTION FACILITY WITHIN THE CALIFORNIA CITY CORRECTIONAL FACILITY IN SUPPORT OF THE PRESIDENT'S DECLARATION OF A NATIONAL EMERGENCY AT THE SOUTHERN BORDER.,7012_7012_70CDCR25FR0000039_P00003_70CDCR25D00000010_0
2026,2026-02-10,70CDCR25FR0000123,70CDCR25D00000008,P00002,Midwest Regional Reception Center,new_direct_activation,"CORECIVIC, INC.",HJGMJN1JKL46,3HAR6,U.S. Immigration and Customs Enforcement,FUNDING ONLY ACTION,2896236.00,18478836.00,10331564.14,2896236.00,18478836.00,18478836.00,2025-09-26,2026-03-31,2026-03-31 00:00:00,FIRM FIXED PRICE,,NOT COMPETED,ONLY ONE SOURCE,URGENCY (FAR 6.302-2),NO,561612,S206,"THE PURPOSE OF THIS TASK ORDER IS FOR HOUSING, TRANSPORTATION AND MEDICAL FOR ICE ALIENS AT THE MIDWEST.  THIS MODIFICATION AUTHORIZES PAYMENT FOR REQUEST FOR EQUITABLE ADJUSTMENT AND AUTHORIZES A PAYMENT METHODOLOGY MOVING FORWARD.",7012_7012_70CDCR25FR0000123_P00002_70CDCR25D00000008_0
2026,2026-03-05,70CDCR25FR0000090,70CDCR20D00000013,P00004,T. Don Hutto Detention Center,legacy_direct,"CORECIVIC, INC.",HJGMJN1JKL46,3HAR6,U.S. Immigration and Customs Enforcement,FUNDING ONLY ACTION,4039598.00,17808613.40,16664338.63,4039598.00,17808613.40,17808613.40,2025-08-01,2026-03-31,2026-03-31 00:00:00,FIRM FIXED PRICE,,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,,NO,561612,S206,THIS TASK ORDER PROVIDES DETENTION AND TRANSPORTATION SERVICES AT THE T. DON HUTTO DETENTION CENTER. THIS MODIFICATION OBLIGATES FUNDS TO SUPPORT THE SERVICES AT THE CENTER.,7012_7012_70CDCR25FR0000090_P00004_70CDCR20D00000013_0
2026,2026-03-06,70CDCR25FR0000122,70CDCR25D00000010,P00002,California City Immigration Processing Center,new_direct_activation,"CORECIVIC, INC.",HJGMJN1JKL46,3HAR6,U.S. Immigration and Customs Enforcement,FUNDING ONLY ACTION,21330700.00,56983382.25,34814800.92,21330700.00,56983382.25,56983382.25,2025-09-01,2026-08-31,2026-08-31 00:00:00,FIRM FIXED PRICE,,NOT COMPETED,ONLY ONE SOURCE,URGENCY (FAR 6.302-2),NO,561612,S206,"THE PURPOSE OF THIS MODIFICATION IS TO PROVIDE FUNDING FOR CONTINUATION OF DETENTION AND TRANSPORTATION SERVICES AT THE CALIFORNIA CITY DETENTION CENTER IN CALIFORNIA CITY, CA.",7012_7012_70CDCR25FR0000122_P00002_70CDCR25D00000010_0
2026,2026-03-13,70CDCR25FR0000095,70CDCR20D00000014,P00003,Houston Contract Detention Facility,legacy_direct,"CORECIVIC, INC.",HJGMJN1JKL46,3HAR6,U.S. Immigration and Customs Enforcement,FUNDING ONLY ACTION,7625356.86,18973556.86,17942948.29,7625356.86,18973556.86,18973556.86,2025-08-18,2026-03-31,2026-04-12 00:00:00,FIRM FIXED PRICE,,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,,NO,561612,S206,THIS CONTRACT PROVIDES DETENTION AND TRANSPORTATION SERVICES AT HOUSTON CONTRACT DETENTION FACILITY. THE PURPOSE OF THIS MODIFICATION IS TO UPDATE THE PROVIDE ADDITIONAL FUNDING AND UPDATE THE COR INFORMATION ON THE ORDER.,7012_7012_70CDCR25FR0000095_P00003_70CDCR20D00000014_0
2026,2026-03-19,70CDCR26FR0000030,70CDCR20D00000007,P00001,Otay Mesa Detention Center,legacy_direct,"CORECIVIC, INC.",HJGMJN1JKL46,3HAR6,U.S. Immigration and Customs Enforcement,FUNDING ONLY ACTION,12128942.69,34351149.64,30808072.72,12128942.69,34351149.64,34351149.64,2025-12-20,2026-03-31,2026-12-19 00:00:00,FIRM FIXED PRICE,,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,,NO,561612,S206,"DETENTION, TRANSPORTATION, AND MEDICAL SERVICES AT THE OTAY MESA DETENTION FACILITY IN SUPPORT OF THE SAN DIEGO AREA OF RESPONSIBILITY, CA.",7012_7012_70CDCR26FR0000030_P00001_70CDCR20D00000007_0
2026,2026-04-10,70CDCR25FR0000041,DJJODT9C0001,P00004,Central Arizona Florence Correctional Complex,legacy_direct,CORRECTIONS CORPORATION OF AMERICA,HJGMJN1JKL46,3HAR6,U.S. Immigration and Customs Enforcement,FUNDING ONLY ACTION,4600000.00,21375600.00,20211562.22,4600000.00,21375600.00,21375600.00,2025-07-01,2026-06-30,2026-06-30 00:00:00,FIRM FIXED PRICE,,FOLLOW ON TO COMPETED ACTION,NEGOTIATED PROPOSAL/QUOTE,FOLLOW-ON CONTRACT (FAR 6.302-1(A)(2)(II/III)),NO,922190,S206,THIS AGREEMENT PROVIDES DETENTION SERVICES FOR ALIENS HOUSED AT THE CENTRAL ARIZONA FLORENCE CORRECTIONAL COMPLEX. THIS IS A MODIFICATION TO OBLIGATE FUNDS TO SUPPORT THOSE SERVICES AT THE COMPLEX.,7012_1501_70CDCR25FR0000041_P00004_DJJODT9C0001_0
2026,2026-04-23,70CDCR25FR0000039,70CDCR25D00000010,P00004,California City Immigration Processing Center,new_direct_activation,"CORECIVIC, INC.",HJGMJN1JKL46,3HAR6,U.S. Immigration and Customs Enforcement,CLOSE OUT,0.00,13658622.28,13660052.71,0.00,13658622.28,13658622.28,2025-04-01,2025-08-31,2026-03-08 00:00:00,FIRM FIXED PRICE,,NOT COMPETED,ONLY ONE SOURCE,URGENCY (FAR 6.302-2),NO,561612,S206,THE PURPOSE OF THIS MODIFICATION IS TO FULLY FUND A DETENTION FACILITY WITHIN THE CALIFORNIA CITY CORRECTIONAL FACILITY IN SUPPORT OF THE PRESIDENT'S DECLARATION OF A NATIONAL EMERGENCY AT THE SOUTHERN BORDER.  THIS IS A CLOSEOUT MODIFICATION,7012_7012_70CDCR25FR0000039_P00004_70CDCR25D00000010_0
2026,2026-04-30,70CDCR26FR0000058,70CDCR26D00000029,0,Torrance County Detention Facility,fy2026_new_direct,"CORECIVIC, INC.",HJGMJN1JKL46,3HAR6,U.S. Immigration and Customs Enforcement,,6326650.00,6326650.00,,6326650.00,6326650.00,6326650.00,2026-05-01,2026-06-30,2026-06-30 00:00:00,FIRM FIXED PRICE,,NOT COMPETED,ONLY ONE SOURCE,ONLY ONE SOURCE-OTHER (FAR 6.302-1 OTHER),NO,561612,S206,THIS TASK ORDER PROVIDES DETENTION AND TRANSPORTATION AT THE TORRANCE COUNTY DETENTION FACILITY. THE PURPOSE OF THIS ACTION IS TO ISSUE A NEW TASK ORDER AND ADD FUNDING FOR THESE SERVICES.,7012_7012_70CDCR26FR0000058_0_70CDCR26D00000029_0
2026,2026-04-30,70CDCR26FR0000060,70CDCR26D00000029,0,Cibola County Correctional Center,fy2026_new_direct,"CORECIVIC, INC.",HJGMJN1JKL46,3HAR6,U.S. Immigration and Customs Enforcement,,3768006.06,3768006.06,,3768006.06,3768006.06,3768006.06,2026-05-01,2026-06-30,2026-06-30 00:00:00,FIRM FIXED PRICE,,NOT COMPETED,ONLY ONE SOURCE,ONLY ONE SOURCE-OTHER (FAR 6.302-1 OTHER),NO,561612,S206,THIS TASK ORDER PROVIDES DETENTION AND TRANSPORTATION AT THE CIBOLA COUNTY CORRECTIONAL CENTER. THE PURPOSE OF THIS ACTION IS TO ISSUE A NEW TASK ORDER AND ADD FUNDING FOR THESE SERVICES.,7012_7012_70CDCR26FR0000060_0_70CDCR26D00000029_0
2026,2026-05-13,70CDCR25FR0000041,DJJODT9C0001,P00005,Central Arizona Florence Correctional Complex,legacy_direct,CORRECTIONS CORPORATION OF AMERICA,HJGMJN1JKL46,3HAR6,U.S. Immigration and Customs Enforcement,FUNDING ONLY ACTION,3627200.00,25002800.00,20211562.22,3627200.00,25002800.00,25002800.00,2025-07-01,2026-06-30,2026-06-30 00:00:00,FIRM FIXED PRICE,,FOLLOW ON TO COMPETED ACTION,NEGOTIATED PROPOSAL/QUOTE,FOLLOW-ON CONTRACT (FAR 6.302-1(A)(2)(II/III)),NO,922190,S206,THIS AGREEMENT PROVIDES DETENTION SERVICES FOR ALIENS HOUSED AT THE CENTRAL ARIZONA FLORENCE CORRECTIONAL COMPLEX. THIS IS A MODIFICATION TO OBLIGATE FUNDS TO SUPPORT THOSE SERVICES AT THE COMPLEX.,7012_1501_70CDCR25FR0000041_P00005_DJJODT9C0001_0
2026,2026-05-18,70CDCR26FR0000060,70CDCR26D00000029,P00001,Cibola County Correctional Center,fy2026_new_direct,"CORECIVIC, INC.",HJGMJN1JKL46,3HAR6,U.S. Immigration and Customs Enforcement,FUNDING ONLY ACTION,1134600.00,4902606.06,,1134600.00,4902606.06,4902606.06,2026-05-01,2026-07-22,2026-07-22 00:00:00,FIRM FIXED PRICE,,NOT COMPETED,ONLY ONE SOURCE,ONLY ONE SOURCE-OTHER (FAR 6.302-1 OTHER),NO,561612,S206,THIS TASK ORDER PROVIDES DETENTION AND TRANSPORTATION AT THE CIBOLA COUNTY CORRECTIONAL CENTER. THE PURPOSE OF THIS ACTION IS TO ISSUE A NEW TASK ORDER AND ADD FUNDING FOR THESE SERVICES.,7012_7012_70CDCR26FR0000060_P00001_70CDCR26D00000029_0
2026,2026-05-20,70CDCR26FR0000030,70CDCR20D00000007,P00002,Otay Mesa Detention Center,legacy_direct,"CORECIVIC, INC.",HJGMJN1JKL46,3HAR6,U.S. Immigration and Customs Enforcement,FUNDING ONLY ACTION,6120747.00,40471896.64,30808072.72,6120747.00,40471896.64,40471896.64,2025-12-20,2026-12-19,2026-12-19 00:00:00,FIRM FIXED PRICE,,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,,NO,561612,S206,"DETENTION, TRANSPORTATION, AND MEDICAL SERVICES AT THE OTAY MESA DETENTION FACILITY IN SUPPORT OF THE SAN DIEGO AREA OF RESPONSIBILITY, CA.",7012_7012_70CDCR26FR0000030_P00002_70CDCR20D00000007_0
2026,2026-05-28,70CDCR25FR0000090,70CDCR20D00000013,P00005,T. Don Hutto Detention Center,legacy_direct,"CORECIVIC, INC.",HJGMJN1JKL46,3HAR6,U.S. Immigration and Customs Enforcement,FUNDING ONLY ACTION,6533010.00,24341623.40,16664338.63,6533010.00,24341623.40,24341623.40,2025-08-01,2026-06-30,2026-06-30 00:00:00,FIRM FIXED PRICE,,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,,NO,561612,S206,THIS TASK ORDER PROVIDES DETENTION AND TRANSPORTATION SERVICES AT THE T. DON HUTTO DETENTION CENTER. THIS MODIFICATION OBLIGATES FUNDS TO SUPPORT THE SERVICES AT THE CENTER AND EXTENDS THE PERIOD OF PERFORMANCE.,7012_7012_70CDCR25FR0000090_P00005_70CDCR20D00000013_0
2026,2026-05-28,70CDCR25FR0000095,70CDCR20D00000014,P00004,Houston Contract Detention Facility,legacy_direct,"CORECIVIC, INC.",HJGMJN1JKL46,3HAR6,U.S. Immigration and Customs Enforcement,FUNDING ONLY ACTION,3967343.00,22940899.86,17942948.29,3967343.00,22940899.86,22940899.86,2025-08-18,2026-05-31,2026-06-27 00:00:00,FIRM FIXED PRICE,,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,,NO,561612,S206,THIS CONTRACT PROVIDES DETENTION AND TRANSPORTATION SERVICES AT HOUSTON CONTRACT DETENTION FACILITY. THE PURPOSE OF THIS MODIFICATION IS TO UPDATE THE PROVIDE ADDITIONAL FUNDING TO THE ORDER.,7012_7012_70CDCR25FR0000095_P00004_70CDCR20D00000014_0
2026,2026-05-29,70CDCR25FR0000123,70CDCR25D00000008,P00003,Midwest Regional Reception Center,new_direct_activation,"CORECIVIC, INC.",HJGMJN1JKL46,3HAR6,U.S. Immigration and Customs Enforcement,EXERCISE AN OPTION,19467738.12,37946574.12,10331564.14,19467738.12,37946574.12,37946574.12,2025-09-26,2026-06-30,2026-06-30 00:00:00,FIRM FIXED PRICE,,NOT COMPETED,ONLY ONE SOURCE,URGENCY (FAR 6.302-2),NO,561612,S206,"THE PURPOSE OF THIS TASK ORDER IS FOR HOUSING, TRANSPORTATION AND MEDICAL FOR ICE ALIENS AT THE MIDWEST.  THIS MODIFICATION PROVIDES ADDITIONAL FUNDING AND EXERCISES THE OPTIONAL CLIN TO BEGIN THE STARTUP OF THE BEHAVIORAL HEALTH UNIT.",7012_7012_70CDCR25FR0000123_P00003_70CDCR25D00000008_0
2026,2026-06-03,70CDCR26FR0000058,70CDCR26D00000029,P00001,Torrance County Detention Facility,fy2026_new_direct,"CORECIVIC, INC.",HJGMJN1JKL46,3HAR6,U.S. Immigration and Customs Enforcement,FUNDING ONLY ACTION,3163400.00,9490050.00,,3163400.00,9490050.00,9490050.00,2026-05-01,2026-07-31,2026-07-31 00:00:00,FIRM FIXED PRICE,,NOT COMPETED,ONLY ONE SOURCE,ONLY ONE SOURCE-OTHER (FAR 6.302-1 OTHER),NO,561612,S206,THIS TASK ORDER PROVIDES DETENTION AND TRANSPORTATION AT THE TORRANCE COUNTY DETENTION FACILITY. THE PURPOSE OF THIS ACTION IS TO ADD FUNDING FOR THESE SERVICES.,7012_7012_70CDCR26FR0000058_P00001_70CDCR26D00000029_0
2026,2026-06-09,70CDCR26FR0000099,70CDCR26D00000025,0,Elizabeth Detention Facility,fy2026_new_direct,"CORECIVIC, INC.",HJGMJN1JKL46,3HAR6,U.S. Immigration and Customs Enforcement,,2030000.00,2030000.00,,2030000.00,2030000.00,2030000.00,2026-06-07,2026-06-30,2026-06-30 00:00:00,FIRM FIXED PRICE,,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,,NO,561612,S206,"THIS TO PROVIDES FUNDING FOR DETENTION SERVICES AT THE ELIZABETH DETENTION FACILITY IN NEWARK, NJ. FUNDED PERIOD IS 01-JUN-2026 THRU 30-JUN-2026.",7012_7012_70CDCR26FR0000099_0_70CDCR26D00000025_0
2026,2026-06-15,70CDCR25FR0000095,70CDCR20D00000014,P00005,Houston Contract Detention Facility,legacy_direct,"CORECIVIC, INC.",HJGMJN1JKL46,3HAR6,U.S. Immigration and Customs Enforcement,FUNDING ONLY ACTION,18237200.00,41178099.86,17942948.29,18237200.00,41178099.86,41178099.86,2025-08-18,2026-08-17,2026-08-17 00:00:00,FIRM FIXED PRICE,,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,,NO,561612,S206,THIS CONTRACT PROVIDES DETENTION AND TRANSPORTATION SERVICES AT HOUSTON CONTRACT DETENTION FACILITY. THE PURPOSE OF THIS MODIFICATION IS TO PROVIDE ADDITIONAL FUNDING TO THE ORDER.,7012_7012_70CDCR25FR0000095_P00005_70CDCR20D00000014_0
2026,2026-06-17,70CDCR25FR0000011,70CDCR20D00000007,P00006,Otay Mesa Detention Center,legacy_direct,"CORECIVIC, INC.",HJGMJN1JKL46,3HAR6,U.S. Immigration and Customs Enforcement,CLOSE OUT,-11.34,114347542.62,114412050.47,-11.34,114347542.62,114347542.62,2024-12-20,2025-12-19,2025-12-19 00:00:00,FIRM FIXED PRICE,,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,,NO,561612,S206,"DE-OB AND CLOSE OUT FOR THE OTAY MESA DETENTION CENTER IN SUPPORT TO SAN DIEGO AREA OF RESPONSIBILITY, CALIFORNIA.",7012_7012_70CDCR25FR0000011_P00006_70CDCR20D00000007_0
2026,2026-06-26,70CDCR26FR0000030,70CDCR20D00000007,P00003,Otay Mesa Detention Center,legacy_direct,"CORECIVIC, INC.",HJGMJN1JKL46,3HAR6,U.S. Immigration and Customs Enforcement,FUNDING ONLY ACTION,18879323.43,59351220.07,30808072.72,18879323.43,59351220.07,59351220.07,2025-12-20,2026-12-19,2026-12-19 00:00:00,FIRM FIXED PRICE,,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,,NO,561612,S206,"THIS MODIFICATION PROVIDES ADDITIONAL FUNDING FOR DETENTION, TRANSPORTATION, AND MEDICAL SERVICES AT THE OTAY MESA DETENTION FACILITY IN SUPPORT OF THE SAN DIEGO AREA OF RESPONSIBILITY, CA.",7012_7012_70CDCR26FR0000030_P00003_70CDCR20D00000007_0
2026,2026-07-02,70CDCR26FR0000069,DJJODT9C0001,0,Central Arizona Florence Correctional Complex,legacy_direct,CORRECTIONS CORPORATION OF AMERICA,HJGMJN1JKL46,3HAR6,U.S. Immigration and Customs Enforcement,,2600000.00,2600000.00,,2600000.00,2600000.00,2600000.00,2026-07-01,2027-06-30,2027-06-30 00:00:00,FIRM FIXED PRICE,,FOLLOW ON TO COMPETED ACTION,NEGOTIATED PROPOSAL/QUOTE,FOLLOW-ON CONTRACT (FAR 6.302-1(A)(2)(II/III)),NO,922190,S206,THIS AGREEMENT PROVIDES DETENTION SERVICES FOR ALIENS HOUSED AT THE CENTRAL ARIZONA FLORENCE CORRECTIONAL COMPLEX.,7012_1501_70CDCR26FR0000069_0_DJJODT9C0001_0
2026,2026-07-06,70CDCR25FR0000122,70CDCR25D00000010,P00003,California City Immigration Processing Center,new_direct_activation,"CORECIVIC, INC.",HJGMJN1JKL46,3HAR6,U.S. Immigration and Customs Enforcement,FUNDING ONLY ACTION,37736761.71,94720143.96,34814800.92,37736761.71,94720143.96,94720143.96,2025-09-01,2026-08-31,2026-08-31 00:00:00,FIRM FIXED PRICE,,NOT COMPETED,ONLY ONE SOURCE,URGENCY (FAR 6.302-2),NO,561612,S206,"THE PURPOSE OF THIS MODIFICATION IS TO PROVIDE FUNDING FOR CONTINUATION OF DETENTION AND TRANSPORTATION SERVICES AT THE CALIFORNIA CITY DETENTION CENTER IN CALIFORNIA CITY, CA.",7012_7012_70CDCR25FR0000122_P00003_70CDCR25D00000010_0
2026,2026-07-10,70CDCR25FR0000095,70CDCR20D00000014,P00006,Houston Contract Detention Facility,legacy_direct,"CORECIVIC, INC.",HJGMJN1JKL46,3HAR6,U.S. Immigration and Customs Enforcement,FUNDING ONLY ACTION,1000000.00,42178099.86,17942948.29,1000000.00,42178099.86,42178099.86,2025-08-18,2026-08-17,2026-08-17 00:00:00,FIRM FIXED PRICE,,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,,NO,561612,S206,THIS CONTRACT PROVIDES DETENTION AND TRANSPORTATION SERVICES AT HOUSTON CONTRACT DETENTION FACILITY. THE PURPOSE OF THIS MODIFICATION IS TO PROVIDE ADDITIONAL FUNDING TO THE ORDER.,7012_7012_70CDCR25FR0000095_P00006_70CDCR20D00000014_0
