event_id,date,license_num,license_scope,event_subtype,entity_name,entity_dba,actions,outcome,board_granted_application,ownership_subject_entity,ownership_subject_scope,parties_before,parties_after,entity_before,entity_after,entity_conversion_explicit,source_url,page_start,page_end,item_number,outcome_text,ambiguity_notes,item_text
BLB-2024-02-29-OWN-p5-i5,2024-02-29,LB101846,explicit_alcohol,ownership_application_disposition,"Stephen T. DeAngelis, Inc.",Golden Goose Market,"[""stock_interest_change""]",granted,True,"Stephen T. DeAngelis, Inc.",named_licensee_or_licensed_business; indirect_ownership_level_not_further_specified,[],[],,,False,https://www.boston.gov/sites/default/files/file/2024/02/Voting%20Minutes%202-29-24%20-%20Final%20-%20To%20Be%20Posted.pdf,5,5,5,Granted,"[""Golden Goose stock-interest changes recur on February 29 and June 6. Parties and amounts are unstated, so whether these reflect the same or different underlying equity transaction is unresolved."", ""No owner/shareholder names or ownership percentages are stated for the ownership action; officer and manager names in the item are not substituted."", ""Board approval alone does not establish a completed transaction, current capitalization, control, or private-equity sponsorship.""]","5. Stephen T. DeAngelis, Inc.

Doing business as: Golden Goose Market
179 Commercial Street, Boston, MA 02109
License #: LB-101846
Holder of a Retail Package Store All-Alcoholic Beverages License has petitioned to change the
corporate name of the licensed business - From: Stephen T. DeAngelis, Inc. To: Golden Goose Markets,
Inc. Secondly, has petitioned for a change of Stock Interest.

Granted"
BLB-2024-02-29-OWN-p5-i6,2024-02-29,LB99289,explicit_alcohol,ownership_application_disposition,"Pleasant, Inc.",Pleasant Café,"[""ownership_interest_change"", ""stock_interest_change""]",granted,True,"Pleasant, Inc.",named_licensee_or_licensed_business; indirect_ownership_level_not_further_specified,[],[],,,False,https://www.boston.gov/sites/default/files/file/2024/02/Voting%20Minutes%202-29-24%20-%20Final%20-%20To%20Be%20Posted.pdf,5,5,6,Granted,"[""No owner/shareholder names or ownership percentages are stated for the ownership action; officer and manager names in the item are not substituted."", ""Board approval alone does not establish a completed transaction, current capitalization, control, or private-equity sponsorship.""]","6. Pleasant, Inc.

Doing business as: Pleasant Café
4511-4519 Washington Street, Roslindale, MA 02131
License #: LB-99289
Holder of a Common Victualler 7 Day All-Alcoholic Beverages License has petitioned for a change of
Officers/Directors. Secondly, has petitioned for a change of Ownership Interest. Lastly, has petitioned
for a change of Stock Interest.
Attorney: Patricia Malone

Granted"
BLB-2024-03-07-OWN-p1-i2,2024-03-07,LB98962,explicit_alcohol,ownership_application_disposition,"Colonial Tavern, Inc.",Jacques Restaurant,"[""stock_interest_change""]",granted,True,"Colonial Tavern, Inc.",named_licensee_or_licensed_business; indirect_ownership_level_not_further_specified,[],[],,,False,https://www.boston.gov/sites/default/files/file/2024/03/Voting%20Minutes%203-7-24%20-%20Final.pdf,1,1,2,Granted,"[""No owner/shareholder names or ownership percentages are stated for the ownership action; officer and manager names in the item are not substituted."", ""Board approval alone does not establish a completed transaction, current capitalization, control, or private-equity sponsorship.""]","2. Colonial Tavern, Inc.

Doing business as: Jacques Restaurant
77 - 79 Broadway, Boston, MA 02116
License #: LB-98962
Holder of a General On Premises All-Alcoholic Beverages License has petitioned to change the manager of the
licensed business - From: Kristen Turilli To: Henry D. Vara III. Secondly, has petitioned for a change of
Officers/Directors. Lastly, has petitioned for a change of Stock Interest.
Attorney: Carolyn Conway

Granted"
BLB-2024-04-04-OWN-p3-i2,2024-04-04,LB99763,explicit_alcohol,ownership_application_disposition,Dailongy Hot Pot Inc.,Dynasty Restaurant,"[""stock_interest_change""]",granted,True,Dailongy Hot Pot Inc.,named_licensee_or_licensed_business; indirect_ownership_level_not_further_specified,[],[],,,False,https://www.boston.gov/sites/default/files/file/2024/04/Voting%20Minutes%204-4-24.docx%20%282%29.pdf,3,3,2,Granted,"[""No owner/shareholder names or ownership percentages are stated for the ownership action; officer and manager names in the item are not substituted."", ""Board approval alone does not establish a completed transaction, current capitalization, control, or private-equity sponsorship.""]","2. Dailongy Hot Pot Inc.

  Doing business as: Dynasty Restaurant
  14 Hudson St, Boston, MA 02111
  License #: LB-99763
  Holder of a Common Victualler 7 Day Wines and Malt Beverages w/ Liqueurs License has petitioned
  to change the manager of the licensed business – From: Limin Chen To: William Jian Min Huang.
  Secondly, has petitioned to change the corporate name of the licensed business -
  from: Dailongy Hot Pot, Inc. To: Dynasty Restaurant, Inc. Thirdly, has petitioned for a change of
  Officers/Directors. Lastly, has petitioned for a change of Stock Interest.
  Attorney: Chung H. Lee

Granted"
BLB-2024-04-25-OWN-p5-i9,2024-04-25,LB102056,explicit_alcohol,ownership_application_disposition,"G & V Brighton Mart, Inc.",Babushka Deli,"[""stock_interest_change""]",granted,True,"G & V Brighton Mart, Inc.",named_licensee_or_licensed_business; indirect_ownership_level_not_further_specified,[],[],,,False,https://www.boston.gov/sites/default/files/file/2024/04/Voting%20Minutes%204-25-24_0.pdf,5,5,9,Granted,"[""No owner/shareholder names or ownership percentages are stated for the ownership action; officer and manager names in the item are not substituted."", ""Board approval alone does not establish a completed transaction, current capitalization, control, or private-equity sponsorship.""]","9. G & V Brighton Mart, Inc.

Doing business as: Babushka Deli
62 Washington St, Brighton, MA 02135
License #: LB-102056
Holder of a Retail Package Store All-Alcoholic Beverages License has petitioned for a change of
Officers /Directors. Secondly, has petitioned for a change of Stock Interest. Lastly, has petitioned to
change the manager of the licensed business – From: Niral Patel To: MD Bashirul Islam.
Attorney: Carolyn M Conway

Granted"
BLB-2024-04-25-OWN-p6-i10,2024-04-25,LB138282,explicit_alcohol,ownership_application_disposition,Stride Corporation,Sava’s Market,"[""stock_interest_change""]",granted,True,Stride Corporation,named_licensee_or_licensed_business; indirect_ownership_level_not_further_specified,[],[],,,False,https://www.boston.gov/sites/default/files/file/2024/04/Voting%20Minutes%204-25-24_0.pdf,6,6,10,Granted,"[""No owner/shareholder names or ownership percentages are stated for the ownership action; officer and manager names in the item are not substituted."", ""Board approval alone does not establish a completed transaction, current capitalization, control, or private-equity sponsorship.""]","10. Stride Corporation

Doing business as: Sava’s Market
150 Bennington St, East Boston, MA 02128
License #: LB-138282
Holder of a Retail Package Store All-Alcoholic Beverages License has petitioned for a change of
Officers/Directors. Secondly, has petitioned for a change of Stock Interest.
Attorney: John Mooradian

Granted"
BLB-2024-04-25-OWN-p11-i3,2024-04-25,LB100822,common_victualler_no_alcohol_stated,ownership_application_disposition,Triple Coast LLC,Ula Cafe,"[""ownership_interest_change""]",granted,True,Triple Coast LLC,named_licensee_or_licensed_business; indirect_ownership_level_not_further_specified,"[{""name"": ""Kelly Fernandes"", ""interest_percent"": 100, ""role"": ""ownership_interest_holder"", ""source_quote"": ""Ownership Interest (LLC Members/LLP Partners/Trustees) From: Kelly Fernandes (100%) To: Elizabeth Santos (50%) and Marvin Mathelier (50%)"", ""interest_quantity"": null, ""interest_unit"": null}]","[{""name"": ""Elizabeth Santos"", ""interest_percent"": 50, ""role"": ""ownership_interest_holder"", ""source_quote"": ""Ownership Interest (LLC Members/LLP Partners/Trustees) From: Kelly Fernandes (100%) To: Elizabeth Santos (50%) and Marvin Mathelier (50%)"", ""interest_quantity"": null, ""interest_unit"": null}, {""name"": ""Marvin Mathelier"", ""interest_percent"": 50, ""role"": ""ownership_interest_holder"", ""source_quote"": ""Ownership Interest (LLC Members/LLP Partners/Trustees) From: Kelly Fernandes (100%) To: Elizabeth Santos (50%) and Marvin Mathelier (50%)"", ""interest_quantity"": null, ""interest_unit"": null}]",,,False,https://www.boston.gov/sites/default/files/file/2024/04/Voting%20Minutes%204-25-24_0.pdf,11,11,3,Granted,"[""Board approval alone does not establish a completed transaction, current capitalization, control, or private-equity sponsorship.""]","3. Triple Coast LLC

Doing business as: Ula Cafe
284 Amory St., Jamaica Plain, MA 02130
License #: LB‑100822
Holder of a Common Victualler License has petitioned to change the Manager of the licensed business
From: Kelly Fernandes To: Michael Behme.
Secondly, has petitioned to change the Officers/Directors/LLC Managers ‑ From: Kelly Fernandes To:
Elizabeth Santos and Marvin Mathelier.
Lastly, has petitioned to change the Change of Ownership Interest (LLC Members/LLP
Partners/Trustees) From: Kelly Fernandes (100%) To: Elizabeth Santos (50%) and Marvin Mathelier
(50%)

Granted"
BLB-2024-04-25-OWN-p12-i4,2024-04-25,LB99949,common_victualler_no_alcohol_stated,ownership_application_disposition,"JJ Cobblestones, LLC",Cobblestones,"[""ownership_interest_change""]",granted,True,"JJ Cobblestones, LLC",named_licensee_or_licensed_business; indirect_ownership_level_not_further_specified,"[{""name"": ""Jennifer Gallagher"", ""interest_percent"": 70, ""role"": ""ownership_interest_holder"", ""source_quote"": ""Ownership interest of the licensed business From: Jennifer Gallagher (70%), Dave O'Donnell (15%) and John Abbott (15%) To: Jennifer Gallagher (65%), Dave O'Donnell (35%)"", ""interest_quantity"": null, ""interest_unit"": null}, {""name"": ""Dave O'Donnell"", ""interest_percent"": 15, ""role"": ""ownership_interest_holder"", ""source_quote"": ""Ownership interest of the licensed business From: Jennifer Gallagher (70%), Dave O'Donnell (15%) and John Abbott (15%) To: Jennifer Gallagher (65%), Dave O'Donnell (35%)"", ""interest_quantity"": null, ""interest_unit"": null}, {""name"": ""John Abbott"", ""interest_percent"": 15, ""role"": ""ownership_interest_holder"", ""source_quote"": ""Ownership interest of the licensed business From: Jennifer Gallagher (70%), Dave O'Donnell (15%) and John Abbott (15%) To: Jennifer Gallagher (65%), Dave O'Donnell (35%)"", ""interest_quantity"": null, ""interest_unit"": null}]","[{""name"": ""Jennifer Gallagher"", ""interest_percent"": 65, ""role"": ""ownership_interest_holder"", ""source_quote"": ""Ownership interest of the licensed business From: Jennifer Gallagher (70%), Dave O'Donnell (15%) and John Abbott (15%) To: Jennifer Gallagher (65%), Dave O'Donnell (35%)"", ""interest_quantity"": null, ""interest_unit"": null}, {""name"": ""Dave O'Donnell"", ""interest_percent"": 35, ""role"": ""ownership_interest_holder"", ""source_quote"": ""Ownership interest of the licensed business From: Jennifer Gallagher (70%), Dave O'Donnell (15%) and John Abbott (15%) To: Jennifer Gallagher (65%), Dave O'Donnell (35%)"", ""interest_quantity"": null, ""interest_unit"": null}]",,,False,https://www.boston.gov/sites/default/files/file/2024/04/Voting%20Minutes%204-25-24_0.pdf,12,12,4,Granted,"[""Board approval alone does not establish a completed transaction, current capitalization, control, or private-equity sponsorship.""]","4. JJ Cobblestones, LLC

Doing business as: Cobblestones
30 Charles St., Boston, MA 02114
License #: LB‑99949
Holder of a Common Victualler License has petitioned to change the Ownership interest of the licensed
business From: Jennifer Gallagher (70%), Dave O'Donnell (15%) and John Abbott (15%)
To: Jennifer Gallagher (65%), Dave O'Donnell (35%)

Granted"
BLB-2024-05-23-OWN-p6-i10,2024-05-23,LB99295,explicit_alcohol,ownership_application_disposition,"D&D Hospitality, LLC",Publico,"[""ownership_interest_change""]",granted,True,"D&D Hospitality, LLC",named_licensee_or_licensed_business; indirect_ownership_level_not_further_specified,[],[],,,False,https://www.boston.gov/sites/default/files/file/2024/05/Voting%20Minutes%205_23_24.docx.pdf,6,6,10,Granted,"[""No owner/shareholder names or ownership percentages are stated for the ownership action; officer and manager names in the item are not substituted."", ""Board approval alone does not establish a completed transaction, current capitalization, control, or private-equity sponsorship.""]","10. D&D Hospitality, LLC

Doing business as: Publico
11 Dorchester St, South Boston, MA 02127
License #: LB-99295
Holder of a Common Victualler 7 Day All-Alcoholic Beverages License has petitioned for a change in
Ownership Interest. Attorney: Lesley Delaney Hawkins

Granted"
BLB-2024-05-23-OWN-p6-i11,2024-05-23,LB98922,explicit_alcohol,ownership_application_disposition,"Flagship Restaurant Group, LLC",Forcella,"[""ownership_interest_change""]",granted,True,"Flagship Restaurant Group, LLC",named_licensee_or_licensed_business; indirect_ownership_level_not_further_specified,[],[],,,False,https://www.boston.gov/sites/default/files/file/2024/05/Voting%20Minutes%205_23_24.docx.pdf,6,6,11,Granted,"[""No owner/shareholder names or ownership percentages are stated for the ownership action; officer and manager names in the item are not substituted."", ""Board approval alone does not establish a completed transaction, current capitalization, control, or private-equity sponsorship.""]","11. Flagship Restaurant Group, LLC

Doing business as: Forcella
33 North Square, Boston, MA 02113
License #: LB-98922
Holder of a Common Victualler 7 Day Wines and Malt Beverages with Liqueurs License has petitioned
for a change of LLC Managers. Secondly, has petitioned for a change in Ownership Interest.
Attorney: Dennis A. Quilty

Granted"
BLB-2024-05-23-OWN-p7-i12,2024-05-23,LB99787,explicit_alcohol,ownership_application_disposition,Arguetas Corporation,,"[""stock_interest_change""]",granted,True,Arguetas Corporation,named_licensee_or_licensed_business; indirect_ownership_level_not_further_specified,[],[],,,False,https://www.boston.gov/sites/default/files/file/2024/05/Voting%20Minutes%205_23_24.docx.pdf,7,7,12,Granted,"[""No owner/shareholder names or ownership percentages are stated for the ownership action; officer and manager names in the item are not substituted."", ""Board approval alone does not establish a completed transaction, current capitalization, control, or private-equity sponsorship.""]","12. Arguetas Corporation

30 Bennington Street, East Boston, MA 02128
License #: LB-99787
Holder of a Common Victualler 7 Day Wines and Malt Beverages with Liqueurs License has petitioned
for a change of Officers/Directors. Secondly, has petitioned for a change of Stock Interest. Lastly, has
petitioned to change the manager of the licensed business - From: Ferdy Marlon Argueta
To: Rigoberto Restrepo.
Attorney: Mark A. White

Granted"
BLB-2024-05-23-OWN-p13-i3,2024-05-23,LB405940,common_victualler_no_alcohol_stated,ownership_application_disposition,"Monumental Market Group, LLC",Monumental Market,"[""ownership_interest_change""]",granted,True,"Monumental Market Group, LLC",named_licensee_or_licensed_business; indirect_ownership_level_not_further_specified,"[{""name"": ""Kelsey Munger"", ""interest_percent"": 50, ""role"": ""ownership_interest_holder"", ""source_quote"": ""Ownership interest of the licensed business From: Kelsey Munger (50%) & Javier Amador‑Pena (50%) To: Kelsey Munger (100%)"", ""interest_quantity"": null, ""interest_unit"": null}, {""name"": ""Javier Amador‑Pena"", ""interest_percent"": 50, ""role"": ""ownership_interest_holder"", ""source_quote"": ""Ownership interest of the licensed business From: Kelsey Munger (50%) & Javier Amador‑Pena (50%) To: Kelsey Munger (100%)"", ""interest_quantity"": null, ""interest_unit"": null}]","[{""name"": ""Kelsey Munger"", ""interest_percent"": 100, ""role"": ""ownership_interest_holder"", ""source_quote"": ""Ownership interest of the licensed business From: Kelsey Munger (50%) & Javier Amador‑Pena (50%) To: Kelsey Munger (100%)"", ""interest_quantity"": null, ""interest_unit"": null}]",,,False,https://www.boston.gov/sites/default/files/file/2024/05/Voting%20Minutes%205_23_24.docx.pdf,13,13,3,Granted,"[""Board approval alone does not establish a completed transaction, current capitalization, control, or private-equity sponsorship.""]","3. Monumental Market Group, LLC

Doing business as: Monumental Market
36 South St., Jamaica Plain, MA 02130
License #: LB‑405940
Holder of a Common Victualler License has petitioned to change the Ownership interest of the licensed
business From: Kelsey Munger (50%) & Javier Amador‑Pena (50%) To: Kelsey Munger (100%)

Granted"
BLB-2024-06-06-OWN-p5-i6,2024-06-06,LB101846,explicit_alcohol,ownership_application_disposition,"Stephen T. DeAngelis, Inc.",Golden Goose Market,"[""stock_interest_change""]",granted,True,"Stephen T. DeAngelis, Inc.",named_licensee_or_licensed_business; indirect_ownership_level_not_further_specified,[],[],,,False,https://www.boston.gov/sites/default/files/file/2024/06/Voting%20Minutes%206-6-24.docx%20%281%29.pdf,5,5,6,Granted,"[""Golden Goose stock-interest changes recur on February 29 and June 6. Parties and amounts are unstated, so whether these reflect the same or different underlying equity transaction is unresolved."", ""No owner/shareholder names or ownership percentages are stated for the ownership action; officer and manager names in the item are not substituted."", ""Board approval alone does not establish a completed transaction, current capitalization, control, or private-equity sponsorship.""]","6. Stephen T. DeAngelis, Inc.

Doing business as: Golden Goose Market
179 Commercial St, Boston, MA 02109
License #: LB-101846
Holder of a Retail Package Store All-Alcoholic Beverages License has petitioned for a change
in Stock Interest.

Granted"
BLB-2024-07-11-OWN-p4-i6,2024-07-11,LB101621,explicit_alcohol,ownership_application_disposition,"Remington Boston Employers, LLC",Hilton Boston Back Bay,"[""ownership_interest_change""]",granted,True,"Remington Boston Employers, LLC",named_licensee_or_licensed_business; indirect_ownership_level_not_further_specified,[],[],,,False,https://www.boston.gov/sites/default/files/file/2024/07/Voting%20Agenda%20July%2011.docx_2.pdf,4,4,6,Granted,"[""No owner/shareholder names or ownership percentages are stated for the ownership action; officer and manager names in the item are not substituted."", ""Board approval alone does not establish a completed transaction, current capitalization, control, or private-equity sponsorship.""]","6. Remington Boston Employers, LLC

Doing business as: Hilton Boston Back Bay
40 Dalton St, Boston, MA 02115
License #: LB-101621
Holder of an Innholder All-Alcoholic Beverages License has petitioned for a change in Ownership
Interest. Secondly, has petitioned to change the manager of the licensed business – From: Dominique
Marty To: Doug Koenig.

Granted"
