event_id,date,license_num,event_type,action_subtype,disposition,board_granted_application,completed_sale_verified,transferor,transferor_dba,transferee,transferee_dba,licensee,licensee_dba,pledge_recipient,from_address,to_address,source_id,source_url,page_start,page_end,item_number,outcome_text,referenced_approval_date,ambiguity_notes
BLB-2024-04-04-P-7,2024-04-04,LB102021,license_pledge,pledge_application_disposition,granted,True,False,"Commonwealth Market, Inc.",Tropical,Shippys Retail Inc.,Commonwealth Market,Shippys Retail Inc.,Commonwealth Market,Rockland Trust Company,"1090 Commonwealth Ave, Boston MA 02215","1090 Commonwealth Ave, Boston MA 02215",BLB-2024-04-04,https://www.boston.gov/sites/default/files/file/2024/04/Voting%20Minutes%204-4-24.docx%20%282%29.pdf,5,5,7,Granted,,Destination address carried from explicit same-location statement.
BLB-2024-04-25-P-8,2024-04-25,LB99150,license_pledge,pledge_application_disposition,granted,True,False,"Flatbread Boston Landing, LLC",Flatbread Company,,,"Flatbread Boston Landing, LLC",Flatbread Company,Ice Box LLC,"76 Guest St, Brighton, MA 02135",,BLB-2024-04-25,https://www.boston.gov/sites/default/files/file/2024/04/Voting%20Minutes%204-25-24_0.pdf,5,5,8,Granted,,
BLB-2024-04-25-P-16,2024-04-25,LB101570,license_pledge,pledge_application_disposition,granted,True,False,"Nusret Boston, LLC",Nusret Steakhouse,Jewel Box LLC,Bon Mar,Jewel Box LLC,Bon Mar,BioMed Realty Holdings LLC,"100 Arlington St, Boston, MA 02116","601 Congress Street, Boston, MA 02210",BLB-2024-04-25,https://www.boston.gov/sites/default/files/file/2024/04/Voting%20Minutes%204-25-24_0.pdf,8,8,16,Granted,,
BLB-2024-04-25-P-1,2024-04-25,LB99150,license_pledge,pledge_release_acknowledgment,acknowledged,False,False,Flatbread Boston Landing LLC,Flatbread Company,,,Flatbread Boston Landing LLC,Flatbread Company,Newburyport Five Cents Savings Bank,"76 Guest Street, Brighton, MA 02135",,BLB-2024-04-25,https://www.boston.gov/sites/default/files/file/2024/04/Voting%20Minutes%204-25-24_0.pdf,12,12,1,Acknowledged,,"Acknowledged release of prior pledges/security interests, not approval of a new pledge."
BLB-2024-05-01-P-14,2024-05-01,LB99415,license_pledge,pledge_application_disposition,granted,True,False,"Pho on Thayer, LLC",Pho on Thayer,Nowon Seaport LLC,Nowon Seaport,Nowon Seaport LLC,Nowon Seaport,Northern Bank,"11 Thayer St, Roxbury, MA 02118","117 Seaport Blvd, Boston, MA 02110",BLB-2024-05-01,https://www.boston.gov/sites/default/files/file/2024/05/BLB%20Voting%20Minutes%205-1-24.pdf,8,8,14,Granted,,
BLB-2024-05-23-P-16,2024-05-23,LB101975,license_pledge,pledge_application_disposition,granted,True,False,"PQT, INC.",Green Gardens Liquor & Deli,"VJ Partners, Inc.",Green Gardens Liquor & Deli,"VJ Partners, Inc.",Green Gardens Liquor & Deli,"PQT, Inc.","35 W Milton St, Hyde Park, MA 02136","35 W Milton St, Hyde Park, MA 02136",BLB-2024-05-23,https://www.boston.gov/sites/default/files/file/2024/05/Voting%20Minutes%205_23_24.docx.pdf,8,8,16,Granted,,Destination address carried from explicit same-location statement.
BLB-2024-06-06-P-7,2024-06-06,LB99038,license_pledge,pledge_application_disposition,granted,True,False,"B. Stone, Inc.",The Blarney Stone,"Jodayaanfre, Inc.",Acapella’s,"Jodayaanfre, Inc.",Acapella’s,"B. Stone, Inc.","1505 Dorchester Ave, Dorchester, MA 02122","1505 Dorchester Ave, Dorchester, MA 02122",BLB-2024-06-06,https://www.boston.gov/sites/default/files/file/2024/06/Voting%20Minutes%206-6-24.docx%20%281%29.pdf,5,5,7,Granted,,Destination address carried from explicit same-location statement.
BLB-2024-06-26-P-15,2024-06-26,LB99458,license_pledge,pledge_application_disposition,granted,True,False,Russian Benevolent Society,Crystal Restaurant/Garage Room,"Keryan & Co, Inc.",Jana Grill & Bar,"Keryan & Co, Inc.",Jana Grill & Bar,"Russian Benevolent Society, Inc.","14-20 Linden St, Allston, MA 02134","14-20 Linden St, Allston, MA 02134",BLB-2024-06-26,https://www.boston.gov/sites/default/files/file/2024/06/Voting%20Minutes%206-26-24.docx.pdf,7,7,15,"Granted
The Board lifts the transferor’s indefinite suspension for the purpose of transferring the license
The Board notes that any future transfer should include a review of the license’s disciplinary
history",,Destination address carried from explicit same-location statement.
BLB-2024-07-11-P-5,2024-07-11,LB99457,license_pledge,pledge_application_disposition,granted,True,False,"CMG CP1, LLC",Caveau,,,"CMG CP1, LLC",Caveau,Eastern Bank,"1-3 Center Plaza, Boston, MA 02108",,BLB-2024-07-11,https://www.boston.gov/sites/default/files/file/2024/07/Voting%20Agenda%20July%2011.docx_2.pdf,3,3,5,Granted,,
BLB-2024-07-11-P-9,2024-07-11,LB101897,license_pledge,pledge_application_disposition,granted,True,False,JNT Package Corporation,ODB Liquors,Surya Narayan Corporation,Hyde Park Liquor,Surya Narayan Corporation,Hyde Park Liquor,Rockland Trust Company,"1253 Hyde Park Ave, Hyde Park, MA 02136","1253 Hyde Park Ave, Hyde Park, MA 02136",BLB-2024-07-11,https://www.boston.gov/sites/default/files/file/2024/07/Voting%20Agenda%20July%2011.docx_2.pdf,4,4,9,Granted,,Destination address carried from explicit same-location statement.
BLB-2024-07-11-P-12,2024-07-11,LB99633,license_pledge,pledge_application_disposition,granted,True,False,"Allston Rock City, LLC",Fields West,"SB 201 Brookline Ave, LLC",Shy Bird,"SB 201 Brookline Ave, LLC",Shy Bird,Cambridge Savings Bank,"87 Glenville Ave, Allston, MA 02134","201 Brookline Ave, Boston, MA 02215",BLB-2024-07-11,https://www.boston.gov/sites/default/files/file/2024/07/Voting%20Agenda%20July%2011.docx_2.pdf,5,5,12,Granted,,
BLB-2024-08-01-P-8,2024-08-01,LB99655,license_pledge,pledge_application_disposition,granted,True,False,CAMI 1974 Corporation,Melodias,,,CAMI 1974 Corporation,Melodias,Eastern Bank,"1045 Saratoga St, East Boston, MA 02128",,BLB-2024-08-01,https://www.boston.gov/sites/default/files/file/2024/08/Voting%20Minutes%208-1-24.docx.pdf,5,5,8,Granted,,
BLB-2024-08-01-P-16,2024-08-01,LB99136,license_pledge,pledge_application_disposition,granted,True,False,"AC NEP, LLC",Dorset Hall,Moville Inc.,McGonagle’s,Moville Inc.,McGonagle’s,Northern Bank and Trust Company,"367-371 Neponset Ave, Dorchester, MA 02122","367-371 Neponset Ave, Dorchester, MA 02122",BLB-2024-08-01,https://www.boston.gov/sites/default/files/file/2024/08/Voting%20Minutes%208-1-24.docx.pdf,7,7,16,Granted,,"Source expressly says transfer the licensed business by the named alcoholic-beverages license holder, rather than transfer the license. | Destination address carried from explicit same-location statement."
BLB-2024-08-01-P-17,2024-08-01,LB98901,license_pledge,pledge_application_disposition,granted,True,False,"RYGUY, LLC",The Emory,Taco Azul Boston LLC,Taco Azul,Taco Azul Boston LLC,Taco Azul,"Webster Bank, National Association","21 Beacon St, Boston, MA 02108","21 Beacon St, Boston, MA 02108",BLB-2024-08-01,https://www.boston.gov/sites/default/files/file/2024/08/Voting%20Minutes%208-1-24.docx.pdf,8,8,17,Granted,,"Source expressly says transfer the licensed business by the named alcoholic-beverages license holder, rather than transfer the license. | Destination address carried from explicit same-location statement."
BLB-2024-08-01-P-19,2024-08-01,LB99092,license_pledge,pledge_application_disposition,granted,True,False,"G&V Ice Cream and Sub, Inc.",Don’t Tell Aunty,Early Monsoon LLC,Don’t Tell Aunty,Early Monsoon LLC,Don’t Tell Aunty,Rockland Trust Company,"1122 Boylston St, Boston, MA 02215","1080 Boylston Street, Boston, MA 02215",BLB-2024-08-01,https://www.boston.gov/sites/default/files/file/2024/08/Voting%20Minutes%208-1-24.docx.pdf,9,9,19,Granted,,
BLB-2024-08-01-P-1,2024-08-01,LB99655,license_pledge,pledge_release_acknowledgment,acknowledged,False,False,Cami 1975 Corporation,Melodias,,,Cami 1975 Corporation,Melodias,Lazaro Orellana,"1045 Saratoga Street, East Boston, MA 02128",,BLB-2024-08-01,https://www.boston.gov/sites/default/files/file/2024/08/Voting%20Minutes%208-1-24.docx.pdf,14,14,1,Acknowledged,,"Release item says Cami 1975 Corporation; new pledge item 8 in same document says CAMI 1974 Corporation. Preserve source discrepancy; same LB-99655 and premises. | Acknowledged release of prior pledges/security interests, not approval of a new pledge."
BLB-2024-08-22-P-5,2024-08-22,LB99150,license_pledge,pledge_application_disposition,granted,True,False,"Flatbread Boston Landing, LLC",Flatbread Company,,,"Flatbread Boston Landing, LLC",Flatbread Company,Ice Box LLC,"76 Guest St, Brighton, MA 02135",,BLB-2024-08-22,https://www.boston.gov/sites/default/files/file/2024/08/Voting%20Minutes%208-22-24.docx.pdf,4,4,5,Granted,,
BLB-2024-08-22-P-10,2024-08-22,LB353633,license_pledge,pledge_application_disposition,granted,True,False,"Cardullo's Gourmet Food Shoppe, Inc.",Cardullo's Gourmet Shoppe,"Good Team, Inc.",Cardullo’s Gourmet Shoppe,"Good Team, Inc.",Cardullo’s Gourmet Shoppe,Rockland Trust Company,"101 Seaport Blvd, Boston, MA 02210","101 Seaport Blvd, Boston, MA 02210",BLB-2024-08-22,https://www.boston.gov/sites/default/files/file/2024/08/Voting%20Minutes%208-22-24.docx.pdf,6,6,10,Granted,,Destination address carried from explicit same-location statement.
BLB-2024-09-12-P-18,2024-09-12,LB98909,license_pledge,pledge_application_disposition,granted,True,False,"Good Tacos, LLC",Naco Taco & Good Company,"CT Eatery, LLC",Lucky Tiger,"CT Eatery, LLC",Lucky Tiger,"Hood Park, LLC","100 Hood Park Drive, Charlestown, MA 02129","100 Hood Park Drive, Charlestown, MA 02129",BLB-2024-09-12,https://www.boston.gov/sites/default/files/file/2024/09/Voting%20Minutes%209-12-24.pdf,9,9,18,Granted,,Destination address carried from explicit same-location statement.
BLB-2024-09-26-P-8,2024-09-26,LB99443,license_pledge,pledge_application_disposition,granted,True,False,"Clover Ventures, LLC",Bostonia Public House,,,"Clover Ventures, LLC",Bostonia Public House,Northern Bank & Trust Company,"131 State St, Boston, MA 02109",,BLB-2024-09-26,https://www.boston.gov/sites/default/files/file/2024/09/Voting%20Minutes%209-26-24.pdf,5,5,8,Granted,,
BLB-2024-09-26-P-14,2024-09-26,LB99825,license_pledge,pledge_application_disposition,granted,True,False,"Cannonball Cafe, LLC",Cannonball Cafe,"383 Lot, LLC",Park City,"383 Lot, LLC",Park City,"Cannonball Cafe, LLC","383 Dorchester Ave, South Boston, MA 02127","383 Dorchester Ave, South Boston, MA 02127",BLB-2024-09-26,https://www.boston.gov/sites/default/files/file/2024/09/Voting%20Minutes%209-26-24.pdf,7,7,14,Granted,,Destination address carried from explicit same-location statement.
BLB-2024-10-17-P-24,2024-10-17,LB99346,license_pledge,pledge_application_disposition,granted,True,False,"142 Berkeley, LLC",,USHG Boston Seaport F&B LLC,,USHG Boston Seaport F&B LLC,,Trustees of the Commonwealth Pier Trust II,"142 Berkeley St, Boston, MA 02116","200 Seaport Blvd, Boston, MA 02210",BLB-2024-10-17,https://www.boston.gov/sites/default/files/file/2024/10/Voting%20Minutes%2010-15-24.docx.pdf,11,11,24,Granted,,
BLB-2024-10-31-P-7,2024-10-31,LB98983,license_pledge,pledge_application_disposition,granted,True,False,"Galway House, Inc.",The Galway House,,,"Galway House, Inc.",The Galway House,Rockland Trust Company,"710A-712 Centre St, Jamaica Plain, MA 02130",,BLB-2024-10-31,https://www.boston.gov/sites/default/files/file/2024/11/Voting%20Minutes%2010-31-24.docx.pdf,6,6,7,Granted,,
BLB-2024-10-31-P-15,2024-10-31,LB99144,license_pledge,pledge_application_disposition,granted,True,False,"Fajitas & ‘Ritas, Inc.",Fajitas & Ritas,Parsons CC Southie OPCO LLC,Common Craft,Parsons CC Southie OPCO LLC,Common Craft,Washington Village Phase 1 Property Owner LLC,"25 West St, Boston, MA 02111","85 Damrell Street, Boston, MA 02127",BLB-2024-10-31,https://www.boston.gov/sites/default/files/file/2024/11/Voting%20Minutes%2010-31-24.docx.pdf,8,8,15,Granted,,
BLB-2024-11-14-P-5,2024-11-14,LB101906,license_pledge,pledge_application_disposition,granted,True,False,"Rodan, Inc.",Beacon Capitol Market,"Beacon Capitol Markets, Inc.",Beacon Capitol Market,"Beacon Capitol Markets, Inc.",Beacon Capitol Market,"Rodan, Inc.","32 Myrtle St, Boston, MA 02114","32 Myrtle St, Boston, MA 02114",BLB-2024-11-14,https://www.boston.gov/sites/default/files/file/2024/11/Voting%20Minutes%2011-14-24.docx%20%281%29.pdf,4,4,5,Granted,,Destination address carried from explicit same-location statement.
BLB-2024-12-12-P-8,2024-12-12,LB98996,license_pledge,pledge_application_disposition,granted,True,False,"The Pearl Group at Boston Landing, LLC",The Pearl,,,"The Pearl Group at Boston Landing, LLC",The Pearl,"Railyard Sports, LLC","67-91 Guest St, Brighton, MA 02135",,BLB-2024-12-12,https://www.boston.gov/sites/default/files/file/2024/12/Voting%20Minutes%2012-12-24.docx.pdf,5,5,8,Granted,,
BLB-2024-12-12-P-9,2024-12-12,LB99041,license_pledge,pledge_application_disposition,granted,True,False,"Seaport Hospitality, Inc.",,,,"Seaport Hospitality, Inc.",,Eastern Bank,"42 Summer St, Boston, MA 02210",,BLB-2024-12-12,https://www.boston.gov/sites/default/files/file/2024/12/Voting%20Minutes%2012-12-24.docx.pdf,5,5,9,Granted,,
BLB-2024-12-12-P-10,2024-12-12,LB99126,license_pledge,pledge_application_disposition,granted,True,False,"Northern Avenue Hospitality, Inc.",Gather,,,"Northern Avenue Hospitality, Inc.",Gather,Eastern Bank,"75 Northern Ave, Boston, MA 02210",,BLB-2024-12-12,https://www.boston.gov/sites/default/files/file/2024/12/Voting%20Minutes%2012-12-24.docx.pdf,6,6,10,Granted,,
BLB-2024-12-12-P-11,2024-12-12,LB99359,license_pledge,pledge_application_disposition,granted,True,False,"Galway, Inc.",The Harp,,,"Galway, Inc.",The Harp,Eastern Bank,"85 Causeway St, Boston, MA 02114",,BLB-2024-12-12,https://www.boston.gov/sites/default/files/file/2024/12/Voting%20Minutes%2012-12-24.docx.pdf,6,6,11,Granted,,
BLB-2024-12-12-P-12,2024-12-12,LB99157,license_pledge,pledge_application_disposition,granted,True,False,"Dunboy, Inc.",MJ O'Connor’s Irish Pub,,,"Dunboy, Inc.",MJ O'Connor’s Irish Pub,Eastern Bank,"27 Columbus Ave, Boston, MA 02116",,BLB-2024-12-12,https://www.boston.gov/sites/default/files/file/2024/12/Voting%20Minutes%2012-12-24.docx.pdf,6,6,12,Granted,,
BLB-2024-12-12-P-13,2024-12-12,LB99229,license_pledge,pledge_application_disposition,granted,True,False,"150 Canal Street, Inc.",,,,"150 Canal Street, Inc.",,Eastern Bank,"150 Canal St, Boston, Ma 02114",,BLB-2024-12-12,https://www.boston.gov/sites/default/files/file/2024/12/Voting%20Minutes%2012-12-24.docx.pdf,6,6,13,Granted,,
BLB-2024-12-12-P-14,2024-12-12,LB99128,license_pledge,pledge_application_disposition,granted,True,False,"Adare, Inc.",Ned Devine’s,,,"Adare, Inc.",Ned Devine’s,Eastern Bank,"2201 Faneuil Hall Market Pl, Boston, MA 02109",,BLB-2024-12-12,https://www.boston.gov/sites/default/files/file/2024/12/Voting%20Minutes%2012-12-24.docx.pdf,7,7,14,Granted,,
BLB-2024-12-12-P-23,2024-12-12,LB98978,license_pledge,pledge_application_disposition,deferred,False,False,"KBG, Inc.",Kelleher’s Bar & Grille,Flik International Corp.,Flik,Flik International Corp.,Flik,"BP TRS Services, LLC","1410 - 1420 Centre St, Roslindale, MA 02131","200 Clarendon St, Boston, MA 02116",BLB-2024-12-12,https://www.boston.gov/sites/default/files/file/2024/12/Voting%20Minutes%2012-12-24.docx.pdf,9,9,23,Deferred to allow the Applicant to file an application for a Change of License Type,,
BLB-2025-01-09-016-pledge,2025-01-09,LB101857,license_pledge,pledge_application_disposition,granted,True,False,,,,,"740 Blue Hill, Inc.",Brother’s Wine and Spirits,Rockland Trust Company,"740-742 Blue Hill Ave, Dorchester, MA 02121",,BLB-2025-01-09,https://www.boston.gov/sites/default/files/file/2025/01/Voting%20Minutes%201-9-25.docx_0.pdf,5,5,8,Granted,,
BLB-2025-01-09-018-pledge,2025-01-09,LB98978,license_pledge,pledge_application_disposition,granted,True,False,,,,,Flik International Corp.,Flik,"BP TRS Services, LLC","1410-1420 Centre St, Roslindale, MA 02131",,BLB-2025-01-09,https://www.boston.gov/sites/default/files/file/2025/01/Voting%20Minutes%201-9-25.docx_0.pdf,6,6,10,Granted,,
BLB-2025-02-13-021-pledge,2025-02-13,LB99126,license_pledge,pledge_application_disposition,granted,True,False,,,,,"BT Eatery, LLC",Tradesman,"60 Guest Street Owner, LLC","75 Northern Ave, Boston, MA 02210",,BLB-2025-02-13,https://www.boston.gov/sites/default/files/file/2025/02/Voting%20Minutes%202-13-25.docx.pdf,7,7,13,Granted,,
BLB-2025-02-27-012-pledge,2025-02-27,LB162511,license_pledge,pledge_application_disposition,granted,True,False,,,,,"LCTB Fort Point, LLC",Lolita Cocina & Tequila Bar,Eastern Bank,"253 Summer St, Boston, MA 02210",,BLB-2025-02-27,https://www.boston.gov/sites/default/files/file/2025/02/Voting%20Minutes%202-27-25.docx.pdf,4,4,5,Granted,,
BLB-2025-02-27-015-pledge,2025-02-27,LB101851,license_pledge,pledge_application_disposition,granted,True,False,,,,,"MSPK, LLC",Blue Hill Liquors,Rockland Trust Company,"108 Blue Hill Ave, Roxbury, MA 02119",,BLB-2025-02-27,https://www.boston.gov/sites/default/files/file/2025/02/Voting%20Minutes%202-27-25.docx.pdf,5,5,8,Granted,,
BLB-2025-02-27-016-pledge,2025-02-27,LB102051,license_pledge,pledge_application_disposition,granted,True,False,,,,,"Bell’s Market, Inc.",Bell’s Market,Rockland Trust Company,"246 Dorchester St, South Boston, MA 02127",,BLB-2025-02-27,https://www.boston.gov/sites/default/files/file/2025/02/Voting%20Minutes%202-27-25.docx.pdf,5,5,9,Granted,,
BLB-2025-02-27-017-pledge,2025-02-27,LB99019,license_pledge,pledge_application_disposition,granted,True,False,,,,,"Row 34 Kenmore, LLC",Row 34,"UMNVAG Kenmore, LLC","498 Commonwealth Ave, Boston, MA 02215",,BLB-2025-02-27,https://www.boston.gov/sites/default/files/file/2025/02/Voting%20Minutes%202-27-25.docx.pdf,5,5,10,Granted,,
BLB-2025-02-27-019-pledge,2025-02-27,LB587870,license_pledge,pledge_application_disposition,granted,True,False,,,,,"Liquor Story, Inc.",Liquor Story,Rockland Trust Company,"103 State St, Boston, MA 02109",,BLB-2025-02-27,https://www.boston.gov/sites/default/files/file/2025/02/Voting%20Minutes%202-27-25.docx.pdf,6,6,12,Granted,,
BLB-2025-03-06-013-pledge,2025-03-06,LB101894,license_pledge,pledge_application_disposition,granted,True,False,,,,,"Symphony Liquors, Inc.",Huntington Wine & Spirits,Rockland Trust Company,"303 Huntington Av., Boston, MA 02115",,BLB-2025-03-06,https://www.boston.gov/sites/default/files/file/2025/03/Voting%20Minutes%203-6-25.docx.pdf,4,4,13,Granted,,
BLB-2025-03-27-017-pledge,2025-03-27,LB99426,license_pledge,pledge_application_disposition,granted,True,False,,,,,"250 Western, LLC",FiDO Pizza,"Allston Labworks Developer, LLC","604 Columbus Ave, Boston, MA 02118",,BLB-2025-03-27,https://www.boston.gov/sites/default/files/file/2025/03/Voting%20Minutes%203-27-25.docx.pdf,6,6,8,Granted,,
BLB-2025-04-03-013-pledge,2025-04-03,LB99267,license_pledge,pledge_application_disposition,granted,True,False,,,,,"Boston Amici Group, Inc.",Pazza on Porter,Pentucket Bank,"103 Porter St, East Boston, MA 02128",,BLB-2025-04-03,https://www.boston.gov/sites/default/files/file/2025/04/Voting%20Minutes%204-3-25.docx.pdf,4,4,6,Granted,,
BLB-2025-05-01-025-pledge,2025-05-01,LB99417,license_pledge,pledge_application_disposition,granted,True,False,,,,,"Nine Restaurant Group, LLC",9,"9 PSR, LLC","9 Park St, Boston, MA 02108",,BLB-2025-05-01,https://www.boston.gov/sites/default/files/file/2025/05/Voting%20Minutes%205-1-25.docx.pdf,8,8,16,Granted,,
BLB-2025-05-15-022-pledge,2025-05-15,LB334563,license_pledge,pledge_application_disposition,granted,True,False,,,,,Shippy’s Inc.,Beacon Street Liquors,Brookline Bank,"842 Beacon St, Boston, MA 02215",,BLB-2025-05-15,https://www.boston.gov/sites/default/files/file/2025/05/Voting%20Minutes%205-15-25.docx.pdf,7,7,13,Granted,,
BLB-2025-05-15-046-notice,2025-05-15,LB334563,license_pledge,pledge_release_acknowledgment,acknowledged,False,False,,,,,Shippy’s Inc.,Beacon Street Liquors,Rockland Trust Company,"842 Beacon Street, Boston, MA 02215",,BLB-2025-05-15,https://www.boston.gov/sites/default/files/file/2025/05/Voting%20Minutes%205-15-25.docx.pdf,15,15,1,Acknowledged,,"Acknowledged release of previous pledges/security interests, not approval of a new pledge."
BLB-2025-05-29-014-pledge,2025-05-29,LB98889,license_pledge,pledge_application_disposition,granted,True,False,,,,,"BNV3, Inc.",Wink & Nod,Merrimack Valley Credit Union,"3 Appleton St, Boston, MA 02116",,BLB-2025-05-29,https://www.boston.gov/sites/default/files/file/2025/05/Voting%20Minutes%205-29-25.docx.pdf,5,5,8,Granted,,
BLB-2025-05-29-017-pledge,2025-05-29,LB162572,license_pledge,pledge_application_disposition,granted,True,False,,,,,"Gomes Enterprises, Inc.",Cantina Italiana,Eastern Bank,"346 Hanover St, Boston, MA 02113",,BLB-2025-05-29,https://www.boston.gov/sites/default/files/file/2025/05/Voting%20Minutes%205-29-25.docx.pdf,6,6,11,Granted,,
BLB-2025-06-05-011-pledge,2025-06-05,LB540101,license_pledge,pledge_application_disposition,granted,True,False,,,,,"Patel Harvard, Inc.",Harvard Convenience,Rockland Trust Company,"157 Brighton Av., Allston, MA 02134",,BLB-2025-06-05,https://www.boston.gov/sites/default/files/file/2025/06/Voting%20Minutes%206-5-25.docx.pdf,4,5,4,"Granted, with a closing hour of 11:00 PM",,
